utterance,paraphrase,list_of_slots,intent
"I need the weather in  Hubbardston , will it be  chillier ?",Will it be colder in Hubbardston?,"['Hubbardston || city', 'chillier || condition_temperature']",GetWeather
"I need the weather in  Hubbardston , will it be  chillier ?",Do you have the forecast for Hubbardston? Will it be colder?,"['Hubbardston || city', 'chillier || condition_temperature']",GetWeather
"I need the weather in  Hubbardston , will it be  chillier ?","I'm curious about the weather in Hubbardston, will it be colder?","['Hubbardston || city', 'chillier || condition_temperature']",GetWeather
"I need the weather in  Hubbardston , will it be  chillier ?",Could you tell me if it will be chillier in Hubbardston?,"['Hubbardston || city', 'chillier || condition_temperature']",GetWeather
"I need the weather in  Hubbardston , will it be  chillier ?",Can you provide me with the weather update for Hubbardston? Will it be chillier than usual?,"['Hubbardston || city', 'chillier || condition_temperature']",GetWeather
"I need the weather in  Hubbardston , will it be  chillier ?",Is there a chance of cooler weather in Hubbardston?,"['Hubbardston || city', 'chillier || condition_temperature']",GetWeather
"I need the weather in  Hubbardston , will it be  chillier ?",I'm interested to know if there's any possibility of lower temperatures in Hubbardson.,"['Hubbardston || city', 'chillier || condition_temperature']",GetWeather
"I need the weather in  Hubbardston , will it be  chillier ?",Would you happen to know if the weather is expected to be chillier in Haubardson?,"['Hubbardston || city', 'chillier || condition_temperature']",GetWeather
"I need the weather in  Hubbardston , will it be  chillier ?",Do we expect any drop in temperature at Hubbardon?,"['Hubbardston || city', 'chillier || condition_temperature']",GetWeather
"I need the weather in  Hubbardston , will it be  chillier ?",What's the possibility of experiencing cooler conditions at Hubbardon?,"['Hubbardston || city', 'chillier || condition_temperature']",GetWeather
Is it  chilly  in  Haiti,Does Haiti have cold weather?,"['chilly || condition_temperature', 'Haiti || country']",GetWeather
Is it  chilly  in  Haiti,Is the temperature low in Haiti?,"['chilly || condition_temperature', 'Haiti || country']",GetWeather
Is it  chilly  in  Haiti,Is it cool in Haiti?,"['chilly || condition_temperature', 'Haiti || country']",GetWeather
Is it  chilly  in  Haiti,Are there chilly temperatures in Haiti?,"['chilly || condition_temperature', 'Haiti || country']",GetWeather
Is it  chilly  in  Haiti,Does Haiti experience cold temperatures?,"['chilly || condition_temperature', 'Haiti || country']",GetWeather
Is it  chilly  in  Haiti,Is it frosty in Haiti?,"['chilly || condition_temperature', 'Haiti || country']",GetWeather
Is it  chilly  in  Haiti,Are there cool temperatures in Haiti?,"['chilly || condition_temperature', 'Haiti || country']",GetWeather
Is it  chilly  in  Haiti,Does the weather get chilly in Haiti?,"['chilly || condition_temperature', 'Haiti || country']",GetWeather
Is it  chilly  in  Haiti,Are the temperatures low in Haiti?,"['chilly || condition_temperature', 'Haiti || country']",GetWeather
Is it  chilly  in  Haiti,Is it cold  climate-wise  on  the island of  Hati?,"['chilly || condition_temperature', 'Haiti || country']",GetWeather
what is the forecast starting  three weeks from now  for  Point Isabel,Can you give me the weather forecast for Point Isabel starting in three weeks?,"['three weeks from now || timeRange', 'Point Isabel || city']",GetWeather
what is the forecast starting  three weeks from now  for  Point Isabel,Could you please tell me what the forecast is for Point Isabel starting three weeks from now?,"['three weeks from now || timeRange', 'Point Isabel || city']",GetWeather
what is the forecast starting  three weeks from now  for  Point Isabel,I'm curious about the weather prediction for Point Isabel beginning in three weeks. Can you provide that information?,"['three weeks from now || timeRange', 'Point Isabel || city']",GetWeather
what is the forecast starting  three weeks from now  for  Point Isabel,What can I expect regarding the weather at Point Isabel in three weeks' time?,"['three weeks from now || timeRange', 'Point Isabel || city']",GetWeather
what is the forecast starting  three weeks from now  for  Point Isabel,"Starting from three weeks later, can you inform me about the expected forecast for Point Isabel?","['three weeks from now || timeRange', 'Point Isabel || city']",GetWeather
what is the forecast starting  three weeks from now  for  Point Isabel,Tell me about the weather outlook at Point Isabel commencing from a period of three weeks ahead.,"['three weeks from now || timeRange', 'Point Isabel || city']",GetWeather
what is the forecast starting  three weeks from now  for  Point Isabel,"From a timeline of three weeks onwards, what does the forecast look like for Point Isabel?","['three weeks from now || timeRange', 'Point Isabel || city']",GetWeather
what is the forecast starting  three weeks from now  for  Point Isabel,Do you have any information on how it will be like at Point Isabel's climate beginning in exactly 21 days from now?,"['three weeks from now || timeRange', 'Point Isabel || city']",GetWeather
what is the forecast starting  three weeks from now  for  Point Isabel,"Is there any knowledge available regarding how it will be climatically speaking during that point later than today and more or less twenty-one days forward, specifically specifying to only one location called as Zone Sleeve? ","['three weeks from now || timeRange', 'Point Isabel || city']",GetWeather
what is the forecast starting  three weeks from now  for  Point Isabel,Inform me regarding forecasts surrounding temperatures and rainfall estimates issued around a date which is 21 days away counting after this current moment to occur throughout an area referred commonly as 'Point wasabel'.,"['three weeks from now || timeRange', 'Point Isabel || city']",GetWeather
What will the  humidity  be  here   this week ?,Could you tell me the humidity forecast for this week?,"['humidity || condition_description', 'here || current_location', 'this week || timeRange']",GetWeather
What will the  humidity  be  here   this week ?,I'm curious about the humidity levels here for the upcoming days.,"['humidity || condition_description', 'here || current_location', 'this week || timeRange']",GetWeather
What will the  humidity  be  here   this week ?,What are we expecting in terms of humidity this week?,"['humidity || condition_description', 'here || current_location', 'this week || timeRange']",GetWeather
What will the  humidity  be  here   this week ?,Can you provide an update on the anticipated humidity levels here throughout the week?,"['humidity || condition_description', 'here || current_location', 'this week || timeRange']",GetWeather
What will the  humidity  be  here   this week ?,Do you have information on how humid it will be in our area this week?,"['humidity || condition_description', 'here || current_location', 'this week || timeRange']",GetWeather
What will the  humidity  be  here   this week ?,What can I expect in terms of humidity over the course of this week?,"['humidity || condition_description', 'here || current_location', 'this week || timeRange']",GetWeather
What will the  humidity  be  here   this week ?,Could you give me an overview of what kind of moisture content we should anticipate during this coming week?,"['humidity || condition_description', 'here || current_location', 'this week || timeRange']",GetWeather
What will the  humidity  be  here   this week ?,I'd like to know about the expected levels of humidity here over the next few days.,"['humidity || condition_description', 'here || current_location', 'this week || timeRange']",GetWeather
What will the  humidity  be  here   this week ?,Any idea how humid it's going to be around here for a whole seven-day period starting today?,"['humidity || condition_description', 'here || current_location', 'this week || timeRange']",GetWeather
What will the  humidity  be  here   this week ?,Tell me about how much moisture is predicted for us during these next several days.,"['humidity || condition_description', 'here || current_location', 'this week || timeRange']",GetWeather
Was there  rainfall   last mar.  in  Greenbrier   Egypt ?,Did it rain in Greenbrier Egypt last March?,"['rainfall || condition_description', 'last mar. || timeRange', 'Greenbrier || city', 'Egypt || country']",GetWeather
Was there  rainfall   last mar.  in  Greenbrier   Egypt ?,Was there any precipitation in Greenbrier Egypt last March?,"['rainfall || condition_description', 'last mar. || timeRange', 'Greenbrier || city', 'Egypt || country']",GetWeather
Was there  rainfall   last mar.  in  Greenbrier   Egypt ?,"Was there rainfall in Greenbrier, Egypt during the month of March?","['rainfall || condition_description', 'last mar. || timeRange', 'Greenbrier || city', 'Egypt || country']",GetWeather
Was there  rainfall   last mar.  in  Greenbrier   Egypt ?,"In Greenbrier, Egypt, was there any rainfall reported last March?","['rainfall || condition_description', 'last mar. || timeRange', 'Greenbrier || city', 'Egypt || country']",GetWeather
Was there  rainfall   last mar.  in  Greenbrier   Egypt ?,"Can you confirm if it rained in Greenbrier, Egypt during the month of March?","['rainfall || condition_description', 'last mar. || timeRange', 'Greenbrier || city', 'Egypt || country']",GetWeather
Was there  rainfall   last mar.  in  Greenbrier   Egypt ?,"Were there any recorded instances of rain in Greenbrier, Egypt last March?","['rainfall || condition_description', 'last mar. || timeRange', 'Greenbrier || city', 'Egypt || country']",GetWeather
Was there  rainfall   last mar.  in  Greenbrier   Egypt ?,"Last year in March did it rain at all in Greenbrier, Egypt ?","['rainfall || condition_description', 'last mar. || timeRange', 'Greenbrier || city', 'Egypt || country']",GetWeather
Was there  rainfall   last mar.  in  Greenbrier   Egypt ?,"Did April have any rainfall that reachedGreenbar'',Egypt.","['rainfall || condition_description', 'last mar. || timeRange', 'Greenbrier || city', 'Egypt || country']",GetWeather
Was there  rainfall   last mar.  in  Greenbrier   Egypt ?,"'During the month of Mar., did they have  Inexperiencedweed Agbia?''","['rainfall || condition_description', 'last mar. || timeRange', 'Greenbrier || city', 'Egypt || country']",GetWeather
Was there  rainfall   last mar.  in  Greenbrier   Egypt ?,'They had a lot to drink.': 'The Niles same men who were employed Gotteça byHalesiapore'''Tnhwlfawtpt?',"['rainfall || condition_description', 'last mar. || timeRange', 'Greenbrier || city', 'Egypt || country']",GetWeather
"What will the weather be in  East Tawakoni  on  november twenty-fourth, 2031 ?","What is the weather forecast for East Tawakoni on November 24th, 2031?","['East Tawakoni || city', 'november twenty-fourth, 2031 || timeRange']",GetWeather
"What will the weather be in  East Tawakoni  on  november twenty-fourth, 2031 ?","Can you tell me the weather conditions in East Tawakoni on November twenty-fourth, two thousand thirty-one?","['East Tawakoni || city', 'november twenty-fourth, 2031 || timeRange']",GetWeather
"What will the weather be in  East Tawakoni  on  november twenty-fourth, 2031 ?","In East Tawakoni on November twenty-fourth, 2031, what will the weather be like?","['East Tawakoni || city', 'november twenty-fourth, 2031 || timeRange']",GetWeather
"What will the weather be in  East Tawakoni  on  november twenty-fourth, 2031 ?","Please provide information about the weather in East Tawakoni on November twenty-fourth, two thousand thirty-one.","['East Tawakoni || city', 'november twenty-fourth, 2031 || timeRange']",GetWeather
"What will the weather be in  East Tawakoni  on  november twenty-fourth, 2031 ?",I am curious about the expected weather in East Tawakoni on November 24th of the year 2031.,"['East Tawakoni || city', 'november twenty-fourth, 2031 || timeRange']",GetWeather
"What will the weather be in  East Tawakoni  on  november twenty-fourth, 2031 ?",What are we expecting for the weather conditions in East Tawakoni on November twenty-fourth of nineteen thirty-one?,"['East Tawakoni || city', 'november twenty-fourth, 2031 || timeRange']",GetWeather
"What will the weather be in  East Tawakoni  on  november twenty-fourth, 2031 ?",Could you give me an update regarding how it will be like outside in East Tawakoni on november-24-31 ?,"['East Tawakoni || city', 'november twenty-fourth, 2031 || timeRange']",GetWeather
"What will the weather be in  East Tawakoni  on  november twenty-fourth, 2031 ?",Will there be any specific climate conditions I should know about for november-twentyfour-thirtyone if I'm going to visit east tewokani then ?,"['East Tawakoni || city', 'november twenty-fourth, 2031 || timeRange']",GetWeather
"What will the weather be in  East Tawakoni  on  november twenty-fourth, 2031 ?",Inform me about how sunny or rainy it's going to be at east tewokani come Nov/20/31 .,"['East Tawakoni || city', 'november twenty-fourth, 2031 || timeRange']",GetWeather
"What will the weather be in  East Tawakoni  on  november twenty-fourth, 2031 ?",Please let me know what kind of temperature and precipitation is predicted for east tewoguni around Nov. onward.,"['East Tawakoni || city', 'november twenty-fourth, 2031 || timeRange']",GetWeather
What will the weather be at  six o'clock  in the  Virgin Islands ?,What is the weather forecast for six o'clock in the Virgin Islands?,"[""six o'clock || timeRange"", 'Virgin Islands || state']",GetWeather
What will the weather be at  six o'clock  in the  Virgin Islands ?,Could you tell me the weather conditions at six o'clock in the Virgin Islands?,"[""six o'clock || timeRange"", 'Virgin Islands || state']",GetWeather
What will the weather be at  six o'clock  in the  Virgin Islands ?,What will be the atmospheric conditions in the Virgin Islands at six o'clock?,"[""six o'clock || timeRange"", 'Virgin Islands || state']",GetWeather
What will the weather be at  six o'clock  in the  Virgin Islands ?,Can you give me an update on what it will be like outside in the Virgin Islands around six o'clock?,"[""six o'clock || timeRange"", 'Virgin Islands || state']",GetWeather
What will the weather be at  six o'clock  in the  Virgin Islands ?,I'm curious about what to expect weather-wise at around 6 PM in the Virgin Islands.,"[""six o'clock || timeRange"", 'Virgin Islands || state']",GetWeather
What will the weather be at  six o'clock  in the  Virgin Islands ?,What can I anticipate as far as climate goes at approximately 6 PM in the Virgin Islands?,"[""six o'clock || timeRange"", 'Virgin Islands || state']",GetWeather
What will the weather be at  six o'clock  in the  Virgin Islands ?,Do you have any insights on how it'll be outside around 6:00 PM in the Virgin Islands?,"[""six o'clock || timeRange"", 'Virgin Islands || state']",GetWeather
What will the weather be at  six o'clock  in the  Virgin Islands ?,"Tell me, please. What's going to happen with regards to temperature and precipitation near/at 1800 hours? In relation to that, what are your predictions for The British and US VI ","[""six o'clock || timeRange"", 'Virgin Islands || state']",GetWeather
What will the weather be at  six o'clock  in the  Virgin Islands ?,", though I have concerns about accuracy some forecasts out there. Anyway...","[""six o'clock || timeRange"", 'Virgin Islands || state']",GetWeather
What will the weather be at  six o'clock  in the  Virgin Islands ?,.,"[""six o'clock || timeRange"", 'Virgin Islands || state']",GetWeather
What will the weather be at  six o'clock  in the  Virgin Islands ?,?,"[""six o'clock || timeRange"", 'Virgin Islands || state']",GetWeather
Will it be  windy   here  on  Dec. 16th ?,Will it be breezy here on December 16th?,"['windy || condition_description', 'here || current_location', 'Dec. 16th || timeRange']",GetWeather
Will it be  windy   here  on  Dec. 16th ?,Is there going to be wind in this area on December 16th?,"['windy || condition_description', 'here || current_location', 'Dec. 16th || timeRange']",GetWeather
Will it be  windy   here  on  Dec. 16th ?,Can we expect windy conditions here on the 16th of December?,"['windy || condition_description', 'here || current_location', 'Dec. 16th || timeRange']",GetWeather
Will it be  windy   here  on  Dec. 16th ?,Could it potentially get windy in this location on December 16th?,"['windy || condition_description', 'here || current_location', 'Dec. 16th || timeRange']",GetWeather
Will it be  windy   here  on  Dec. 16th ?,Are strong winds expected here on the 16th of December?,"['windy || condition_description', 'here || current_location', 'Dec. 16th || timeRange']",GetWeather
Will it be  windy   here  on  Dec. 16th ?,Is Dec. 16th going to be windy here?,"['windy || condition_description', 'here || current_location', 'Dec. 16th || timeRange']",GetWeather
Will it be  windy   here  on  Dec. 16th ?,Will there be gusty winds in this area on Dec. 16th?,"['windy || condition_description', 'here || current_location', 'Dec. 16th || timeRange']",GetWeather
Will it be  windy   here  on  Dec. 16th ?,Can we anticipate windiness at this location on Dec. 16th?,"['windy || condition_description', 'here || current_location', 'Dec. 16th || timeRange']",GetWeather
Will it be  windy   here  on  Dec. 16th ?,Is it likely to be blustery here on Dec. 17? ,"['windy || condition_description', 'here || current_location', 'Dec. 16th || timeRange']",GetWeather
Will it be  windy   here  on  Dec. 16th ?,Do you think it will get windy in this place by Jan.15?,"['windy || condition_description', 'here || current_location', 'Dec. 16th || timeRange']",GetWeather
Will it be  temperate  in  West Liberty   MH ?,Is the weather going to be mild at West Liberty MH?,"['temperate || condition_temperature', 'West Liberty || city', 'MH || state']",GetWeather
Will it be  temperate  in  West Liberty   MH ?,Can we expect moderate temperatures in West Liberty MH?,"['temperate || condition_temperature', 'West Liberty || city', 'MH || state']",GetWeather
Will it be  temperate  in  West Liberty   MH ?,Will the climate be moderate at West Liberty MH?,"['temperate || condition_temperature', 'West Liberty || city', 'MH || state']",GetWeather
Will it be  temperate  in  West Liberty   MH ?,Is it likely to have a temperate climate in West Liberty MH?,"['temperate || condition_temperature', 'West Liberty || city', 'MH || state']",GetWeather
Will it be  temperate  in  West Liberty   MH ?,Are the temperatures expected to be mild at West Liberty MH?,"['temperate || condition_temperature', 'West Liberty || city', 'MH || state']",GetWeather
Will it be  temperate  in  West Liberty   MH ?,Will it be neither too hot nor too cold in West Liberty MH?,"['temperate || condition_temperature', 'West Liberty || city', 'MH || state']",GetWeather
Will it be  temperate  in  West Liberty   MH ?,Can we anticipate comfortable weather conditions in West Liberty MH?,"['temperate || condition_temperature', 'West Liberty || city', 'MH || state']",GetWeather
Will it be  temperate  in  West Liberty   MH ?,Will there be a pleasant climate in West Liberty NH?,"['temperate || condition_temperature', 'West Liberty || city', 'MH || state']",GetWeather
Will it be  temperate  in  West Liberty   MH ?,Are we expecting moderate temperature levels at Wext liberty NM?,"['temperate || condition_temperature', 'West Liberty || city', 'MH || state']",GetWeather
Will it be  temperate  in  West Liberty   MH ?,Will the weather conditions remain stable and comfortable during my time at Wext liberty MN?,"['temperate || condition_temperature', 'West Liberty || city', 'MH || state']",GetWeather
need a table  now  somewhere  nearby   Petit Manan National Wildlife Refuge,I require a table right away that is located close to the Petit Manan National Wildlife Refuge.,"['now || timeRange', 'nearby || spatial_relation', 'Petit Manan National Wildlife Refuge || geographic_poi']",GetWeather
need a table  now  somewhere  nearby   Petit Manan National Wildlife Refuge,A table is necessary at this moment near the Petit Manan National Wildlife Refuge.,"['now || timeRange', 'nearby || spatial_relation', 'Petit Manan National Wildlife Refuge || geographic_poi']",GetWeather
need a table  now  somewhere  nearby   Petit Manan National Wildlife Refuge,I am in need of a table nearby the Petit Manan National Wildlife Refuge as soon as possible.,"['now || timeRange', 'nearby || spatial_relation', 'Petit Manan National Wildlife Refuge || geographic_poi']",GetWeather
need a table  now  somewhere  nearby   Petit Manan National Wildlife Refuge,I urgently need a table somewhere close to the Petit Manan National Wildlife Refuge.,"['now || timeRange', 'nearby || spatial_relation', 'Petit Manan National Wildlife Refuge || geographic_poi']",GetWeather
need a table  now  somewhere  nearby   Petit Manan National Wildlife Refuge,Can you find me a table now nearby the Petit Manan National Wildlife Refuge?,"['now || timeRange', 'nearby || spatial_relation', 'Petit Manan National Wildlife Refuge || geographic_poi']",GetWeather
need a table  now  somewhere  nearby   Petit Manan National Wildlife Refuge,"Right now, I require a table in close proximity to the Petit Manan National Wildlife Refuge.","['now || timeRange', 'nearby || spatial_relation', 'Petit Manan National Wildlife Refuge || geographic_poi']",GetWeather
need a table  now  somewhere  nearby   Petit Manan National Wildlife Refuge,Is there any chance I can get a table immediately around the area of Petit Manan National Wildlife Refuge?,"['now || timeRange', 'nearby || spatial_relation', 'Petit Manan National Wildlife Refuge || geographic_poi']",GetWeather
need a table  now  somewhere  nearby   Petit Manan National Wildlife Refuge,"I am looking for an available and convenient spot for sitting which could be found relatively easily near byLa Boutique, France.","['now || timeRange', 'nearby || spatial_relation', 'Petit Manan National Wildlife Refuge || geographic_poi']",GetWeather
need a table  now  somewhere  nearby   Petit Manan National Wildlife Refuge,"Promptly ensure that there will be some form of furniture around or accessible next to where I'm currently situated in relation to La Boutique, France","['now || timeRange', 'nearby || spatial_relation', 'Petit Manan National Wildlife Refuge || geographic_poi']",GetWeather
need a table  now  somewhere  nearby   Petit Manan National Wildlife Refuge,"On account of my current predicament situated relative from LaMaisonRustique ,France. It would be extremely helpful if your establishment meets my requirements and offers me an opportunity swiftly secure myself with some furniture","['now || timeRange', 'nearby || spatial_relation', 'Petit Manan National Wildlife Refuge || geographic_poi']",GetWeather
What's the weather in  New Zealand ?,What is the weather like in New Zealand?,['New Zealand || country'],GetWeather
What's the weather in  New Zealand ?,Can you tell me about the weather conditions in New Zealand?,['New Zealand || country'],GetWeather
What's the weather in  New Zealand ?,How's the weather looking in New Zealand?,['New Zealand || country'],GetWeather
What's the weather in  New Zealand ?,I'm curious about the current weather in New Zealand.,['New Zealand || country'],GetWeather
What's the weather in  New Zealand ?,Could you provide information on the climate of New Zealand?,['New Zealand || country'],GetWeather
What's the weather in  New Zealand ?,What are the atmospheric conditions like in New Zealand ?,['New Zealand || country'],GetWeather
What's the weather in  New Zealand ?,Tell me what kind of weather is expected to occur in  Newzealand .,['New Zealand || country'],GetWeather
What's the weather in  New Zealand ?,I'd like to know what sort of climate exists within  The North island .,['New Zealand || country'],GetWeather
What's the weather in  New Zealand ?,Can anyone inform me about how winds are there these days? I want info on Windy City right now!,['New Zealand || country'],GetWeather
What's the weather in  New Zealand ?,What do I expect when it comes to precipitation up here?,['New Zealand || country'],GetWeather
What is the weather forecast  nearby   here,What is the weather forecast around this area?,"['nearby || spatial_relation', 'here || current_location']",GetWeather
What is the weather forecast  nearby   here,Can you tell me the nearby weather forecast?,"['nearby || spatial_relation', 'here || current_location']",GetWeather
What is the weather forecast  nearby   here,Could you provide the weather prediction for this vicinity?,"['nearby || spatial_relation', 'here || current_location']",GetWeather
What is the weather forecast  nearby   here,"I'm interested in knowing the atmospheric conditions close to here, what's the forecast?","['nearby || spatial_relation', 'here || current_location']",GetWeather
What is the weather forecast  nearby   here,Tell me about the nearby weather prognosis.,"['nearby || spatial_relation', 'here || current_location']",GetWeather
What is the weather forecast  nearby   here,What does it look like outside in this proximity?,"['nearby || spatial_relation', 'here || current_location']",GetWeather
What is the weather forecast  nearby   here,Any idea what's predicted for our surroundings regarding weather?,"['nearby || spatial_relation', 'here || current_location']",GetWeather
What is the weather forecast  nearby   here,Please inform me of the current climate situation around here.,"['nearby || spatial_relation', 'here || current_location']",GetWeather
What is the weather forecast  nearby   here,Is there a local weather report available for this area?,"['nearby || spatial_relation', 'here || current_location']",GetWeather
What is the weather forecast  nearby   here,Do you have information on how it will be like near here?,"['nearby || spatial_relation', 'here || current_location']",GetWeather
Will it be  hot   in 1 minute  in  Massachusetts,Will Massachusetts be hot in 1 minute?,"['hot || condition_temperature', 'in 1 minute || timeRange', 'Massachusetts || state']",GetWeather
Will it be  hot   in 1 minute  in  Massachusetts,Is it going to be hot in 1 minute in Massachusetts?,"['hot || condition_temperature', 'in 1 minute || timeRange', 'Massachusetts || state']",GetWeather
Will it be  hot   in 1 minute  in  Massachusetts,"In a minute, will it be hot in Massachusetts?","['hot || condition_temperature', 'in 1 minute || timeRange', 'Massachusetts || state']",GetWeather
Will it be  hot   in 1 minute  in  Massachusetts,Can I expect heat within the next minute in Massachusetts?,"['hot || condition_temperature', 'in 1 minute || timeRange', 'Massachusetts || state']",GetWeather
Will it be  hot   in 1 minute  in  Massachusetts,Is there going to be high temperature after 60 seconds pass in Massachusetts?,"['hot || condition_temperature', 'in 1 minute || timeRange', 'Massachusetts || state']",GetWeather
Will it be  hot   in 1 minute  in  Massachusetts,Do you think it'll get warm within a span of one minute in Massachusetts?,"['hot || condition_temperature', 'in 1 minute || timeRange', 'Massachusetts || state']",GetWeather
Will it be  hot   in 1 minute  in  Massachusetts,Will the temperature rise rapidly within a minute's time frame in Massachusetts?,"['hot || condition_temperature', 'in 1 minute || timeRange', 'Massachusetts || state']",GetWeather
Will it be  hot   in 1 minute  in  Massachusetts,Is there an expectation of heat buildup within the next sixty seconds for Massachusetts?,"['hot || condition_temperature', 'in 1 minute || timeRange', 'Massachusetts || state']",GetWeather
Will it be  hot   in 1 minute  in  Massachusetts,Shall we anticipate scorching weather conditions after just one more moment passes by for the state of Massachussetts?,"['hot || condition_temperature', 'in 1 minute || timeRange', 'Massachusetts || state']",GetWeather
Will it be  hot   in 1 minute  in  Massachusetts,Does one moment from now mark a period of high temperatures coming up for us?,"['hot || condition_temperature', 'in 1 minute || timeRange', 'Massachusetts || state']",GetWeather
humidity  in  Netawaka   WI,The town of Netwakana sometimes experiences humid conditions,"['humidity || condition_description', 'Netawaka || city', 'WI || state']",GetWeather
humidity  in  Netawaka   WI,"the humidity levels in Netawaka, WI","['humidity || condition_description', 'Netawaka || city', 'WI || state']",GetWeather
humidity  in  Netawaka   WI,"humidity conditions in Netawaka, Wisconsin","['humidity || condition_description', 'Netawaka || city', 'WI || state']",GetWeather
humidity  in  Netawaka   WI,"'Humidity' is the dominant weather characteristic in Netawaka, WI","['humidity || condition_description', 'Netawaka || city', 'WI || state']",GetWeather
humidity  in  Netawaka   WI,"humid climate of Netawaka, WI","['humidity || condition_description', 'Netawaka || city', 'WI || state']",GetWeather
humidity  in  Netawaka   WI,Netawaka experiences a lot of humidity.,"['humidity || condition_description', 'Netawaka || city', 'WI || state']",GetWeather
humidity  in  Netawaka   WI,"Netawaka, WI has high levels of humidity.","['humidity || condition_description', 'Netawaka || city', 'WI || state']",GetWeather
humidity  in  Netawaka   WI,"The level of humidity in Netawaka, WI is significant.","['humidity || condition_description', 'Netawaka || city', 'WI || state']",GetWeather
humidity  in  Netawaka   WI,"The humidity in Netawaka, WI is quite high.","['humidity || condition_description', 'Netawaka || city', 'WI || state']",GetWeather
humidity  in  Netawaka   WI,"Humidity is abundant in Netawaka, WI.","['humidity || condition_description', 'Netawaka || city', 'WI || state']",GetWeather
What kind of  temperate  will be in  Slade ?,What type of climate can be expected in Slade?,"['temperate || condition_temperature', 'Slade || city']",GetWeather
What kind of  temperate  will be in  Slade ?,What sort of weather will occur in Slade?,"['temperate || condition_temperature', 'Slade || city']",GetWeather
What kind of  temperate  will be in  Slade ?,What type of temperate zone prevails in Slade?,"['temperate || condition_temperature', 'Slade || city']",GetWeather
What kind of  temperate  will be in  Slade ?,"In Slade, what kind of climate is experienced?","['temperate || condition_temperature', 'Slade || city']",GetWeather
What kind of  temperate  will be in  Slade ?,What kind of temperature does one find in Slade?,"['temperate || condition_temperature', 'Slade || city']",GetWeather
What kind of  temperate  will be in  Slade ?,Will there be a temperate climate in Slade?,"['temperate || condition_temperature', 'Slade || city']",GetWeather
What kind of  temperate  will be in  Slade ?,Which variety of weather should be anticipated in Slade?,"['temperate || condition_temperature', 'Slade || city']",GetWeather
What kind of  temperate  will be in  Slade ?,Sladewould experience which type  temperature,"['temperate || condition_temperature', 'Slade || city']",GetWeather
What kind of  temperate  will be in  Slade ?,What is the nature  temperature likeinSladewill ?,"['temperate || condition_temperature', 'Slade || city']",GetWeather
What kind of  temperate  will be in  Slade ?,"In the location called Sladedoes, what characterizes its temperament?","['temperate || condition_temperature', 'Slade || city']",GetWeather
I need the weather  close-by  in  MS,I require the nearby weather in MS.,"['close-by || spatial_relation', 'MS || state']",GetWeather
I need the weather  close-by  in  MS,I want to know the weather in close proximity to MS.,"['close-by || spatial_relation', 'MS || state']",GetWeather
I need the weather  close-by  in  MS,The weather information I need is for MS and its surrounding areas.,"['close-by || spatial_relation', 'MS || state']",GetWeather
I need the weather  close-by  in  MS,Can you provide me with the local forecast for MS?,"['close-by || spatial_relation', 'MS || state']",GetWeather
I need the weather  close-by  in  MS,I'm interested in knowing the weather conditions near MS.,"['close-by || spatial_relation', 'MS || state']",GetWeather
I need the weather  close-by  in  MS,Could you give me an update on the nearby climate in MS?,"['close-by || spatial_relation', 'MS || state']",GetWeather
I need the weather  close-by  in  MS,Please share the current weather details of close-by locations in MS.,"['close-by || spatial_relation', 'MS || state']",GetWeather
I need the weather  close-by  in  MS,The meteorological conditions I am looking for are those near or around Mississippi.,"['close-by || spatial_relation', 'MS || state']",GetWeather
I need the weather  close-by  in  MS,I am seeking information on the climate that is within a short distance of Mississippi.,"['close-by || spatial_relation', 'MS || state']",GetWeather
I need the weather  close-by  in  MS,I would like to find out about Liverpool's climatic conditions.,"['close-by || spatial_relation', 'MS || state']",GetWeather
"Tell me if it will be  humid  in  West Lafayette ,  OK","Please let me know if the weather in West Lafayette, OK will be humid.","['humid || condition_description', 'West Lafayette || city', 'OK || state']",GetWeather
"Tell me if it will be  humid  in  West Lafayette ,  OK","Can you inform me about the humidity level in West Lafayette, OK?","['humid || condition_description', 'West Lafayette || city', 'OK || state']",GetWeather
"Tell me if it will be  humid  in  West Lafayette ,  OK","Do you have any information on whether it will be humid in West Lafayette, OK?","['humid || condition_description', 'West Lafayette || city', 'OK || state']",GetWeather
"Tell me if it will be  humid  in  West Lafayette ,  OK","I'm interested to find out if there will be high humidity in West Lafayette, OK.","['humid || condition_description', 'West Lafayette || city', 'OK || state']",GetWeather
"Tell me if it will be  humid  in  West Lafayette ,  OK","Could you tell me if the weather conditions in West Lafayette, OK will be humid?","['humid || condition_description', 'West Lafayette || city', 'OK || state']",GetWeather
"Tell me if it will be  humid  in  West Lafayette ,  OK","Inquire about the possibility of it being humid in West Lafayette, OK.","['humid || condition_description', 'West Lafayette || city', 'OK || state']",GetWeather
"Tell me if it will be  humid  in  West Lafayette ,  OK","Inform me regarding the humidity forecast for West Lafayette, OK.","['humid || condition_description', 'West Lafayette || city', 'OK || state']",GetWeather
"Tell me if it will be  humid  in  West Lafayette ,  OK",Is there a chance of high humidity expected in West Laffayette. O.K.?,"['humid || condition_description', 'West Lafayette || city', 'OK || state']",GetWeather
"Tell me if it will be  humid  in  West Lafayette ,  OK",Will it feel sticky and damp in Weset Lafayyete?,"['humid || condition_description', 'West Lafayette || city', 'OK || state']",GetWeather
