utterance,paraphrase,list_of_slots,intent
Will it be  colder  in  Texas ?,Is it going to be colder in Texas?,"['colder || condition_temperature', 'Texas || state']",GetWeather
Will it be  colder  in  Texas ?,Is it going to get colder in Texas?,"['colder || condition_temperature', 'Texas || state']",GetWeather
Will it be  colder  in  Texas ?,Does it get colder in Texas?,"['colder || condition_temperature', 'Texas || state']",GetWeather
Will it be  colder  in  Texas ?,Is it colder in Texas?,"['colder || condition_temperature', 'Texas || state']",GetWeather
Will it be  colder  in  Texas ?,Will Texas Be Colder?,"['colder || condition_temperature', 'Texas || state']",GetWeather
Tell me the weather forecast for  close by  my  current location,Tell me the weather forecast for the proximity of my current location,"['close by || spatial_relation', 'current location || current_location']",GetWeather
Tell me the weather forecast for  close by  my  current location,Tell me the weather forecast for the proximity of my current location.,"['close by || spatial_relation', 'current location || current_location']",GetWeather
Tell me the weather forecast for  close by  my  current location,Tell me the weather forecast for the vicinity of my current location,"['close by || spatial_relation', 'current location || current_location']",GetWeather
Tell me the weather forecast for  close by  my  current location,Tell me the weather forecast for the vicinity of my current location.,"['close by || spatial_relation', 'current location || current_location']",GetWeather
Tell me the weather forecast for  close by  my  current location,Tell me the weather forecast for the proximity to my current location,"['close by || spatial_relation', 'current location || current_location']",GetWeather
Tell me the weather forecast for  close by  my  current location,Tell me the weather forecast for the nearness of my current location,"['close by || spatial_relation', 'current location || current_location']",GetWeather
Tell me the weather forecast for  close by  my  current location,Tell me the weather forecast for the proximity of my current position,"['close by || spatial_relation', 'current location || current_location']",GetWeather
Tell me the weather forecast for  close by  my  current location,Please tell me the weather forecast for the proximity of my current location,"['close by || spatial_relation', 'current location || current_location']",GetWeather
Tell me the weather forecast for  close by  my  current location,Tell me the weather forecast for proximity to my current location,"['close by || spatial_relation', 'current location || current_location']",GetWeather
Tell me the weather forecast for  close by  my  current location,Tell me your weather forecast for the proximity of my current location,"['close by || spatial_relation', 'current location || current_location']",GetWeather
"Will it be  sunny  on  March 1, 2026  in  Forty Fort ?","Will it be sunny in Forty Fort on March 1, 2026?","['sunny || condition_description', 'March 1, 2026 || timeRange', 'Forty Fort || city']",GetWeather
"Will it be  sunny  on  March 1, 2026  in  Forty Fort ?","Will it be sunny at Forty Fort on March 1, 2026?","['sunny || condition_description', 'March 1, 2026 || timeRange', 'Forty Fort || city']",GetWeather
"Will it be  sunny  on  March 1, 2026  in  Forty Fort ?","Will Forty Fort be sunny on March 1, 2026?","['sunny || condition_description', 'March 1, 2026 || timeRange', 'Forty Fort || city']",GetWeather
"Will it be  sunny  on  March 1, 2026  in  Forty Fort ?","Will it be sunny in Forty Fort by March 1, 2026?","['sunny || condition_description', 'March 1, 2026 || timeRange', 'Forty Fort || city']",GetWeather
"Will it be  sunny  on  March 1, 2026  in  Forty Fort ?","Will it be sunny in Forty Fort on March 1st, 2026?","['sunny || condition_description', 'March 1, 2026 || timeRange', 'Forty Fort || city']",GetWeather
"Will it be  sunny  on  March 1, 2026  in  Forty Fort ?",Will it be sunny in Forty Fort on 1 March 2026?,"['sunny || condition_description', 'March 1, 2026 || timeRange', 'Forty Fort || city']",GetWeather
"Will it be  sunny  on  March 1, 2026  in  Forty Fort ?","Will it be sunny at Forty Fort by March 1, 2026?","['sunny || condition_description', 'March 1, 2026 || timeRange', 'Forty Fort || city']",GetWeather
"Will it be  sunny  on  March 1, 2026  in  Forty Fort ?","Is it going to be sunny in Forty Fort on March 1, 2026?","['sunny || condition_description', 'March 1, 2026 || timeRange', 'Forty Fort || city']",GetWeather
"Will it be  sunny  on  March 1, 2026  in  Forty Fort ?","Will it be sunny on March 1, 2026 in Forty Fort?","['sunny || condition_description', 'March 1, 2026 || timeRange', 'Forty Fort || city']",GetWeather
"Will it be  sunny  on  March 1, 2026  in  Forty Fort ?","Will it be sunny at Forty Fort on March 1st, 2026?","['sunny || condition_description', 'March 1, 2026 || timeRange', 'Forty Fort || city']",GetWeather
I want to book a restaurant  in 40 weeks  in  Iowa .,I want to book a restaurant in Iowa in 40 weeks.,"['in 40 weeks || timeRange', 'Iowa || state']",GetWeather
I want to book a restaurant  in 40 weeks  in  Iowa .,"I want to book a restaurant in Iowa in 40 weeks ""time.","['in 40 weeks || timeRange', 'Iowa || state']",GetWeather
I want to book a restaurant  in 40 weeks  in  Iowa .,I want to book a restaurant in Iowa in 40 weeks' time.,"['in 40 weeks || timeRange', 'Iowa || state']",GetWeather
I want to book a restaurant  in 40 weeks  in  Iowa .,I want to book a restaurant in Iowa in 40 weeks time.,"['in 40 weeks || timeRange', 'Iowa || state']",GetWeather
I want to book a restaurant  in 40 weeks  in  Iowa .,I would like to book a restaurant in Iowa in 40 weeks.,"['in 40 weeks || timeRange', 'Iowa || state']",GetWeather
I want to book a restaurant  in 40 weeks  in  Iowa .,I'd like to book a restaurant in Iowa in 40 weeks.,"['in 40 weeks || timeRange', 'Iowa || state']",GetWeather
I want to book a restaurant  in 40 weeks  in  Iowa .,I plan to book a restaurant in Iowa in 40 weeks.,"['in 40 weeks || timeRange', 'Iowa || state']",GetWeather
I want to book a restaurant  in 40 weeks  in  Iowa .,I would like to book a restaurant in Iowa in 40 weeks' time.,"['in 40 weeks || timeRange', 'Iowa || state']",GetWeather
I want to book a restaurant  in 40 weeks  in  Iowa .,"I would like to book a restaurant in Iowa in 40 weeks ""time.","['in 40 weeks || timeRange', 'Iowa || state']",GetWeather
I want to book a restaurant  in 40 weeks  in  Iowa .,I would like to book a restaurant in Iowa in 40 weeks time.,"['in 40 weeks || timeRange', 'Iowa || state']",GetWeather
what is the forecast for  NV  for  First Day Of Sukkot,What is the forecast for NV for the first day of Sukkot?,"['NV || state', 'First Day Of Sukkot || timeRange']",GetWeather
what is the forecast for  NV  for  First Day Of Sukkot,What is the forecast for NV on the first day of Sukkot?,"['NV || state', 'First Day Of Sukkot || timeRange']",GetWeather
what is the forecast for  NV  for  First Day Of Sukkot,What's the forecast for NV for the first day of Sukkot?,"['NV || state', 'First Day Of Sukkot || timeRange']",GetWeather
what is the forecast for  NV  for  First Day Of Sukkot,What is the forecast of NV for the first day of Sukkot?,"['NV || state', 'First Day Of Sukkot || timeRange']",GetWeather
what is the forecast for  NV  for  First Day Of Sukkot,What is the forecast for NV for day one of Sukkot?,"['NV || state', 'First Day Of Sukkot || timeRange']",GetWeather
what is the forecast for  NV  for  First Day Of Sukkot,How is the forecast for NV for the first day of Sukkot?,"['NV || state', 'First Day Of Sukkot || timeRange']",GetWeather
what is the forecast for  NV  for  First Day Of Sukkot,What is the NV forecast for the first day of Sukkot?,"['NV || state', 'First Day Of Sukkot || timeRange']",GetWeather
what is the forecast for  NV  for  First Day Of Sukkot,What is the prognosis for NV for the first day of Sukkot?,"['NV || state', 'First Day Of Sukkot || timeRange']",GetWeather
what is the forecast for  NV  for  First Day Of Sukkot,What is the forecast for NV on day one of Sukkot?,"['NV || state', 'First Day Of Sukkot || timeRange']",GetWeather
what is the forecast for  NV  for  First Day Of Sukkot,What's the forecast for NV on the first day of Sukkot?,"['NV || state', 'First Day Of Sukkot || timeRange']",GetWeather
What is the weather forecast for  Agate Fossil Beds National Monument,What is the weather forecast for the Agate Fossil Beds National Monument?,['Agate Fossil Beds National Monument || geographic_poi'],GetWeather
What is the weather forecast for  Agate Fossil Beds National Monument,What does the weather forecast for the Agate Fossil Beds National Monument look like?,['Agate Fossil Beds National Monument || geographic_poi'],GetWeather
What is the weather forecast for  Agate Fossil Beds National Monument,What is the weather forecast for the Agate-Fossil-Beds-National Monument?,['Agate Fossil Beds National Monument || geographic_poi'],GetWeather
What is the weather forecast for  Agate Fossil Beds National Monument,How does the weather forecast for the Agate Fossil Beds National Monument look like?,['Agate Fossil Beds National Monument || geographic_poi'],GetWeather
What is the weather forecast for  Agate Fossil Beds National Monument,What does the weather forecast for the Agate-Fossil-Beds-National Monument look like?,['Agate Fossil Beds National Monument || geographic_poi'],GetWeather
What is the weather forecast for  Agate Fossil Beds National Monument,What is the weather forecast for the Agate-Fossil-Beds National Monument?,['Agate Fossil Beds National Monument || geographic_poi'],GetWeather
What is the weather forecast for  Agate Fossil Beds National Monument,How does the weather forecast for the Agate-Fossil-Beds-National Monument look like?,['Agate Fossil Beds National Monument || geographic_poi'],GetWeather
What is the weather forecast for  Agate Fossil Beds National Monument,What does the weather forecast look like for the Agate Fossil Beds National Monument?,['Agate Fossil Beds National Monument || geographic_poi'],GetWeather
What is the weather forecast for  Agate Fossil Beds National Monument,What does the weather forecast for the Agate-Fossil-Beds National Monument look like?,['Agate Fossil Beds National Monument || geographic_poi'],GetWeather
What is the weather forecast for  Agate Fossil Beds National Monument,What does the weather forecast look like for the Agate-Fossil-Beds-National Monument?,['Agate Fossil Beds National Monument || geographic_poi'],GetWeather
Tell me if it is  cold  in  Federated States Of Micronesia,Tell me if it's cold in the Federated States of Micronesia,"['cold || condition_temperature', 'Federated States Of Micronesia || state']",GetWeather
Tell me if it is  cold  in  Federated States Of Micronesia,Tell Me If It's Cold in the Federated States of Micronesia,"['cold || condition_temperature', 'Federated States Of Micronesia || state']",GetWeather
Tell me if it is  cold  in  Federated States Of Micronesia,Tell me if it's cold in the Federated States of Micronesia.,"['cold || condition_temperature', 'Federated States Of Micronesia || state']",GetWeather
Tell me if it is  cold  in  Federated States Of Micronesia,Tell Me if It's Cold in the Federated States of Micronesia,"['cold || condition_temperature', 'Federated States Of Micronesia || state']",GetWeather
Tell me if it is  cold  in  Federated States Of Micronesia,Tell me if it's Cold in the Federated States of Micronesia,"['cold || condition_temperature', 'Federated States Of Micronesia || state']",GetWeather
Tell me if it is  cold  in  Federated States Of Micronesia,Tell me if it is cold in the Federated States of Micronesia,"['cold || condition_temperature', 'Federated States Of Micronesia || state']",GetWeather
Tell me if it is  cold  in  Federated States Of Micronesia,Tell me if it is cold in the Federated States of Micronesia.,"['cold || condition_temperature', 'Federated States Of Micronesia || state']",GetWeather
Tell me if it is  cold  in  Federated States Of Micronesia,Tell me whether it's cold in the Federated States of Micronesia,"['cold || condition_temperature', 'Federated States Of Micronesia || state']",GetWeather
Tell me if it is  cold  in  Federated States Of Micronesia,Tell me whether it is cold in the Federated States of Micronesia,"['cold || condition_temperature', 'Federated States Of Micronesia || state']",GetWeather
Tell me if it is  cold  in  Federated States Of Micronesia,Tell me if it's cold in Federated States of Micronesia,"['cold || condition_temperature', 'Federated States Of Micronesia || state']",GetWeather
I need the weather for  7/13/2036  in  Gwynedd Valley,I need the weather for 13 / 7 / 2036 in Gwynedd Valley,"['7/13/2036 || timeRange', 'Gwynedd Valley || city']",GetWeather
I need the weather for  7/13/2036  in  Gwynedd Valley,I need the weather for 13 / 7 / 2036 in Gwynedd Valley.,"['7/13/2036 || timeRange', 'Gwynedd Valley || city']",GetWeather
I need the weather for  7/13/2036  in  Gwynedd Valley,I need the weather for 7 / 13 / 2036 in Gwynedd Valley,"['7/13/2036 || timeRange', 'Gwynedd Valley || city']",GetWeather
I need the weather for  7/13/2036  in  Gwynedd Valley,I Need the Weather for 7 / 13 / 2036 in Gwynedd Valley,"['7/13/2036 || timeRange', 'Gwynedd Valley || city']",GetWeather
I need the weather for  7/13/2036  in  Gwynedd Valley,I need the weather for the 13 / 7 / 2036 in Gwynedd Valley,"['7/13/2036 || timeRange', 'Gwynedd Valley || city']",GetWeather
I need the weather for  7/13/2036  in  Gwynedd Valley,I Need the Weather for the 13 / 7 / 2036 in Gwynedd Valley,"['7/13/2036 || timeRange', 'Gwynedd Valley || city']",GetWeather
I need the weather for  7/13/2036  in  Gwynedd Valley,I need the weather for 07 / 13 / 2036 in Gwynedd Valley,"['7/13/2036 || timeRange', 'Gwynedd Valley || city']",GetWeather
I need the weather for  7/13/2036  in  Gwynedd Valley,I need the weather for July 13 / 2036 in Gwynedd Valley,"['7/13/2036 || timeRange', 'Gwynedd Valley || city']",GetWeather
I need the weather for  7/13/2036  in  Gwynedd Valley,I need the weather for 13 / 7 / 2036 in the Gwynedd Valley,"['7/13/2036 || timeRange', 'Gwynedd Valley || city']",GetWeather
I need the weather for  7/13/2036  in  Gwynedd Valley,I need the weather for 13 / 7 / 2036 at Gwynedd Valley,"['7/13/2036 || timeRange', 'Gwynedd Valley || city']",GetWeather
Is it  cold   here ?,Is it cold here?,"['cold || condition_temperature', 'here || current_location']",GetWeather
Is it  cold   here ?,Is it cold in here?,"['cold || condition_temperature', 'here || current_location']",GetWeather
Is it  cold   here ?,Is it cold?,"['cold || condition_temperature', 'here || current_location']",GetWeather
Is it  cold   here ?,Is it cold in this part of the world?,"['cold || condition_temperature', 'here || current_location']",GetWeather
Is it  cold   here ?,Is it chilly here?,"['cold || condition_temperature', 'here || current_location']",GetWeather
Is it  cold   here ?,Is it cold in this place?,"['cold || condition_temperature', 'here || current_location']",GetWeather
Is it  cold   here ?,Is it cold over here?,"['cold || condition_temperature', 'here || current_location']",GetWeather
Is it  cold   here ?,It's cold here?,"['cold || condition_temperature', 'here || current_location']",GetWeather
Is it  cold   here ?,Is it cold in this country?,"['cold || condition_temperature', 'here || current_location']",GetWeather
Is it  cold   here ?,Is it cold out here?,"['cold || condition_temperature', 'here || current_location']",GetWeather
Will there be  rain   next year  in  New Hampshire ?,Will it rain in New Hampshire next year?,"['rain || condition_description', 'next year || timeRange', 'New Hampshire || state']",GetWeather
Will there be  rain   next year  in  New Hampshire ?,Will it be raining in New Hampshire next year?,"['rain || condition_description', 'next year || timeRange', 'New Hampshire || state']",GetWeather
Will there be  rain   next year  in  New Hampshire ?,Is it going to rain in New Hampshire next year?,"['rain || condition_description', 'next year || timeRange', 'New Hampshire || state']",GetWeather
Will there be  rain   next year  in  New Hampshire ?,Will there be rain in New Hampshire next year?,"['rain || condition_description', 'next year || timeRange', 'New Hampshire || state']",GetWeather
Will there be  rain   next year  in  New Hampshire ?,Will it rain next year in New Hampshire?,"['rain || condition_description', 'next year || timeRange', 'New Hampshire || state']",GetWeather
Will there be  rain   next year  in  New Hampshire ?,Will New Hampshire rain next year?,"['rain || condition_description', 'next year || timeRange', 'New Hampshire || state']",GetWeather
Will there be  rain   next year  in  New Hampshire ?,Will New Hampshire Rain Next Year?,"['rain || condition_description', 'next year || timeRange', 'New Hampshire || state']",GetWeather
Will there be  rain   next year  in  New Hampshire ?,Is there going to be rain in New Hampshire next year?,"['rain || condition_description', 'next year || timeRange', 'New Hampshire || state']",GetWeather
Will there be  rain   next year  in  New Hampshire ?,Will rain fall in New Hampshire next year?,"['rain || condition_description', 'next year || timeRange', 'New Hampshire || state']",GetWeather
Will there be  rain   next year  in  New Hampshire ?,Will it be raining next year in New Hampshire?,"['rain || condition_description', 'next year || timeRange', 'New Hampshire || state']",GetWeather
What is the weather at  5 am  on the  Farallon Islands ?,What is the weather like at 5 in the morning on the Farallon Islands?,"['5 am || timeRange', 'Farallon Islands || geographic_poi']",GetWeather
What is the weather at  5 am  on the  Farallon Islands ?,What is the weather like at 5am in the Farallon Islands?,"['5 am || timeRange', 'Farallon Islands || geographic_poi']",GetWeather
What is the weather at  5 am  on the  Farallon Islands ?,What is the weather like at 5 a.m. in the Farallon Islands?,"['5 am || timeRange', 'Farallon Islands || geographic_poi']",GetWeather
What is the weather at  5 am  on the  Farallon Islands ?,What is the weather like at 5 in the morning in the Farallon Islands?,"['5 am || timeRange', 'Farallon Islands || geographic_poi']",GetWeather
What is the weather at  5 am  on the  Farallon Islands ?,What is the weather like at 5 o'clock in the morning on the Farallon Islands?,"['5 am || timeRange', 'Farallon Islands || geographic_poi']",GetWeather
What is the weather at  5 am  on the  Farallon Islands ?,What is the weather like at 5am on the Farallon Islands?,"['5 am || timeRange', 'Farallon Islands || geographic_poi']",GetWeather
What is the weather at  5 am  on the  Farallon Islands ?,What is the weather like at 5 a.m. on the Farallon Islands?,"['5 am || timeRange', 'Farallon Islands || geographic_poi']",GetWeather
What is the weather at  5 am  on the  Farallon Islands ?,What is the weather like at 5 am in the Farallon Islands?,"['5 am || timeRange', 'Farallon Islands || geographic_poi']",GetWeather
What is the weather at  5 am  on the  Farallon Islands ?,What is the weather like at 5 o'clock in the morning in the Farallon Islands?,"['5 am || timeRange', 'Farallon Islands || geographic_poi']",GetWeather
What is the weather at  5 am  on the  Farallon Islands ?,What is the weather like in the Farallon Islands at 5 in the morning?,"['5 am || timeRange', 'Farallon Islands || geographic_poi']",GetWeather
Will it be  windy  at  4 Pm  in  NY ?,Will it be windy in New York at 4 p.m.?,"['windy || condition_description', '4 Pm || timeRange', 'NY || state']",GetWeather
Will it be  windy  at  4 Pm  in  NY ?,Will it be windy in New York at 4pm?,"['windy || condition_description', '4 Pm || timeRange', 'NY || state']",GetWeather
Will it be  windy  at  4 Pm  in  NY ?,Will it be windy in New York City at 4 p.m.?,"['windy || condition_description', '4 Pm || timeRange', 'NY || state']",GetWeather
Will it be  windy  at  4 Pm  in  NY ?,Is it going to be windy in New York at 4 p.m.?,"['windy || condition_description', '4 Pm || timeRange', 'NY || state']",GetWeather
Will it be  windy  at  4 Pm  in  NY ?,Will it be windy at 4 p.m. in New York?,"['windy || condition_description', '4 Pm || timeRange', 'NY || state']",GetWeather
Will it be  windy  at  4 Pm  in  NY ?,Is it going to be windy in New York at 4pm?,"['windy || condition_description', '4 Pm || timeRange', 'NY || state']",GetWeather
Will it be  windy  at  4 Pm  in  NY ?,Will it be windy in New York by 4pm?,"['windy || condition_description', '4 Pm || timeRange', 'NY || state']",GetWeather
Will it be  windy  at  4 Pm  in  NY ?,Will it be windy in New York City at 4pm?,"['windy || condition_description', '4 Pm || timeRange', 'NY || state']",GetWeather
Will it be  windy  at  4 Pm  in  NY ?,Will it be windy at 4pm in New York?,"['windy || condition_description', '4 Pm || timeRange', 'NY || state']",GetWeather
Will it be  windy  at  4 Pm  in  NY ?,Will it be windy in New York by 4 p.m.?,"['windy || condition_description', '4 Pm || timeRange', 'NY || state']",GetWeather
"Tell me the weather forecast for  Roseburg ,  Iowa","Tell me the weather forecast for Roseburg, Iowa","['Roseburg || city', 'Iowa || state']",GetWeather
"Tell me the weather forecast for  Roseburg ,  Iowa","Tell me the weather forecast for Roseburg, Iowa.","['Roseburg || city', 'Iowa || state']",GetWeather
"Tell me the weather forecast for  Roseburg ,  Iowa","Tell Me the Weather Forecast for Roseburg, Iowa","['Roseburg || city', 'Iowa || state']",GetWeather
"Tell me the weather forecast for  Roseburg ,  Iowa","Tell me the Weather Forecast for Roseburg, Iowa","['Roseburg || city', 'Iowa || state']",GetWeather
"Tell me the weather forecast for  Roseburg ,  Iowa","Tell me the weather forecast in Roseburg, Iowa","['Roseburg || city', 'Iowa || state']",GetWeather
"Tell me the weather forecast for  Roseburg ,  Iowa","Tell me about the weather forecast for Roseburg, Iowa","['Roseburg || city', 'Iowa || state']",GetWeather
"Tell me the weather forecast for  Roseburg ,  Iowa","Tell me your weather forecast for Roseburg, Iowa","['Roseburg || city', 'Iowa || state']",GetWeather
"Tell me the weather forecast for  Roseburg ,  Iowa","Tell me weather forecast for Roseburg, Iowa","['Roseburg || city', 'Iowa || state']",GetWeather
"Tell me the weather forecast for  Roseburg ,  Iowa","Tell me what the weather forecast is for Roseburg, Iowa","['Roseburg || city', 'Iowa || state']",GetWeather
"Tell me the weather forecast for  Roseburg ,  Iowa","Give me the weather forecast for Roseburg, Iowa","['Roseburg || city', 'Iowa || state']",GetWeather
Weather in  Malaysia,The weather in Malaysia,['Malaysia || country'],GetWeather
Weather in  Malaysia,The weather in Malaysia city,['Malaysia || country'],GetWeather
Weather in  Malaysia,weather in Malaysia city,['Malaysia || country'],GetWeather
Weather in  Malaysia,The weather in Kuala Lumpur,['Malaysia || country'],GetWeather
Weather in  Malaysia,The weather in Singapore,['Malaysia || country'],GetWeather
Weather in  Malaysia,The weather in Maldives,['Malaysia || country'],GetWeather
Weather in  Malaysia,The weather in Thailand,['Malaysia || country'],GetWeather
Weather in  Malaysia,The weather in South Korea,['Malaysia || country'],GetWeather
Weather in  Malaysia,The weather in Malawi,['Malaysia || country'],GetWeather
Weather in  Malaysia,The weather in Hong Kong,['Malaysia || country'],GetWeather
Need weather for  1 pm  in  Russell Gardens  or  close-by,Need weather for 1pm in Russell Gardens or nearby,"['1 pm || timeRange', 'Russell Gardens || city', 'close-by || spatial_relation']",GetWeather
Need weather for  1 pm  in  Russell Gardens  or  close-by,Need weather for 1pm at Russell Gardens or nearby,"['1 pm || timeRange', 'Russell Gardens || city', 'close-by || spatial_relation']",GetWeather
Need weather for  1 pm  in  Russell Gardens  or  close-by,Need weather for 1pm in or near Russell Gardens,"['1 pm || timeRange', 'Russell Gardens || city', 'close-by || spatial_relation']",GetWeather
Need weather for  1 pm  in  Russell Gardens  or  close-by,Need weather for 1pm at Russell Gardens or near,"['1 pm || timeRange', 'Russell Gardens || city', 'close-by || spatial_relation']",GetWeather
Need weather for  1 pm  in  Russell Gardens  or  close-by,Need weather for 1pm in Russell Gardens or near,"['1 pm || timeRange', 'Russell Gardens || city', 'close-by || spatial_relation']",GetWeather
Need weather for  1 pm  in  Russell Gardens  or  close-by,Need weather for 1 p.m. in Russell Gardens or nearby,"['1 pm || timeRange', 'Russell Gardens || city', 'close-by || spatial_relation']",GetWeather
Need weather for  1 pm  in  Russell Gardens  or  close-by,Need weather for 1 p.m. at Russell Gardens or nearby,"['1 pm || timeRange', 'Russell Gardens || city', 'close-by || spatial_relation']",GetWeather
Need weather for  1 pm  in  Russell Gardens  or  close-by,Need weather for 1 p.m. in Russell Gardens or near,"['1 pm || timeRange', 'Russell Gardens || city', 'close-by || spatial_relation']",GetWeather
Need weather for  1 pm  in  Russell Gardens  or  close-by,Need weather for 1 p.m. in or near Russell Gardens,"['1 pm || timeRange', 'Russell Gardens || city', 'close-by || spatial_relation']",GetWeather
Need weather for  1 pm  in  Russell Gardens  or  close-by,Need weather for 1 p.m. at Russell Gardens or near,"['1 pm || timeRange', 'Russell Gardens || city', 'close-by || spatial_relation']",GetWeather
Tell me the weather forecast for  HI,Tell me the weather forecast for HI,['HI || state'],GetWeather
Tell me the weather forecast for  HI,Tell me the weather forecast for HI.,['HI || state'],GetWeather
Tell me the weather forecast for  HI,Tell Me The Weather Forecast For HI,['HI || state'],GetWeather
Tell me the weather forecast for  HI,Tell Me the Weather Forecast for HI,['HI || state'],GetWeather
Tell me the weather forecast for  HI,Tell me the Weather Forecast for HI,['HI || state'],GetWeather
Tell me the weather forecast for  HI,Tell me about the weather forecast for HI,['HI || state'],GetWeather
Tell me the weather forecast for  HI,Tell me your weather forecast for HI,['HI || state'],GetWeather
Tell me the weather forecast for  HI,Tell me what the weather forecast is for HI,['HI || state'],GetWeather
Tell me the weather forecast for  HI,Tell me the forecast for HI,['HI || state'],GetWeather
Tell me the weather forecast for  HI,Tell me the weather forecast for the HI,['HI || state'],GetWeather
is  Saint Robert   hotter  than  Turkmenistan,Saint Robert is hotter than Turkmenistan,"['Saint Robert || city', 'hotter || condition_temperature', 'Turkmenistan || country']",GetWeather
is  Saint Robert   hotter  than  Turkmenistan,Saint Robert Is Hotter Than Turkmenistan,"['Saint Robert || city', 'hotter || condition_temperature', 'Turkmenistan || country']",GetWeather
is  Saint Robert   hotter  than  Turkmenistan,Saint Robert is Hotter Than Turkmenistan,"['Saint Robert || city', 'hotter || condition_temperature', 'Turkmenistan || country']",GetWeather
is  Saint Robert   hotter  than  Turkmenistan,Saint Robert is hotter than Turkmenistan.,"['Saint Robert || city', 'hotter || condition_temperature', 'Turkmenistan || country']",GetWeather
is  Saint Robert   hotter  than  Turkmenistan,St. Robert is hotter than Turkmenistan,"['Saint Robert || city', 'hotter || condition_temperature', 'Turkmenistan || country']",GetWeather
is  Saint Robert   hotter  than  Turkmenistan,St. Robert Is Hotter Than Turkmenistan,"['Saint Robert || city', 'hotter || condition_temperature', 'Turkmenistan || country']",GetWeather
is  Saint Robert   hotter  than  Turkmenistan,Saint Robert's hotter than Turkmenistan,"['Saint Robert || city', 'hotter || condition_temperature', 'Turkmenistan || country']",GetWeather
is  Saint Robert   hotter  than  Turkmenistan,St. Robert's is hotter than Turkmenistan,"['Saint Robert || city', 'hotter || condition_temperature', 'Turkmenistan || country']",GetWeather
is  Saint Robert   hotter  than  Turkmenistan,St Robert's is hotter than Turkmenistan,"['Saint Robert || city', 'hotter || condition_temperature', 'Turkmenistan || country']",GetWeather
is  Saint Robert   hotter  than  Turkmenistan,St Robert is hotter than Turkmenistan,"['Saint Robert || city', 'hotter || condition_temperature', 'Turkmenistan || country']",GetWeather
Tell me when  sunrise  is in  Tennessee,Tell Me When Sunrise Is in Tennessee,"['sunrise || timeRange', 'Tennessee || state']",GetWeather
Tell me when  sunrise  is in  Tennessee,Tell me when sunrise is in Tennessee,"['sunrise || timeRange', 'Tennessee || state']",GetWeather
Tell me when  sunrise  is in  Tennessee,Tell Me When Sunrise Is In Tennessee,"['sunrise || timeRange', 'Tennessee || state']",GetWeather
Tell me when  sunrise  is in  Tennessee,Tell me when Sunrise is in Tennessee,"['sunrise || timeRange', 'Tennessee || state']",GetWeather
Tell me when  sunrise  is in  Tennessee,Tell Me When Sunrise is in Tennessee,"['sunrise || timeRange', 'Tennessee || state']",GetWeather
Tell me when  sunrise  is in  Tennessee,Tell me when it's sunrise in Tennessee,"['sunrise || timeRange', 'Tennessee || state']",GetWeather
Tell me when  sunrise  is in  Tennessee,Tell Me When It's Sunrise in Tennessee,"['sunrise || timeRange', 'Tennessee || state']",GetWeather
Tell me when  sunrise  is in  Tennessee,Tell Me When it's Sunrise in Tennessee,"['sunrise || timeRange', 'Tennessee || state']",GetWeather
Tell me when  sunrise  is in  Tennessee,Tell me when it's sunrise in Tennessee.,"['sunrise || timeRange', 'Tennessee || state']",GetWeather
Tell me when  sunrise  is in  Tennessee,Tell Me When Sunrise's in Tennessee,"['sunrise || timeRange', 'Tennessee || state']",GetWeather
What is the weather like in  Newton,What is the weather like in Newton,['Newton || city'],GetWeather
What is the weather like in  Newton,What is the weather like in Newton?,['Newton || city'],GetWeather
What is the weather like in  Newton,How is the weather in Newton,['Newton || city'],GetWeather
What is the weather like in  Newton,How is the weather in Newton?,['Newton || city'],GetWeather
What is the weather like in  Newton,What's the weather like in Newton,['Newton || city'],GetWeather
What is the weather like in  Newton,What's the weather like in Newton?,['Newton || city'],GetWeather
What is the weather like in  Newton,s the weather in Newton,['Newton || city'],GetWeather
What is the weather like in  Newton,s the weather like in Newton,['Newton || city'],GetWeather
What is the weather like in  Newton,What is the weather in Newton,['Newton || city'],GetWeather
What is the weather like in  Newton,How's the weather in Newton,['Newton || city'],GetWeather
Will it be  windy  in  John Day ?,Will it be windy on John Day?,"['windy || condition_description', 'John Day || city']",GetWeather
Will it be  windy  in  John Day ?,Is it going to be windy on John Day?,"['windy || condition_description', 'John Day || city']",GetWeather
Will it be  windy  in  John Day ?,Will it get windy on John Day?,"['windy || condition_description', 'John Day || city']",GetWeather
Will it be  windy  in  John Day ?,Is it going to get windy on John Day?,"['windy || condition_description', 'John Day || city']",GetWeather
Will it be  windy  in  John Day ?,Will it be windy on John's Day?,"['windy || condition_description', 'John Day || city']",GetWeather
Will it be  windy  in  John Day ?,Is it going to be windy on John's Day?,"['windy || condition_description', 'John Day || city']",GetWeather
Will it be  windy  in  John Day ?,Will it be windy on St John's Day?,"['windy || condition_description', 'John Day || city']",GetWeather
Will it be  windy  in  John Day ?,Will it be windy on St. John's Day?,"['windy || condition_description', 'John Day || city']",GetWeather
Will it be  windy  in  John Day ?,Is it windy on John Day?,"['windy || condition_description', 'John Day || city']",GetWeather
Will it be  windy  in  John Day ?,Will it be breezy on John Day?,"['windy || condition_description', 'John Day || city']",GetWeather
What's the weather like at  Nationaal park Bạch Mã,What is the weather like in the Bêch Mã National Park?,['Nationaal park Bạch Mã || geographic_poi'],GetWeather
