utterance,paraphrase,list_of_slots,intent
What is the weather for  eight o'clock  in  Laos  that is  within walking distance,What is the weather for eight o'clock in Laos that is within walking distance?,"[""eight o'clock || timeRange"", 'Laos || country', 'within walking distance || spatial_relation']",GetWeather
What is the weather for  eight o'clock  in  Laos  that is  within walking distance,What is the weather for eight o'clock in Laos that is within walking distance?,"[""eight o'clock || timeRange"", 'Laos || country', 'within walking distance || spatial_relation']",GetWeather
What is the weather for  eight o'clock  in  Laos  that is  within walking distance,What is the weather for eight o'clock in Laos that is within walking distance?,"[""eight o'clock || timeRange"", 'Laos || country', 'within walking distance || spatial_relation']",GetWeather
What is the weather for  eight o'clock  in  Laos  that is  within walking distance,What is the weather in Laos for eight o'clock?,"[""eight o'clock || timeRange"", 'Laos || country', 'within walking distance || spatial_relation']",GetWeather
What is the weather for  eight o'clock  in  Laos  that is  within walking distance,What is the weather in Laos for eight o'clock that is within walking distance?,"[""eight o'clock || timeRange"", 'Laos || country', 'within walking distance || spatial_relation']",GetWeather
What is the weather for  eight o'clock  in  Laos  that is  within walking distance,"Is it possible to experience good weather in Laos, Thailand? If so, what is the weather outside?","[""eight o'clock || timeRange"", 'Laos || country', 'within walking distance || spatial_relation']",GetWeather
What is the weather for  eight o'clock  in  Laos  that is  within walking distance,What is the weather in Laos for four hours and two miles?,"[""eight o'clock || timeRange"", 'Laos || country', 'within walking distance || spatial_relation']",GetWeather
What is the weather for  eight o'clock  in  Laos  that is  within walking distance,How's the weather in Laos?,"[""eight o'clock || timeRange"", 'Laos || country', 'within walking distance || spatial_relation']",GetWeather
What is the weather for  eight o'clock  in  Laos  that is  within walking distance,What is the weather like in Laos?,"[""eight o'clock || timeRange"", 'Laos || country', 'within walking distance || spatial_relation']",GetWeather
Tell me if it will it be  windy  in  Grizzled Squirrel Wildlife Sanctuary,"If it is windy, please stay at Grizzled Squirrel Wildlife Sanctuary. This is a special place for grizzled squirrels.","['windy || condition_description', 'Grizzled Squirrel Wildlife Sanctuary || geographic_poi']",GetWeather
Tell me if it will it be  windy  in  Grizzled Squirrel Wildlife Sanctuary,"If it is windy at Grizzled Squirrel Wildlife Sanctuary, tell me if it will be windy.","['windy || condition_description', 'Grizzled Squirrel Wildlife Sanctuary || geographic_poi']",GetWeather
Tell me if it will it be  windy  in  Grizzled Squirrel Wildlife Sanctuary,"It is windy at Grizzled Squirrel Wildlife Sanctuary. Don’t worry, it’s windy again.","['windy || condition_description', 'Grizzled Squirrel Wildlife Sanctuary || geographic_poi']",GetWeather
Tell me if it will it be  windy  in  Grizzled Squirrel Wildlife Sanctuary,"It will be windy in grizzled squirrel wildlife sanctuary. If it is, how can you make it windy?","['windy || condition_description', 'Grizzled Squirrel Wildlife Sanctuary || geographic_poi']",GetWeather
Tell me if it will it be  windy  in  Grizzled Squirrel Wildlife Sanctuary,How do the Grizzled Squirrels go about sheltering and resting?,"['windy || condition_description', 'Grizzled Squirrel Wildlife Sanctuary || geographic_poi']",GetWeather
Tell me if it will it be  windy  in  Grizzled Squirrel Wildlife Sanctuary,Is it cold in Grizzled Squirrel Wildlife Sanctuary?,"['windy || condition_description', 'Grizzled Squirrel Wildlife Sanctuary || geographic_poi']",GetWeather
Tell me if it will it be  windy  in  Grizzled Squirrel Wildlife Sanctuary,How do the grizzled squirrels get around?,"['windy || condition_description', 'Grizzled Squirrel Wildlife Sanctuary || geographic_poi']",GetWeather
Tell me if it will it be  windy  in  Grizzled Squirrel Wildlife Sanctuary,Grizzled Squirrel Wildlife Sanctuary is windy and beautiful. Be warned if it is sunny and windy in February. Please keep warm.,"['windy || condition_description', 'Grizzled Squirrel Wildlife Sanctuary || geographic_poi']",GetWeather
Tell me if it will it be  windy  in  Grizzled Squirrel Wildlife Sanctuary,Is it windy in Grizzled Squirrel Wildlife Sanctuary?,"['windy || condition_description', 'Grizzled Squirrel Wildlife Sanctuary || geographic_poi']",GetWeather
Tell me if it will it be  windy  in  Grizzled Squirrel Wildlife Sanctuary,Is it windy in Grizzled Squirrel Wildlife Sanctuary?,"['windy || condition_description', 'Grizzled Squirrel Wildlife Sanctuary || geographic_poi']",GetWeather
Will it be  windy   here  on  Dec. 16th ?,Will it be windy here Dec 11th?,"['windy || condition_description', 'here || current_location', 'Dec. 16th || timeRange']",GetWeather
Will it be  windy   here  on  Dec. 16th ?,It will get windy today and windy tomorrow. Will it be dry?,"['windy || condition_description', 'here || current_location', 'Dec. 16th || timeRange']",GetWeather
Will it be  windy   here  on  Dec. 16th ?,Will it be windy again on Dec. 12th?,"['windy || condition_description', 'here || current_location', 'Dec. 16th || timeRange']",GetWeather
Will it be  windy   here  on  Dec. 16th ?,Will it be windy on December 16th?,"['windy || condition_description', 'here || current_location', 'Dec. 16th || timeRange']",GetWeather
Will it be  windy   here  on  Dec. 16th ?,Is it going to be windy on Dec. 16th?,"['windy || condition_description', 'here || current_location', 'Dec. 16th || timeRange']",GetWeather
Will it be  windy   here  on  Dec. 16th ?,"What are my chances of being windy in the next couple of days, and how is forecasting on Dec.16th?","['windy || condition_description', 'here || current_location', 'Dec. 16th || timeRange']",GetWeather
Will it be  windy   here  on  Dec. 16th ?,Will it be windy by December or otherwise?,"['windy || condition_description', 'here || current_location', 'Dec. 16th || timeRange']",GetWeather
Will it be  windy   here  on  Dec. 16th ?,Will it get windy again this Saturday and into the next few weeks?,"['windy || condition_description', 'here || current_location', 'Dec. 16th || timeRange']",GetWeather
Will it be  windy   here  on  Dec. 16th ?,Will it be windy on Dec. 16th?,"['windy || condition_description', 'here || current_location', 'Dec. 16th || timeRange']",GetWeather
Will it be  windy   here  on  Dec. 16th ?,Will the weather be clear and windy in the evening on Dec. 16th?,"['windy || condition_description', 'here || current_location', 'Dec. 16th || timeRange']",GetWeather
What is the weather forecast for  Danvers,How is the weather in Danvers?,['Danvers || city'],GetWeather
What is the weather forecast for  Danvers,What is the weather forecast for Danvers (Denver)?,['Danvers || city'],GetWeather
What is the weather forecast for  Danvers,What is the weather in Danvers?,['Danvers || city'],GetWeather
What is the weather forecast for  Danvers,What are the weather forecasts for Danvers?,['Danvers || city'],GetWeather
What is the weather forecast for  Danvers,"What is the weather forecast for Danvers, Scotland?",['Danvers || city'],GetWeather
What is the weather forecast for  Danvers,What are the weather forecasts for Danvers?,['Danvers || city'],GetWeather
What is the weather forecast for  Danvers,What is the weather forecast for Danvers?,['Danvers || city'],GetWeather
What is the weather forecast for  Danvers,What is the weather forecast for Danvers?,['Danvers || city'],GetWeather
What is the weather forecast for  Danvers,What is the weather forecast for Danvers?,['Danvers || city'],GetWeather
What is the weather forecast for  Danvers,"What's the weather forecast for Danvers, Iceland?",['Danvers || city'],GetWeather
"Will it be  freezing  on  Jul. 7, 2038  in  Vananda   Alaska ?","Will it be freezing July 7, 2038 in Vananda Alaska?","['freezing || condition_temperature', 'Jul. 7, 2038 || timeRange', 'Vananda || city', 'Alaska || state']",GetWeather
"Will it be  freezing  on  Jul. 7, 2038  in  Vananda   Alaska ?","Can it be freezing on Jul. 7, 2038 in Vananda Alaska?","['freezing || condition_temperature', 'Jul. 7, 2038 || timeRange', 'Vananda || city', 'Alaska || state']",GetWeather
"Will it be  freezing  on  Jul. 7, 2038  in  Vananda   Alaska ?",Will it be freezing Jan 1 in Vananda Alaska?,"['freezing || condition_temperature', 'Jul. 7, 2038 || timeRange', 'Vananda || city', 'Alaska || state']",GetWeather
"Will it be  freezing  on  Jul. 7, 2038  in  Vananda   Alaska ?",Is it freezing in Vananda Alaska?,"['freezing || condition_temperature', 'Jul. 7, 2038 || timeRange', 'Vananda || city', 'Alaska || state']",GetWeather
"Will it be  freezing  on  Jul. 7, 2038  in  Vananda   Alaska ?","Will it be freezing in vananda Alaska on Jul. 7, 2038?","['freezing || condition_temperature', 'Jul. 7, 2038 || timeRange', 'Vananda || city', 'Alaska || state']",GetWeather
"Will it be  freezing  on  Jul. 7, 2038  in  Vananda   Alaska ?","Will it be freezing on Jul. 7, 2038 in Vananda Alaska?","['freezing || condition_temperature', 'Jul. 7, 2038 || timeRange', 'Vananda || city', 'Alaska || state']",GetWeather
"Will it be  freezing  on  Jul. 7, 2038  in  Vananda   Alaska ?","Will it be freezing on Jul. 7, 2038 in Vananda Alaska?","['freezing || condition_temperature', 'Jul. 7, 2038 || timeRange', 'Vananda || city', 'Alaska || state']",GetWeather
"Will it be  freezing  on  Jul. 7, 2038  in  Vananda   Alaska ?","Will it be freezing on Jul. 7, 2038 in Vananda Alaska?","['freezing || condition_temperature', 'Jul. 7, 2038 || timeRange', 'Vananda || city', 'Alaska || state']",GetWeather
"Will it be  freezing  on  Jul. 7, 2038  in  Vananda   Alaska ?",How likely is it to freeze overnight in Vananda Alaska?,"['freezing || condition_temperature', 'Jul. 7, 2038 || timeRange', 'Vananda || city', 'Alaska || state']",GetWeather
"Will it be  freezing  on  Jul. 7, 2038  in  Vananda   Alaska ?","If it's freezing in Vananda, Alaska, will it be 25 degrees F today evening?","['freezing || condition_temperature', 'Jul. 7, 2038 || timeRange', 'Vananda || city', 'Alaska || state']",GetWeather
Is the weather  chilly  in  Pintura,Is the weather in Pintura chilly?,"['chilly || condition_temperature', 'Pintura || city']",GetWeather
Is the weather  chilly  in  Pintura,Is the weather in Pintura chilly?,"['chilly || condition_temperature', 'Pintura || city']",GetWeather
Is the weather  chilly  in  Pintura,Is the weather in Pintura chilly? Why?,"['chilly || condition_temperature', 'Pintura || city']",GetWeather
Is the weather  chilly  in  Pintura,Does it get cold in Pintura?,"['chilly || condition_temperature', 'Pintura || city']",GetWeather
Is the weather  chilly  in  Pintura,Is the weather chilly in Pintura?,"['chilly || condition_temperature', 'Pintura || city']",GetWeather
Is the weather  chilly  in  Pintura,How is the weather in Pintura?,"['chilly || condition_temperature', 'Pintura || city']",GetWeather
Is the weather  chilly  in  Pintura,When is Pintura weather chilly?,"['chilly || condition_temperature', 'Pintura || city']",GetWeather
Is the weather  chilly  in  Pintura,How can the weather be chilly in Pintura?,"['chilly || condition_temperature', 'Pintura || city']",GetWeather
Is the weather  chilly  in  Pintura,Is it cold in Pintura?,"['chilly || condition_temperature', 'Pintura || city']",GetWeather
Is the weather  chilly  in  Pintura,Why is the weather chilly in Pintura?,"['chilly || condition_temperature', 'Pintura || city']",GetWeather
What's the weather in  Nigeria ?,What's the weather in Nigeria?,['Nigeria || country'],GetWeather
What's the weather in  Nigeria ?,What's the weather in Nigeria?,['Nigeria || country'],GetWeather
What's the weather in  Nigeria ?,What is the weather in Nigeria?,['Nigeria || country'],GetWeather
What's the weather in  Nigeria ?,What is the weather in Nigeria?,['Nigeria || country'],GetWeather
What's the weather in  Nigeria ?,What is the weather in Nigeria?,['Nigeria || country'],GetWeather
What's the weather in  Nigeria ?,How is the weather in Nigeria?,['Nigeria || country'],GetWeather
What's the weather in  Nigeria ?,What is weather like in Nigeria?,['Nigeria || country'],GetWeather
What's the weather in  Nigeria ?,What's the weather like in Nigeria?,['Nigeria || country'],GetWeather
What's the weather in  Nigeria ?,What is the weather like in Nigeria?,['Nigeria || country'],GetWeather
What's the weather in  Nigeria ?,What is the weather like in Nigeria?,['Nigeria || country'],GetWeather
What is the  overcast  forecast  within the same area  of  Rio Grande Nature Center State Park  for  fifteen o'clock,What is the overcast forecast within the same area of Rio Grande Nature Center State Park for fifteen o'clock?,"['overcast || condition_description', 'within the same area || spatial_relation', 'Rio Grande Nature Center State Park || geographic_poi', ""fifteen o'clock || timeRange""]",GetWeather
What is the  overcast  forecast  within the same area  of  Rio Grande Nature Center State Park  for  fifteen o'clock,What is the overcast forecast within the same area of Rio Grande Nature Center State Park for fifteen o'clock?,"['overcast || condition_description', 'within the same area || spatial_relation', 'Rio Grande Nature Center State Park || geographic_poi', ""fifteen o'clock || timeRange""]",GetWeather
What is the  overcast  forecast  within the same area  of  Rio Grande Nature Center State Park  for  fifteen o'clock,What is the overcast forecast within the same area of Rio Grande Nature Center State Park for fifteen o'clock?,"['overcast || condition_description', 'within the same area || spatial_relation', 'Rio Grande Nature Center State Park || geographic_poi', ""fifteen o'clock || timeRange""]",GetWeather
What is the  overcast  forecast  within the same area  of  Rio Grande Nature Center State Park  for  fifteen o'clock,What is the overcast forecast within the same area of Rio Grande Nature Center State Park for fifteen o'clock?,"['overcast || condition_description', 'within the same area || spatial_relation', 'Rio Grande Nature Center State Park || geographic_poi', ""fifteen o'clock || timeRange""]",GetWeather
What is the  overcast  forecast  within the same area  of  Rio Grande Nature Center State Park  for  fifteen o'clock,What is the overcast forecast within the same area of Rio Grande Nature Center State Park for fifteen o'clock?,"['overcast || condition_description', 'within the same area || spatial_relation', 'Rio Grande Nature Center State Park || geographic_poi', ""fifteen o'clock || timeRange""]",GetWeather
What is the  overcast  forecast  within the same area  of  Rio Grande Nature Center State Park  for  fifteen o'clock,What is the overcast forecast within the same area of Rio Grande Nature Center State Park for fifteen o'clock?,"['overcast || condition_description', 'within the same area || spatial_relation', 'Rio Grande Nature Center State Park || geographic_poi', ""fifteen o'clock || timeRange""]",GetWeather
What is the  overcast  forecast  within the same area  of  Rio Grande Nature Center State Park  for  fifteen o'clock,What is the overcast forecast within the same area of Rio Grande Nature Center State Park for fifteen o'clock?,"['overcast || condition_description', 'within the same area || spatial_relation', 'Rio Grande Nature Center State Park || geographic_poi', ""fifteen o'clock || timeRange""]",GetWeather
What is the  overcast  forecast  within the same area  of  Rio Grande Nature Center State Park  for  fifteen o'clock,What is the overcast forecast within the same area of Rio Grande Nature Center State Park for fifteen o'clock?,"['overcast || condition_description', 'within the same area || spatial_relation', 'Rio Grande Nature Center State Park || geographic_poi', ""fifteen o'clock || timeRange""]",GetWeather
What is the  overcast  forecast  within the same area  of  Rio Grande Nature Center State Park  for  fifteen o'clock,What is the overcast forecast within the same area of Rio Grande Nature Center State Park for fifteen o'clock?,"['overcast || condition_description', 'within the same area || spatial_relation', 'Rio Grande Nature Center State Park || geographic_poi', ""fifteen o'clock || timeRange""]",GetWeather
What is the  overcast  forecast  within the same area  of  Rio Grande Nature Center State Park  for  fifteen o'clock,What will be the overcast forecast within the same area of Rio Grande Nature Center State Park at fifteen o'clock?,"['overcast || condition_description', 'within the same area || spatial_relation', 'Rio Grande Nature Center State Park || geographic_poi', ""fifteen o'clock || timeRange""]",GetWeather
Tell me the weather for  Oct. the 26th  in  Rosewood Heights .,"What are the forecasts for the weather on October 26th, 2017 in Rosewood Heights and beyond.","['Oct. the 26th || timeRange', 'Rosewood Heights || city']",GetWeather
Tell me the weather for  Oct. the 26th  in  Rosewood Heights .,What will be the weather in Rosewood Heights on Oct 26th?,"['Oct. the 26th || timeRange', 'Rosewood Heights || city']",GetWeather
Tell me the weather for  Oct. the 26th  in  Rosewood Heights .,What will be the weather in Rosewood Heights on Oct. 26th?,"['Oct. the 26th || timeRange', 'Rosewood Heights || city']",GetWeather
Tell me the weather for  Oct. the 26th  in  Rosewood Heights .,How will the weather be for Oct 27th in Rosewood Heights?,"['Oct. the 26th || timeRange', 'Rosewood Heights || city']",GetWeather
Tell me the weather for  Oct. the 26th  in  Rosewood Heights .,"What are the forecasts for Oct. 26th in Rosewood Heights, MI.","['Oct. the 26th || timeRange', 'Rosewood Heights || city']",GetWeather
Tell me the weather for  Oct. the 26th  in  Rosewood Heights .,Can you tell me the weather for Oct. the 26th in Rosewood Heights..?,"['Oct. the 26th || timeRange', 'Rosewood Heights || city']",GetWeather
Tell me the weather for  Oct. the 26th  in  Rosewood Heights .,What is the weather forecast for OCT 26th in Rosewood Heights?,"['Oct. the 26th || timeRange', 'Rosewood Heights || city']",GetWeather
Tell me the weather for  Oct. the 26th  in  Rosewood Heights .,How is the weather in Rosewood Heights for Oct. 26th?,"['Oct. the 26th || timeRange', 'Rosewood Heights || city']",GetWeather
Tell me the weather for  Oct. the 26th  in  Rosewood Heights .,How is the weather in Rosewood Heights expected for the weekend (Sunday)?,"['Oct. the 26th || timeRange', 'Rosewood Heights || city']",GetWeather
Tell me the weather for  Oct. the 26th  in  Rosewood Heights .,"If it's hot and dry outside on the weekend, how will the weather be in Rosewood Heights on the 13th?","['Oct. the 26th || timeRange', 'Rosewood Heights || city']",GetWeather
What's the weather in  Ransom Canyon ?,What's the weather like at Ransom Canyon?,['Ransom Canyon || city'],GetWeather
What's the weather in  Ransom Canyon ?,What's the weather like in Ransom Canyon?,['Ransom Canyon || city'],GetWeather
What's the weather in  Ransom Canyon ?,What is the weather in Ransom Canyon?,['Ransom Canyon || city'],GetWeather
What's the weather in  Ransom Canyon ?,What is the weather in Ransom Canyon?,['Ransom Canyon || city'],GetWeather
What's the weather in  Ransom Canyon ?,What is the weather in Ransom Canyon?,['Ransom Canyon || city'],GetWeather
What's the weather in  Ransom Canyon ?,What is the weather in Ransom Canyon?,['Ransom Canyon || city'],GetWeather
What's the weather in  Ransom Canyon ?,What is the weather in Ransom Canyon?,['Ransom Canyon || city'],GetWeather
What's the weather in  Ransom Canyon ?,What is the weather like in Ransom Canyon?,['Ransom Canyon || city'],GetWeather
What's the weather in  Ransom Canyon ?,What are the weather conditions at Ransom Canyon?,['Ransom Canyon || city'],GetWeather
What's the weather in  Ransom Canyon ?,What's the weather in Ransom Canyon?,['Ransom Canyon || city'],GetWeather
what is the forecast for  Orienta  for  hotter  weather,"Is there any possibility of hotter weather this weekend in Orienta, Ecuador?","['Orienta || city', 'hotter || condition_temperature']",GetWeather
what is the forecast for  Orienta  for  hotter  weather,Is there possible for Orienta to get warmer than normal this year?,"['Orienta || city', 'hotter || condition_temperature']",GetWeather
what is the forecast for  Orienta  for  hotter  weather,"How hot is the forecast for Orienta, Texas?","['Orienta || city', 'hotter || condition_temperature']",GetWeather
what is the forecast for  Orienta  for  hotter  weather,What does the forecast for Orienta mean for hotter weather?,"['Orienta || city', 'hotter || condition_temperature']",GetWeather
what is the forecast for  Orienta  for  hotter  weather,What is the forecast for Orienta for scorcher weather?,"['Orienta || city', 'hotter || condition_temperature']",GetWeather
what is the forecast for  Orienta  for  hotter  weather,When will Orienta have more hot weather?,"['Orienta || city', 'hotter || condition_temperature']",GetWeather
what is the forecast for  Orienta  for  hotter  weather,What is the forecast in Orienta for hotter weather?,"['Orienta || city', 'hotter || condition_temperature']",GetWeather
what is the forecast for  Orienta  for  hotter  weather,What is the forecast for Orienta for hotter weather?,"['Orienta || city', 'hotter || condition_temperature']",GetWeather
what is the forecast for  Orienta  for  hotter  weather,What is the forecast for Orienta for hotter weather?,"['Orienta || city', 'hotter || condition_temperature']",GetWeather
what is the forecast for  Orienta  for  hotter  weather,What is the forecast for Orienta for hotter weather?,"['Orienta || city', 'hotter || condition_temperature']",GetWeather
"What is the  SD  forecast for  oct. 6th, 2037  for  hot  weather at  Belle Vernon","What is the sd forecast for the Belle Vernon on Oct. 6th, 2037 for hot weather?","['SD || state', 'oct. 6th, 2037 || timeRange', 'hot || condition_temperature', 'Belle Vernon || city']",GetWeather
"What is the  SD  forecast for  oct. 6th, 2037  for  hot  weather at  Belle Vernon","What is the SD forecast for oct. 6th, 2037 for hot weather at Belle Vernon?","['SD || state', 'oct. 6th, 2037 || timeRange', 'hot || condition_temperature', 'Belle Vernon || city']",GetWeather
"What is the  SD  forecast for  oct. 6th, 2037  for  hot  weather at  Belle Vernon","What is the SD forecast for oct. 6th, 2037 for hot weather at Belle Vernon?","['SD || state', 'oct. 6th, 2037 || timeRange', 'hot || condition_temperature', 'Belle Vernon || city']",GetWeather
"What is the  SD  forecast for  oct. 6th, 2037  for  hot  weather at  Belle Vernon","What is the SD forecast for oct. 6th, 2037 for hot weather at Belle Vernon?","['SD || state', 'oct. 6th, 2037 || timeRange', 'hot || condition_temperature', 'Belle Vernon || city']",GetWeather
"What is the  SD  forecast for  oct. 6th, 2037  for  hot  weather at  Belle Vernon","What is the SD forecast for oct. 6th, 2037 for hot weather at Belle Vernon?","['SD || state', 'oct. 6th, 2037 || timeRange', 'hot || condition_temperature', 'Belle Vernon || city']",GetWeather
"What is the  SD  forecast for  oct. 6th, 2037  for  hot  weather at  Belle Vernon","What is the SD forecast for oct. 6th, 2037 for hot weather at Belle Vernon?","['SD || state', 'oct. 6th, 2037 || timeRange', 'hot || condition_temperature', 'Belle Vernon || city']",GetWeather
"What is the  SD  forecast for  oct. 6th, 2037  for  hot  weather at  Belle Vernon","What is the SD forecast for oct. 6th, 2037 for hot weather at Belle Vernon?","['SD || state', 'oct. 6th, 2037 || timeRange', 'hot || condition_temperature', 'Belle Vernon || city']",GetWeather
"What is the  SD  forecast for  oct. 6th, 2037  for  hot  weather at  Belle Vernon","What is the SD forecast for October 6th, 2037 for hot weather at Belle Vernon?","['SD || state', 'oct. 6th, 2037 || timeRange', 'hot || condition_temperature', 'Belle Vernon || city']",GetWeather
"What is the  SD  forecast for  oct. 6th, 2037  for  hot  weather at  Belle Vernon",What will be the best SD forecast for October 6th 2037 for hot weather at Belle Vernon?,"['SD || state', 'oct. 6th, 2037 || timeRange', 'hot || condition_temperature', 'Belle Vernon || city']",GetWeather
"What is the  SD  forecast for  oct. 6th, 2037  for  hot  weather at  Belle Vernon","What's the SD forecast for October 6th, 2037 for hot weather at Belle Vernon?","['SD || state', 'oct. 6th, 2037 || timeRange', 'hot || condition_temperature', 'Belle Vernon || city']",GetWeather
Is it  rainy  in  Greely Center ?,Is it raining near Greely Center?,"['rainy || condition_description', 'Greely Center || city']",GetWeather
Is it  rainy  in  Greely Center ?,Can you report it raining in Greely Center (N.C)?,"['rainy || condition_description', 'Greely Center || city']",GetWeather
Is it  rainy  in  Greely Center ?,Is it raining at Greely Center?,"['rainy || condition_description', 'Greely Center || city']",GetWeather
Is it  rainy  in  Greely Center ?,Is it raining at Greely Center?,"['rainy || condition_description', 'Greely Center || city']",GetWeather
Is it  rainy  in  Greely Center ?,Is it raining in Greely Center? Why or why not?,"['rainy || condition_description', 'Greely Center || city']",GetWeather
Is it  rainy  in  Greely Center ?,Is it raining in Greely Center?,"['rainy || condition_description', 'Greely Center || city']",GetWeather
Is it  rainy  in  Greely Center ?,Is it raining in Greely Center?,"['rainy || condition_description', 'Greely Center || city']",GetWeather
Is it  rainy  in  Greely Center ?,Is it raining in Greely Center?,"['rainy || condition_description', 'Greely Center || city']",GetWeather
Is it  rainy  in  Greely Center ?,Is it raining in Greely Center?,"['rainy || condition_description', 'Greely Center || city']",GetWeather
Is it  rainy  in  Greely Center ?,Is it raining in Greely Center?,"['rainy || condition_description', 'Greely Center || city']",GetWeather
"I need the weather in  Hubbardston , will it be  chillier ?","I need the weather in Hubbardston, Will it be chillier?","['Hubbardston || city', 'chillier || condition_temperature']",GetWeather
"I need the weather in  Hubbardston , will it be  chillier ?",When will Hubbardston we get the chillier weather?,"['Hubbardston || city', 'chillier || condition_temperature']",GetWeather
"I need the weather in  Hubbardston , will it be  chillier ?",When is Hubbardston going to be colder?,"['Hubbardston || city', 'chillier || condition_temperature']",GetWeather
"I need the weather in  Hubbardston , will it be  chillier ?","Will weather be very cool in Hubbardston, UK?","['Hubbardston || city', 'chillier || condition_temperature']",GetWeather
"I need the weather in  Hubbardston , will it be  chillier ?",I need the weather in Hubbardston will it be chillier?,"['Hubbardston || city', 'chillier || condition_temperature']",GetWeather
"I need the weather in  Hubbardston , will it be  chillier ?","I need the weather in Hubbardston, will it be chillier?","['Hubbardston || city', 'chillier || condition_temperature']",GetWeather
"I need the weather in  Hubbardston , will it be  chillier ?","I need the weather in Hubbardston, will it be chillier?","['Hubbardston || city', 'chillier || condition_temperature']",GetWeather
"I need the weather in  Hubbardston , will it be  chillier ?",If Hubbardston gets more colder every year will it be a drought-ridden location?,"['Hubbardston || city', 'chillier || condition_temperature']",GetWeather
"I need the weather in  Hubbardston , will it be  chillier ?","I need the weather in Hubbardston, will it be chillier?","['Hubbardston || city', 'chillier || condition_temperature']",GetWeather
"I need the weather in  Hubbardston , will it be  chillier ?",Will Hubbardston be even colder this coming Sunday?,"['Hubbardston || city', 'chillier || condition_temperature']",GetWeather
Tell me the weather forecast for  close by  my  current location,Do we have good weather forecasts for my current location?,"['close by || spatial_relation', 'current location || current_location']",GetWeather
Tell me the weather forecast for  close by  my  current location,Tell me the weather forecast for close by my current location that they are forecast for this area?,"['close by || spatial_relation', 'current location || current_location']",GetWeather
Tell me the weather forecast for  close by  my  current location,Tell me the weather forecast for close to my current location. Thank you.,"['close by || spatial_relation', 'current location || current_location']",GetWeather
Tell me the weather forecast for  close by  my  current location,Tell me the weather forecast for close to my current location.,"['close by || spatial_relation', 'current location || current_location']",GetWeather
Tell me the weather forecast for  close by  my  current location,"Tell me the weather forecast for close by my current location, tell me the weather forecast for wind/snow/sky/rain/snow/circus.","['close by || spatial_relation', 'current location || current_location']",GetWeather
Tell me the weather forecast for  close by  my  current location,How do I get the weather forecast for my current location?,"['close by || spatial_relation', 'current location || current_location']",GetWeather
Tell me the weather forecast for  close by  my  current location,What is the forecast for close by my current location?,"['close by || spatial_relation', 'current location || current_location']",GetWeather
Tell me the weather forecast for  close by  my  current location,What is the weather forecast for my current location tomorrow morning?,"['close by || spatial_relation', 'current location || current_location']",GetWeather
Tell me the weather forecast for  close by  my  current location,How could you tell me the weather forecast for my current location?,"['close by || spatial_relation', 'current location || current_location']",GetWeather
Tell me the weather forecast for  close by  my  current location,Tell me the weather forecast for near my current location?,"['close by || spatial_relation', 'current location || current_location']",GetWeather
what is the forecast for  Uganda  at  Yom Ha'atzmaut  for  chilly  weather  close from,Is Yom Ha'atzmaut expected to see chilly weather coming back in November?,"['Uganda || country', ""Yom Ha'atzmaut || timeRange"", 'chilly || condition_temperature', 'close from || spatial_relation']",GetWeather
what is the forecast for  Uganda  at  Yom Ha'atzmaut  for  chilly  weather  close from,What is the forecast for Uganda to get chilly in the winter?,"['Uganda || country', ""Yom Ha'atzmaut || timeRange"", 'chilly || condition_temperature', 'close from || spatial_relation']",GetWeather
what is the forecast for  Uganda  at  Yom Ha'atzmaut  for  chilly  weather  close from,"What is the forecast for Uganda’s chilly weather close by at Yom Ha’atzmaut on Sunday, 16th August?","['Uganda || country', ""Yom Ha'atzmaut || timeRange"", 'chilly || condition_temperature', 'close from || spatial_relation']",GetWeather
what is the forecast for  Uganda  at  Yom Ha'atzmaut  for  chilly  weather  close from,"What is the forecast for Uganda at Yom Ha'atzmaut for chilly weather close from November, for a warm day with thunderstorms?","['Uganda || country', ""Yom Ha'atzmaut || timeRange"", 'chilly || condition_temperature', 'close from || spatial_relation']",GetWeather
what is the forecast for  Uganda  at  Yom Ha'atzmaut  for  chilly  weather  close from,What is the forecast for Uganda at Yom Ha'atzmaut for chilly weather close from Tuesday in Honduras?,"['Uganda || country', ""Yom Ha'atzmaut || timeRange"", 'chilly || condition_temperature', 'close from || spatial_relation']",GetWeather
what is the forecast for  Uganda  at  Yom Ha'atzmaut  for  chilly  weather  close from,What is the forecast for Uganda at Yom Ha'atzmaut for chilly weather close to midnight this weekend?,"['Uganda || country', ""Yom Ha'atzmaut || timeRange"", 'chilly || condition_temperature', 'close from || spatial_relation']",GetWeather
what is the forecast for  Uganda  at  Yom Ha'atzmaut  for  chilly  weather  close from,What is the forecast for Uganda at Yom Ha'atzmaut for chilly weather close from June through to November?,"['Uganda || country', ""Yom Ha'atzmaut || timeRange"", 'chilly || condition_temperature', 'close from || spatial_relation']",GetWeather
what is the forecast for  Uganda  at  Yom Ha'atzmaut  for  chilly  weather  close from,What is the forecast for Uganda at Yom Ha'atzmaut for chilly weather close to the shores of the lake?,"['Uganda || country', ""Yom Ha'atzmaut || timeRange"", 'chilly || condition_temperature', 'close from || spatial_relation']",GetWeather
