utterance,paraphrase,list_of_slots,intent
book a party of  six  at  Atascadero,Book a party for six at Atascadero,"['six || party_size_number', 'Atascadero || city']",BookRestaurant
book a party of  six  at  Atascadero,Book a party of six at Atascadero,"['six || party_size_number', 'Atascadero || city']",BookRestaurant
book a party of  six  at  Atascadero,Book a party for six at the Atascadero,"['six || party_size_number', 'Atascadero || city']",BookRestaurant
book a party of  six  at  Atascadero,Book a party for six in Atascadero,"['six || party_size_number', 'Atascadero || city']",BookRestaurant
book a party of  six  at  Atascadero,Book a party of six at the Atascadero,"['six || party_size_number', 'Atascadero || city']",BookRestaurant
book a party of  six  at  Atascadero,Book a party for six in the Atascadero,"['six || party_size_number', 'Atascadero || city']",BookRestaurant
book a party of  six  at  Atascadero,Book a party of six in Atascadero,"['six || party_size_number', 'Atascadero || city']",BookRestaurant
book a party of  six  at  Atascadero,Book a party of six in the Atascadero,"['six || party_size_number', 'Atascadero || city']",BookRestaurant
book a party of  six  at  Atascadero,Book a Party for Six at Atascadero,"['six || party_size_number', 'Atascadero || city']",BookRestaurant
book a party of  six  at  Atascadero,Book a six-person party at Atascadero,"['six || party_size_number', 'Atascadero || city']",BookRestaurant
book a  restaurant  for  seven  in  Sudan,Book a restaurant for seven people in Sudan,"['restaurant || restaurant_type', 'seven || party_size_number', 'Sudan || country']",BookRestaurant
book a  restaurant  for  seven  in  Sudan,Book a restaurant for seven in Sudan,"['restaurant || restaurant_type', 'seven || party_size_number', 'Sudan || country']",BookRestaurant
book a  restaurant  for  seven  in  Sudan,Book a restaurant for seven people in the Sudan,"['restaurant || restaurant_type', 'seven || party_size_number', 'Sudan || country']",BookRestaurant
book a  restaurant  for  seven  in  Sudan,Book a restaurant for seven in the Sudan,"['restaurant || restaurant_type', 'seven || party_size_number', 'Sudan || country']",BookRestaurant
book a  restaurant  for  seven  in  Sudan,Book a restaurant for seven persons in Sudan,"['restaurant || restaurant_type', 'seven || party_size_number', 'Sudan || country']",BookRestaurant
book a  restaurant  for  seven  in  Sudan,Book a restaurant for 7 people in Sudan,"['restaurant || restaurant_type', 'seven || party_size_number', 'Sudan || country']",BookRestaurant
book a  restaurant  for  seven  in  Sudan,Book a Restaurant for Seven in Sudan,"['restaurant || restaurant_type', 'seven || party_size_number', 'Sudan || country']",BookRestaurant
book a  restaurant  for  seven  in  Sudan,Book a seven-person restaurant in Sudan,"['restaurant || restaurant_type', 'seven || party_size_number', 'Sudan || country']",BookRestaurant
book a  restaurant  for  seven  in  Sudan,Book a restaurant for up to seven people in Sudan,"['restaurant || restaurant_type', 'seven || party_size_number', 'Sudan || country']",BookRestaurant
book a  restaurant  for  seven  in  Sudan,Book a restaurant for seven people in Sudan.,"['restaurant || restaurant_type', 'seven || party_size_number', 'Sudan || country']",BookRestaurant
I want to book a  restaurant  in  Federated States Of Micronesia   1 hour from now .,I would like to book a restaurant in the Federated States of Micronesia in 1 hour.,"['restaurant || restaurant_type', 'Federated States Of Micronesia || state', '1 hour from now || timeRange']",BookRestaurant
I want to book a  restaurant  in  Federated States Of Micronesia   1 hour from now .,I want to book a restaurant in the Federated States of Micronesia in 1 hour.,"['restaurant || restaurant_type', 'Federated States Of Micronesia || state', '1 hour from now || timeRange']",BookRestaurant
I want to book a  restaurant  in  Federated States Of Micronesia   1 hour from now .,I would like to book a restaurant in the Federated States of Micronesia in one hour.,"['restaurant || restaurant_type', 'Federated States Of Micronesia || state', '1 hour from now || timeRange']",BookRestaurant
I want to book a  restaurant  in  Federated States Of Micronesia   1 hour from now .,I would like to book a restaurant in the Federated States of Micronesia in an hour.,"['restaurant || restaurant_type', 'Federated States Of Micronesia || state', '1 hour from now || timeRange']",BookRestaurant
I want to book a  restaurant  in  Federated States Of Micronesia   1 hour from now .,I would like to book a restaurant in the Federated States of Micronesia within 1 hour.,"['restaurant || restaurant_type', 'Federated States Of Micronesia || state', '1 hour from now || timeRange']",BookRestaurant
I want to book a  restaurant  in  Federated States Of Micronesia   1 hour from now .,I want to book a restaurant in the Federated States of Micronesia in one hour.,"['restaurant || restaurant_type', 'Federated States Of Micronesia || state', '1 hour from now || timeRange']",BookRestaurant
I want to book a  restaurant  in  Federated States Of Micronesia   1 hour from now .,I want to book a restaurant in the Federated States of Micronesia in an hour.,"['restaurant || restaurant_type', 'Federated States Of Micronesia || state', '1 hour from now || timeRange']",BookRestaurant
I want to book a  restaurant  in  Federated States Of Micronesia   1 hour from now .,I would like to book a restaurant in the Federated States of Micronesia within an hour.,"['restaurant || restaurant_type', 'Federated States Of Micronesia || state', '1 hour from now || timeRange']",BookRestaurant
I want to book a  restaurant  in  Federated States Of Micronesia   1 hour from now .,I would like to book a restaurant in the Federated States of Micronesia within one hour.,"['restaurant || restaurant_type', 'Federated States Of Micronesia || state', '1 hour from now || timeRange']",BookRestaurant
I want to book a  restaurant  in  Federated States Of Micronesia   1 hour from now .,I want to book a restaurant in the Federated States of Micronesia within 1 hour.,"['restaurant || restaurant_type', 'Federated States Of Micronesia || state', '1 hour from now || timeRange']",BookRestaurant
Book me a  restaurant  reservation for a party of  8   ten hours from now,Book me a restaurant reservation for a party of 8 in ten hours,"['restaurant || restaurant_type', '8 || party_size_number', 'ten hours from now || timeRange']",BookRestaurant
Book me a  restaurant  reservation for a party of  8   ten hours from now,Book Me a Restaurant Reservation for a Party of 8 in Ten Hours,"['restaurant || restaurant_type', '8 || party_size_number', 'ten hours from now || timeRange']",BookRestaurant
Book me a  restaurant  reservation for a party of  8   ten hours from now,Book me a restaurant reservation for a party of 8 in 10 hours,"['restaurant || restaurant_type', '8 || party_size_number', 'ten hours from now || timeRange']",BookRestaurant
Book me a  restaurant  reservation for a party of  8   ten hours from now,Book me a restaurant reservation for a party of eight in ten hours,"['restaurant || restaurant_type', '8 || party_size_number', 'ten hours from now || timeRange']",BookRestaurant
Book me a  restaurant  reservation for a party of  8   ten hours from now,Book me a restaurant reservation for a party of 8 in ten hours.,"['restaurant || restaurant_type', '8 || party_size_number', 'ten hours from now || timeRange']",BookRestaurant
Book me a  restaurant  reservation for a party of  8   ten hours from now,Book a restaurant reservation for a party of 8 in ten hours,"['restaurant || restaurant_type', '8 || party_size_number', 'ten hours from now || timeRange']",BookRestaurant
Book me a  restaurant  reservation for a party of  8   ten hours from now,Reserve me a restaurant reservation for a party of 8 in ten hours,"['restaurant || restaurant_type', '8 || party_size_number', 'ten hours from now || timeRange']",BookRestaurant
Book me a  restaurant  reservation for a party of  8   ten hours from now,book me a restaurant reservation for a party of 8 in ten hours,"['restaurant || restaurant_type', '8 || party_size_number', 'ten hours from now || timeRange']",BookRestaurant
Book me a  restaurant  reservation for a party of  8   ten hours from now,Booking me a restaurant reservation for a party of 8 in ten hours,"['restaurant || restaurant_type', '8 || party_size_number', 'ten hours from now || timeRange']",BookRestaurant
Book me a  restaurant  reservation for a party of  8   ten hours from now,Book me a restaurant reservation for a party of 8 in ten hours!,"['restaurant || restaurant_type', '8 || party_size_number', 'ten hours from now || timeRange']",BookRestaurant
"I want to book  Ribera Steakhouse  in  Sint Maarten  for  tamra, desiree and lesley .","I would like to book the Ribera Steakhouse in Sint Maarten for Tamra, Desiree and Lesley.","['Ribera Steakhouse || restaurant_name', 'Sint Maarten || country', 'tamra, desiree and lesley || party_size_description']",BookRestaurant
"I want to book  Ribera Steakhouse  in  Sint Maarten  for  tamra, desiree and lesley .","I want to book the Ribera Steakhouse in Sint Maarten for Tamra, Desiree and Lesley.","['Ribera Steakhouse || restaurant_name', 'Sint Maarten || country', 'tamra, desiree and lesley || party_size_description']",BookRestaurant
"I want to book  Ribera Steakhouse  in  Sint Maarten  for  tamra, desiree and lesley .","I would like to book Ribera Steakhouse in Sint Maarten for Tamra, Desiree and Lesley.","['Ribera Steakhouse || restaurant_name', 'Sint Maarten || country', 'tamra, desiree and lesley || party_size_description']",BookRestaurant
"I want to book  Ribera Steakhouse  in  Sint Maarten  for  tamra, desiree and lesley .","I'd like to book the Ribera Steakhouse in Sint Maarten for Tamra, Desiree and Lesley.","['Ribera Steakhouse || restaurant_name', 'Sint Maarten || country', 'tamra, desiree and lesley || party_size_description']",BookRestaurant
"I want to book  Ribera Steakhouse  in  Sint Maarten  for  tamra, desiree and lesley .","I want to book Ribera Steakhouse in Sint Maarten for Tamra, Desiree and Lesley.","['Ribera Steakhouse || restaurant_name', 'Sint Maarten || country', 'tamra, desiree and lesley || party_size_description']",BookRestaurant
"I want to book  Ribera Steakhouse  in  Sint Maarten  for  tamra, desiree and lesley .","I would like to book the Ribera Steakhouse at Sint Maarten for Tamra, Desiree and Lesley.","['Ribera Steakhouse || restaurant_name', 'Sint Maarten || country', 'tamra, desiree and lesley || party_size_description']",BookRestaurant
"I want to book  Ribera Steakhouse  in  Sint Maarten  for  tamra, desiree and lesley .","d like to book the Ribera Steakhouse in Sint Maarten for Tamra, Desiree and Lesley.","['Ribera Steakhouse || restaurant_name', 'Sint Maarten || country', 'tamra, desiree and lesley || party_size_description']",BookRestaurant
"I want to book  Ribera Steakhouse  in  Sint Maarten  for  tamra, desiree and lesley .","I would like to book the Ribera Steakhouse in Sint Maarten for Tamra, Desiree, and Lesley.","['Ribera Steakhouse || restaurant_name', 'Sint Maarten || country', 'tamra, desiree and lesley || party_size_description']",BookRestaurant
"I want to book  Ribera Steakhouse  in  Sint Maarten  for  tamra, desiree and lesley .","I want to book the Ribera Steakhouse at Sint Maarten for Tamra, Desiree and Lesley.","['Ribera Steakhouse || restaurant_name', 'Sint Maarten || country', 'tamra, desiree and lesley || party_size_description']",BookRestaurant
"I want to book  Ribera Steakhouse  in  Sint Maarten  for  tamra, desiree and lesley .","I want to book the Ribera Steakhouse in Sint Maarten for Tamra, Desiree, and Lesley.","['Ribera Steakhouse || restaurant_name', 'Sint Maarten || country', 'tamra, desiree and lesley || party_size_description']",BookRestaurant
"book a table for  me and bettye  at  Washington, D.C. Jewish Community Center  in  Montana","Book a table for me and bettye in Washington, D.C. Jewish Community Center in Montana","['me and bettye || party_size_description', 'Washington, D.C. Jewish Community Center || restaurant_name', 'Montana || state']",BookRestaurant
"book a table for  me and bettye  at  Washington, D.C. Jewish Community Center  in  Montana","Book a table for me and bettye at Washington, D.C. Jewish Community Center in Montana","['me and bettye || party_size_description', 'Washington, D.C. Jewish Community Center || restaurant_name', 'Montana || state']",BookRestaurant
"book a table for  me and bettye  at  Washington, D.C. Jewish Community Center  in  Montana","Book a table for me and bettye at the Washington, D.C. Jewish Community Center in Montana","['me and bettye || party_size_description', 'Washington, D.C. Jewish Community Center || restaurant_name', 'Montana || state']",BookRestaurant
"book a table for  me and bettye  at  Washington, D.C. Jewish Community Center  in  Montana","Book a table for me, and bettye in Washington, D.C. Jewish Community Center in Montana","['me and bettye || party_size_description', 'Washington, D.C. Jewish Community Center || restaurant_name', 'Montana || state']",BookRestaurant
"book a table for  me and bettye  at  Washington, D.C. Jewish Community Center  in  Montana","Book a table for me and bettye in the Washington, D.C. Jewish Community Center in Montana","['me and bettye || party_size_description', 'Washington, D.C. Jewish Community Center || restaurant_name', 'Montana || state']",BookRestaurant
"book a table for  me and bettye  at  Washington, D.C. Jewish Community Center  in  Montana","Book a table for me and bettye in Washington, D.C. Jewish community center in Montana","['me and bettye || party_size_description', 'Washington, D.C. Jewish Community Center || restaurant_name', 'Montana || state']",BookRestaurant
"book a table for  me and bettye  at  Washington, D.C. Jewish Community Center  in  Montana","Book a table for me and bettye in Washington, DC Jewish Community Center in Montana","['me and bettye || party_size_description', 'Washington, D.C. Jewish Community Center || restaurant_name', 'Montana || state']",BookRestaurant
"book a table for  me and bettye  at  Washington, D.C. Jewish Community Center  in  Montana","Book a table for me and bettye in Washington, D.C. Jewish Community Center in Montana.","['me and bettye || party_size_description', 'Washington, D.C. Jewish Community Center || restaurant_name', 'Montana || state']",BookRestaurant
"book a table for  me and bettye  at  Washington, D.C. Jewish Community Center  in  Montana",Book a table for me and bettye in Washington D.C. Jewish Community Center in Montana,"['me and bettye || party_size_description', 'Washington, D.C. Jewish Community Center || restaurant_name', 'Montana || state']",BookRestaurant
"book a table for  me and bettye  at  Washington, D.C. Jewish Community Center  in  Montana","Book a table for me and bettye in Washington, D.C Jewish Community Center in Montana","['me and bettye || party_size_description', 'Washington, D.C. Jewish Community Center || restaurant_name', 'Montana || state']",BookRestaurant
Book a reservation for  3  at  Union Square Cafe,Book a reservation for 3 people at the Union Square Cafe,"['3 || party_size_number', 'Union Square Cafe || restaurant_name']",BookRestaurant
Book a reservation for  3  at  Union Square Cafe,Book a reservation for 3 people at Union Square Cafe,"['3 || party_size_number', 'Union Square Cafe || restaurant_name']",BookRestaurant
Book a reservation for  3  at  Union Square Cafe,Book a reservation for 3 at the Union Square Cafe,"['3 || party_size_number', 'Union Square Cafe || restaurant_name']",BookRestaurant
Book a reservation for  3  at  Union Square Cafe,Book a 3-person reservation at the Union Square Cafe,"['3 || party_size_number', 'Union Square Cafe || restaurant_name']",BookRestaurant
Book a reservation for  3  at  Union Square Cafe,Book a 3-person reservation at Union Square Cafe,"['3 || party_size_number', 'Union Square Cafe || restaurant_name']",BookRestaurant
Book a reservation for  3  at  Union Square Cafe,Book a reservation for 3 at Union Square Cafe,"['3 || party_size_number', 'Union Square Cafe || restaurant_name']",BookRestaurant
Book a reservation for  3  at  Union Square Cafe,Book a reservation for 3 persons at the Union Square Cafe,"['3 || party_size_number', 'Union Square Cafe || restaurant_name']",BookRestaurant
Book a reservation for  3  at  Union Square Cafe,Book a 3 person reservation at the Union Square Cafe,"['3 || party_size_number', 'Union Square Cafe || restaurant_name']",BookRestaurant
Book a reservation for  3  at  Union Square Cafe,Book a reservation for 3 people in the Union Square Cafe,"['3 || party_size_number', 'Union Square Cafe || restaurant_name']",BookRestaurant
Book a reservation for  3  at  Union Square Cafe,Book a 3 person reservation at Union Square Cafe,"['3 || party_size_number', 'Union Square Cafe || restaurant_name']",BookRestaurant
I want to book a  restaurant   close  by  my girlfriend's work location  on  11/22/2038 .,I would like to book a restaurant near my girlfriend's workplace on 22.11.2038.,"['restaurant || restaurant_type', 'close || spatial_relation', ""my girlfriend's work location || poi"", '11/22/2038 || timeRange']",BookRestaurant
I want to book a  restaurant   close  by  my girlfriend's work location  on  11/22/2038 .,I would like to book a restaurant near my girlfriend's workplace on 22 / 11 / 2038.,"['restaurant || restaurant_type', 'close || spatial_relation', ""my girlfriend's work location || poi"", '11/22/2038 || timeRange']",BookRestaurant
I want to book a  restaurant   close  by  my girlfriend's work location  on  11/22/2038 .,I would like to book a restaurant near my girlfriend's workplace on 22 November 2038.,"['restaurant || restaurant_type', 'close || spatial_relation', ""my girlfriend's work location || poi"", '11/22/2038 || timeRange']",BookRestaurant
I want to book a  restaurant   close  by  my girlfriend's work location  on  11/22/2038 .,"I would like to book a restaurant near my girlfriend's workplace on November 22, 2038.","['restaurant || restaurant_type', 'close || spatial_relation', ""my girlfriend's work location || poi"", '11/22/2038 || timeRange']",BookRestaurant
I want to book a  restaurant   close  by  my girlfriend's work location  on  11/22/2038 .,I want to book a restaurant near my girlfriend's workplace on 22.11.2038.,"['restaurant || restaurant_type', 'close || spatial_relation', ""my girlfriend's work location || poi"", '11/22/2038 || timeRange']",BookRestaurant
I want to book a  restaurant   close  by  my girlfriend's work location  on  11/22/2038 .,I would like to book a restaurant close to my girlfriend's workplace on 22.11.2038.,"['restaurant || restaurant_type', 'close || spatial_relation', ""my girlfriend's work location || poi"", '11/22/2038 || timeRange']",BookRestaurant
I want to book a  restaurant   close  by  my girlfriend's work location  on  11/22/2038 .,I want to book a restaurant near my girlfriend's workplace on 22 / 11 / 2038.,"['restaurant || restaurant_type', 'close || spatial_relation', ""my girlfriend's work location || poi"", '11/22/2038 || timeRange']",BookRestaurant
I want to book a  restaurant   close  by  my girlfriend's work location  on  11/22/2038 .,I would like to book a restaurant close to my girlfriend's workplace on 22 / 11 / 2038.,"['restaurant || restaurant_type', 'close || spatial_relation', ""my girlfriend's work location || poi"", '11/22/2038 || timeRange']",BookRestaurant
I want to book a  restaurant   close  by  my girlfriend's work location  on  11/22/2038 .,"I want to book a restaurant near my girlfriend's workplace on November 22, 2038.","['restaurant || restaurant_type', 'close || spatial_relation', ""my girlfriend's work location || poi"", '11/22/2038 || timeRange']",BookRestaurant
I want to book a  restaurant   close  by  my girlfriend's work location  on  11/22/2038 .,I would like to book a restaurant near my girlfriend's place of work on 22.11.2038.,"['restaurant || restaurant_type', 'close || spatial_relation', ""my girlfriend's work location || poi"", '11/22/2038 || timeRange']",BookRestaurant
need a table for  2  in  Kuwait,need a table for 2 in Kuwait,"['2 || party_size_number', 'Kuwait || country']",BookRestaurant
need a table for  2  in  Kuwait,Need a table for 2 in Kuwait,"['2 || party_size_number', 'Kuwait || country']",BookRestaurant
need a table for  2  in  Kuwait,need a table for two in Kuwait,"['2 || party_size_number', 'Kuwait || country']",BookRestaurant
need a table for  2  in  Kuwait,Need a table for two in Kuwait,"['2 || party_size_number', 'Kuwait || country']",BookRestaurant
need a table for  2  in  Kuwait,need a table for 2 in Kuwait.,"['2 || party_size_number', 'Kuwait || country']",BookRestaurant
need a table for  2  in  Kuwait,Need a Table for 2 in Kuwait,"['2 || party_size_number', 'Kuwait || country']",BookRestaurant
need a table for  2  in  Kuwait,Need a table for 2 in Kuwait.,"['2 || party_size_number', 'Kuwait || country']",BookRestaurant
need a table for  2  in  Kuwait,Need a table for 2 in Kuwait?,"['2 || party_size_number', 'Kuwait || country']",BookRestaurant
need a table for  2  in  Kuwait,needing a table for 2 in Kuwait,"['2 || party_size_number', 'Kuwait || country']",BookRestaurant
need a table for  2  in  Kuwait,needs a table for 2 in Kuwait,"['2 || party_size_number', 'Kuwait || country']",BookRestaurant
I want to book a  restaurant   in 1 day  for  me and my boyfriend .,I want to book a restaurant for me and my boyfriend in one day.,"['restaurant || restaurant_type', 'in 1 day || timeRange', 'me and my boyfriend || party_size_description']",BookRestaurant
I want to book a  restaurant   in 1 day  for  me and my boyfriend .,I would like to book a restaurant for me and my boyfriend in one day.,"['restaurant || restaurant_type', 'in 1 day || timeRange', 'me and my boyfriend || party_size_description']",BookRestaurant
I want to book a  restaurant   in 1 day  for  me and my boyfriend .,I would like to book a restaurant for myself and my boyfriend in one day.,"['restaurant || restaurant_type', 'in 1 day || timeRange', 'me and my boyfriend || party_size_description']",BookRestaurant
I want to book a  restaurant   in 1 day  for  me and my boyfriend .,I want to book a restaurant for myself and my boyfriend in one day.,"['restaurant || restaurant_type', 'in 1 day || timeRange', 'me and my boyfriend || party_size_description']",BookRestaurant
I want to book a  restaurant   in 1 day  for  me and my boyfriend .,I would like to book a restaurant for me and my friend in one day.,"['restaurant || restaurant_type', 'in 1 day || timeRange', 'me and my boyfriend || party_size_description']",BookRestaurant
I want to book a  restaurant   in 1 day  for  me and my boyfriend .,I want to book a restaurant for me and my friend in one day.,"['restaurant || restaurant_type', 'in 1 day || timeRange', 'me and my boyfriend || party_size_description']",BookRestaurant
I want to book a  restaurant   in 1 day  for  me and my boyfriend .,I would like to book a restaurant for myself and my friend in one day.,"['restaurant || restaurant_type', 'in 1 day || timeRange', 'me and my boyfriend || party_size_description']",BookRestaurant
I want to book a  restaurant   in 1 day  for  me and my boyfriend .,I want to book a restaurant for my boyfriend and me in one day.,"['restaurant || restaurant_type', 'in 1 day || timeRange', 'me and my boyfriend || party_size_description']",BookRestaurant
I want to book a  restaurant   in 1 day  for  me and my boyfriend .,I would like to book a restaurant for my boyfriend and me in one day.,"['restaurant || restaurant_type', 'in 1 day || timeRange', 'me and my boyfriend || party_size_description']",BookRestaurant
I want to book a  restaurant   in 1 day  for  me and my boyfriend .,I want to book a restaurant for myself and my friend in one day.,"['restaurant || restaurant_type', 'in 1 day || timeRange', 'me and my boyfriend || party_size_description']",BookRestaurant
Want to book a table at a  restaurant  in  Samoa,Would you like to book a table in a restaurant in Samoa?,"['restaurant || restaurant_type', 'Samoa || country']",BookRestaurant
Want to book a table at a  restaurant  in  Samoa,Would you like to book a table at a restaurant in Samoa?,"['restaurant || restaurant_type', 'Samoa || country']",BookRestaurant
Want to book a table at a  restaurant  in  Samoa,Do you want to book a table in a restaurant in Samoa?,"['restaurant || restaurant_type', 'Samoa || country']",BookRestaurant
Want to book a table at a  restaurant  in  Samoa,Want to book a table in a restaurant in Samoa?,"['restaurant || restaurant_type', 'Samoa || country']",BookRestaurant
Want to book a table at a  restaurant  in  Samoa,Do you want to book a table at a restaurant in Samoa?,"['restaurant || restaurant_type', 'Samoa || country']",BookRestaurant
Want to book a table at a  restaurant  in  Samoa,Want to book a table at a restaurant in Samoa?,"['restaurant || restaurant_type', 'Samoa || country']",BookRestaurant
Want to book a table at a  restaurant  in  Samoa,Would you like to book a table in a Samoan restaurant?,"['restaurant || restaurant_type', 'Samoa || country']",BookRestaurant
Want to book a table at a  restaurant  in  Samoa,Do you wish to book a table in a restaurant in Samoa?,"['restaurant || restaurant_type', 'Samoa || country']",BookRestaurant
Want to book a table at a  restaurant  in  Samoa,Do you wish to book a table at a restaurant in Samoa?,"['restaurant || restaurant_type', 'Samoa || country']",BookRestaurant
Want to book a table at a  restaurant  in  Samoa,Would you like to reserve a table in a restaurant in Samoa?,"['restaurant || restaurant_type', 'Samoa || country']",BookRestaurant
I want to book a  restaurant  in  Cooperdale  for  five  people.,I would like to book a restaurant in Cooperdale for five people.,"['restaurant || restaurant_type', 'Cooperdale || city', 'five || party_size_number']",BookRestaurant
I want to book a  restaurant  in  Cooperdale  for  five  people.,I want to book a restaurant in Cooperdale for five people.,"['restaurant || restaurant_type', 'Cooperdale || city', 'five || party_size_number']",BookRestaurant
I want to book a  restaurant  in  Cooperdale  for  five  people.,d like to book a restaurant in Cooperdale for five people.,"['restaurant || restaurant_type', 'Cooperdale || city', 'five || party_size_number']",BookRestaurant
I want to book a  restaurant  in  Cooperdale  for  five  people.,I would like to book a restaurant in Cooperdale for five.,"['restaurant || restaurant_type', 'Cooperdale || city', 'five || party_size_number']",BookRestaurant
I want to book a  restaurant  in  Cooperdale  for  five  people.,I'd like to book a restaurant in Cooperdale for five people.,"['restaurant || restaurant_type', 'Cooperdale || city', 'five || party_size_number']",BookRestaurant
I want to book a  restaurant  in  Cooperdale  for  five  people.,I would like to book a restaurant in Cooperdale that can accommodate five people.,"['restaurant || restaurant_type', 'Cooperdale || city', 'five || party_size_number']",BookRestaurant
I want to book a  restaurant  in  Cooperdale  for  five  people.,I would like to book a restaurant in Cooperdale for 5 people.,"['restaurant || restaurant_type', 'Cooperdale || city', 'five || party_size_number']",BookRestaurant
I want to book a  restaurant  in  Cooperdale  for  five  people.,I want to book a restaurant in Cooperdale for five.,"['restaurant || restaurant_type', 'Cooperdale || city', 'five || party_size_number']",BookRestaurant
I want to book a  restaurant  in  Cooperdale  for  five  people.,I would like to book a restaurant in Cooperdale for five persons.,"['restaurant || restaurant_type', 'Cooperdale || city', 'five || party_size_number']",BookRestaurant
I want to book a  restaurant  in  Cooperdale  for  five  people.,I want to book a restaurant in Cooperdale that can accommodate five people.,"['restaurant || restaurant_type', 'Cooperdale || city', 'five || party_size_number']",BookRestaurant
Book spot in  twelve hours nineteen minutes and seven seconds from now  at a  cafe  that serves  molise,"Book in twelve hours, nineteen minutes and seven seconds at a cafe serving Molise","['twelve hours nineteen minutes and seven seconds from now || timeRange', 'cafe || restaurant_type', 'molise || cuisine']",BookRestaurant
Book spot in  twelve hours nineteen minutes and seven seconds from now  at a  cafe  that serves  molise,"Book in twelve hours, nineteen minutes and seven seconds at a cafe that serves Molise","['twelve hours nineteen minutes and seven seconds from now || timeRange', 'cafe || restaurant_type', 'molise || cuisine']",BookRestaurant
Book spot in  twelve hours nineteen minutes and seven seconds from now  at a  cafe  that serves  molise,"Book in twelve hours, nineteen minutes and seven seconds at a café that serves Molise","['twelve hours nineteen minutes and seven seconds from now || timeRange', 'cafe || restaurant_type', 'molise || cuisine']",BookRestaurant
Book spot in  twelve hours nineteen minutes and seven seconds from now  at a  cafe  that serves  molise,"Book in twelve hours, nineteen minutes and seven seconds at a café serving Molise","['twelve hours nineteen minutes and seven seconds from now || timeRange', 'cafe || restaurant_type', 'molise || cuisine']",BookRestaurant
Book spot in  twelve hours nineteen minutes and seven seconds from now  at a  cafe  that serves  molise,"Book in twelve hours, nineteen minutes and seven seconds in a cafe that serves Molise","['twelve hours nineteen minutes and seven seconds from now || timeRange', 'cafe || restaurant_type', 'molise || cuisine']",BookRestaurant
Book spot in  twelve hours nineteen minutes and seven seconds from now  at a  cafe  that serves  molise,"Book in twelve hours, nineteen minutes and seven seconds in a café that serves Molise","['twelve hours nineteen minutes and seven seconds from now || timeRange', 'cafe || restaurant_type', 'molise || cuisine']",BookRestaurant
Book spot in  twelve hours nineteen minutes and seven seconds from now  at a  cafe  that serves  molise,"Book in twelve hours, nineteen minutes and seven seconds in a cafe serving Molise","['twelve hours nineteen minutes and seven seconds from now || timeRange', 'cafe || restaurant_type', 'molise || cuisine']",BookRestaurant
Book spot in  twelve hours nineteen minutes and seven seconds from now  at a  cafe  that serves  molise,"Book in twelve hours, nineteen minutes and seven seconds at a coffee shop that serves Molise","['twelve hours nineteen minutes and seven seconds from now || timeRange', 'cafe || restaurant_type', 'molise || cuisine']",BookRestaurant
Book spot in  twelve hours nineteen minutes and seven seconds from now  at a  cafe  that serves  molise,"Book in twelve hours, nineteen minutes and seven seconds in a café serving Molise","['twelve hours nineteen minutes and seven seconds from now || timeRange', 'cafe || restaurant_type', 'molise || cuisine']",BookRestaurant
Book spot in  twelve hours nineteen minutes and seven seconds from now  at a  cafe  that serves  molise,"Book in twelve hours, nineteen minutes and seven seconds at a coffee shop serving Molise","['twelve hours nineteen minutes and seven seconds from now || timeRange', 'cafe || restaurant_type', 'molise || cuisine']",BookRestaurant
Book me a reservation for  Ad Hoc  in  Brazil  for a party of  7,Book me an ad hoc reservation in Brazil for a group of 7 people,"['Ad Hoc || restaurant_name', 'Brazil || country', '7 || party_size_number']",BookRestaurant
Book me a reservation for  Ad Hoc  in  Brazil  for a party of  7,Book me a reservation for Ad Hoc in Brazil for a group of 7 people,"['Ad Hoc || restaurant_name', 'Brazil || country', '7 || party_size_number']",BookRestaurant
Book me a reservation for  Ad Hoc  in  Brazil  for a party of  7,Book a reservation for Ad Hoc in Brazil for a group of 7 people,"['Ad Hoc || restaurant_name', 'Brazil || country', '7 || party_size_number']",BookRestaurant
Book me a reservation for  Ad Hoc  in  Brazil  for a party of  7,Book me an Ad Hoc reservation in Brazil for a group of 7 people,"['Ad Hoc || restaurant_name', 'Brazil || country', '7 || party_size_number']",BookRestaurant
Book me a reservation for  Ad Hoc  in  Brazil  for a party of  7,Make an ad hoc reservation in Brazil for a group of 7 people,"['Ad Hoc || restaurant_name', 'Brazil || country', '7 || party_size_number']",BookRestaurant
Book me a reservation for  Ad Hoc  in  Brazil  for a party of  7,Book me a reservation for Ad Hoc in Brazil for a group of 7 persons,"['Ad Hoc || restaurant_name', 'Brazil || country', '7 || party_size_number']",BookRestaurant
Book me a reservation for  Ad Hoc  in  Brazil  for a party of  7,Book me an ad hoc reservation in Brazil for a group of 7 persons,"['Ad Hoc || restaurant_name', 'Brazil || country', '7 || party_size_number']",BookRestaurant
Book me a reservation for  Ad Hoc  in  Brazil  for a party of  7,Book me a reservation for ad hoc in Brazil for a group of 7 people,"['Ad Hoc || restaurant_name', 'Brazil || country', '7 || party_size_number']",BookRestaurant
Book me a reservation for  Ad Hoc  in  Brazil  for a party of  7,Make a reservation for Ad Hoc in Brazil for a group of 7 people,"['Ad Hoc || restaurant_name', 'Brazil || country', '7 || party_size_number']",BookRestaurant
