utterance,paraphrase,list_of_slots,intent
what is the forecast for  Wyoming  starting at  14,Which is the forecast for Wyoming starting at 14,"['Wyoming || state', '14 || timeRange']",GetWeather
What's the  snowfall  in  Malawi ?,What is the snowfall of Malawi,"['snowfall || condition_description', 'Malawi || country']",GetWeather
What's the  snowfall  in  Malawi ?,What is the snowfall of Malawi.,"['snowfall || condition_description', 'Malawi || country']",GetWeather
What's the  snowfall  in  Malawi ?,What is the snowfall of Malawi?,"['snowfall || condition_description', 'Malawi || country']",GetWeather
What's the  snowfall  in  Malawi ?,What is the snowfall in Malaysia?,"['snowfall || condition_description', 'Malawi || country']",GetWeather
What's the  snowfall  in  Malawi ?,What is the snowfall on Malawi?,"['snowfall || condition_description', 'Malawi || country']",GetWeather
When will there be a  cloud  in  Australia ?,When will there ever be a cloud in Australia?,"['cloud || condition_description', 'Australia || country']",GetWeather
When will there be a  cloud  in  Australia ?,When will there be any cloud in Australia?,"['cloud || condition_description', 'Australia || country']",GetWeather
When will there be a  cloud  in  Australia ?,When will there be cloud in Australia?,"['cloud || condition_description', 'Australia || country']",GetWeather
When will there be a  cloud  in  Australia ?,When'll there be a cloud in Australia?,"['cloud || condition_description', 'Australia || country']",GetWeather
When will there be a  cloud  in  Australia ?,When will there be a cloud in Australia?,"['cloud || condition_description', 'Australia || country']",GetWeather
What is the weather forecast for  Koszta,Weather forecast for Kosta,['Koszta || city'],GetWeather
What is the weather forecast for  Koszta,Weather forecasts for Kosta,['Koszta || city'],GetWeather
What is the weather forecast for  Koszta,What the weather forecast is for Kosta,['Koszta || city'],GetWeather
What is the weather forecast for  Koszta,What is the weather forecast for Kosta?,['Koszta || city'],GetWeather
What is the weather forecast for  Koszta,What is the weather forecast for Kosta,['Koszta || city'],GetWeather
what is the forecast for  here  and for  nearby,which is the forecast for here and nearby,"['here || current_location', 'nearby || spatial_relation']",GetWeather
what is the forecast for  here  and for  nearby,What is the forecast for here and nearby,"['here || current_location', 'nearby || spatial_relation']",GetWeather
what is the forecast for  here  and for  nearby,what is the forecast for here and nearby,"['here || current_location', 'nearby || spatial_relation']",GetWeather
what is the forecast for  here  and for  nearby,what the forecast is for here and nearby,"['here || current_location', 'nearby || spatial_relation']",GetWeather
what is the forecast for  here  and for  nearby,what are the forecasts for here and nearby,"['here || current_location', 'nearby || spatial_relation']",GetWeather
Tell me when  sunrise  is in  Tennessee,Tell me when the sun is rising in Tennessee.,"['sunrise || timeRange', 'Tennessee || state']",GetWeather
Tell me when  sunrise  is in  Tennessee,Tell me when the sun is rising in Tennessee,"['sunrise || timeRange', 'Tennessee || state']",GetWeather
Tell me when  sunrise  is in  Tennessee,Tell you when the sun is rising in Tennessee,"['sunrise || timeRange', 'Tennessee || state']",GetWeather
Tell me when  sunrise  is in  Tennessee,Tells me when the sun is rising in Tennessee,"['sunrise || timeRange', 'Tennessee || state']",GetWeather
Tell me when  sunrise  is in  Tennessee,Tell us when the sun is rising in Tennessee,"['sunrise || timeRange', 'Tennessee || state']",GetWeather
Will there be  wind  in  Hornitos   DC ?,Will there are winds in Hornitos?,"['wind || condition_description', 'Hornitos || city', 'DC || state']",GetWeather
Will there be  wind  in  Hornitos   DC ?,Will there are winds in HornitosDC?,"['wind || condition_description', 'Hornitos || city', 'DC || state']",GetWeather
Will there be  wind  in  Hornitos   DC ?,Will there are winds at Hornitos DC?,"['wind || condition_description', 'Hornitos || city', 'DC || state']",GetWeather
Will there be  wind  in  Hornitos   DC ?,"Will there are winds in Hornitos, DC?","['wind || condition_description', 'Hornitos || city', 'DC || state']",GetWeather
Will there be  wind  in  Hornitos   DC ?,Will there are winds in Hornitos DC?,"['wind || condition_description', 'Hornitos || city', 'DC || state']",GetWeather
Will it be  warmer  in  MT ?,Will it become warmer in Mt?,"['warmer || condition_temperature', 'MT || state']",GetWeather
Will it be  warmer  in  MT ?,Will it be warmer in MT?,"['warmer || condition_temperature', 'MT || state']",GetWeather
Will it be  warmer  in  MT ?,Would it be warmer in MT?,"['warmer || condition_temperature', 'MT || state']",GetWeather
Will it be  warmer  in  MT ?,Will it become warmer in MT?,"['warmer || condition_temperature', 'MT || state']",GetWeather
Will it be  warmer  in  MT ?,Will it get warmer in MT?,"['warmer || condition_temperature', 'MT || state']",GetWeather
Will the weather be  freezing  in  Tennessee ?,Will there be freezing weather in Texas?,"['freezing || condition_temperature', 'Tennessee || state']",GetWeather
Will the weather be  freezing  in  Tennessee ?,Will it be frozen in Tennessee?,"['freezing || condition_temperature', 'Tennessee || state']",GetWeather
Will the weather be  freezing  in  Tennessee ?,Will there be a freezing weather in Tennessee?,"['freezing || condition_temperature', 'Tennessee || state']",GetWeather
Will the weather be  freezing  in  Tennessee ?,Will it be freezing in Tennessee?,"['freezing || condition_temperature', 'Tennessee || state']",GetWeather
Will the weather be  freezing  in  Tennessee ?,Will there be freezing weather in Tennessee?,"['freezing || condition_temperature', 'Tennessee || state']",GetWeather
Is it  warm  at the  current location ?,Is it warm at the present location??,"['warm || condition_temperature', 'current location || current_location']",GetWeather
Is it  warm  at the  current location ?,Is it warm at the present location?,"['warm || condition_temperature', 'current location || current_location']",GetWeather
Is it  warm  at the  current location ?,Is there warmness at the present location?,"['warm || condition_temperature', 'current location || current_location']",GetWeather
Is it  warm  at the  current location ?,Is there warmth at the present location?,"['warm || condition_temperature', 'current location || current_location']",GetWeather
Is it  warm  at the  current location ?,Is it warm at its current location?,"['warm || condition_temperature', 'current location || current_location']",GetWeather
Will it be  hot  at  four  in  Louisiana ?,Will it be hot at four in Louisiana.,"['hot || condition_temperature', 'four || timeRange', 'Louisiana || state']",GetWeather
Will it be  hot  at  four  in  Louisiana ?,Will it be hot at four in Louisiana?,"['hot || condition_temperature', 'four || timeRange', 'Louisiana || state']",GetWeather
Will it be  hot  at  four  in  Louisiana ?,Will it be hot four in Louisiana?,"['hot || condition_temperature', 'four || timeRange', 'Louisiana || state']",GetWeather
Will it be  hot  at  four  in  Louisiana ?,Will heat at four in Louisiana?,"['hot || condition_temperature', 'four || timeRange', 'Louisiana || state']",GetWeather
Will it be  hot  at  four  in  Louisiana ?,Will it be warm at four in Louisiana?,"['hot || condition_temperature', 'four || timeRange', 'Louisiana || state']",GetWeather
When will it be  warmer  in  Benin,When is it warmer in Benin,"['warmer || condition_temperature', 'Benin || country']",GetWeather
When will it be  warmer  in  Benin,When will Benin be warmer?,"['warmer || condition_temperature', 'Benin || country']",GetWeather
When will it be  warmer  in  Benin,When will Benin be warmer,"['warmer || condition_temperature', 'Benin || country']",GetWeather
When will it be  warmer  in  Benin,When will we be warmer in Benin,"['warmer || condition_temperature', 'Benin || country']",GetWeather
When will it be  warmer  in  Benin,When it will be warmer in Benin,"['warmer || condition_temperature', 'Benin || country']",GetWeather
Tell me when  Sunset  is in  New Jersey,"Tell me, when Sunset is New Jersey","['Sunset || timeRange', 'New Jersey || state']",GetWeather
Tell me when  Sunset  is in  New Jersey,Tell Us When Sunset is New Jersey.,"['Sunset || timeRange', 'New Jersey || state']",GetWeather
Tell me when  Sunset  is in  New Jersey,Tell Us When Sunset Is New Jersey,"['Sunset || timeRange', 'New Jersey || state']",GetWeather
Tell me when  Sunset  is in  New Jersey,Tell us when Sunset is New Jersey,"['Sunset || timeRange', 'New Jersey || state']",GetWeather
Tell me when  Sunset  is in  New Jersey,Tell Us When Sunset is New Jersey,"['Sunset || timeRange', 'New Jersey || state']",GetWeather
What is the weather like in  Wakarusa,Which is the weather in Wakarusa,['Wakarusa || city'],GetWeather
What is the weather like in  Wakarusa,What is the weather like in Wakarusa,['Wakarusa || city'],GetWeather
What is the weather like in  Wakarusa,What’s the weather like in Wakarusa,['Wakarusa || city'],GetWeather
What is the weather like in  Wakarusa,What's the weather like in Wakarusa,['Wakarusa || city'],GetWeather
What is the weather like in  Wakarusa,What the weather is like in Wakarusa,['Wakarusa || city'],GetWeather
What's the weather  far  away in  Estonia ?,What is distant weather in Estonia,"['far || spatial_relation', 'Estonia || country']",GetWeather
What's the weather  far  away in  Estonia ?,What is distant weather in Estonia.,"['far || spatial_relation', 'Estonia || country']",GetWeather
What's the weather  far  away in  Estonia ?,What is distant weather in Estonia?.,"['far || spatial_relation', 'Estonia || country']",GetWeather
What's the weather  far  away in  Estonia ?,What is distant weather in Estonia??,"['far || spatial_relation', 'Estonia || country']",GetWeather
What's the weather  far  away in  Estonia ?,What is distant weather in Estonia?,"['far || spatial_relation', 'Estonia || country']",GetWeather
Will there be  wind  in the  District Of Columbia ?,Will there be wind in District of Columbia?,"['wind || condition_description', 'District Of Columbia || state']",GetWeather
Will there be  wind  in the  District Of Columbia ?,Will there be any wind in the District of Columbia?,"['wind || condition_description', 'District Of Columbia || state']",GetWeather
Will there be  wind  in the  District Of Columbia ?,Will there be a wind in the District of Columbia?,"['wind || condition_description', 'District Of Columbia || state']",GetWeather
Will there be  wind  in the  District Of Columbia ?,Are there winds in the District of Columbia?,"['wind || condition_description', 'District Of Columbia || state']",GetWeather
Will there be  wind  in the  District Of Columbia ?,Will there be wind in the District of Columbia?,"['wind || condition_description', 'District Of Columbia || state']",GetWeather
What will the weather be in  Montserrat ?,What will be the weather in Montserrat,['Montserrat || country'],GetWeather
What will the weather be in  Montserrat ?,What will be the weather in Montserrat?:,['Montserrat || country'],GetWeather
What will the weather be in  Montserrat ?,What will be the weather in Montserrat?,['Montserrat || country'],GetWeather
What will the weather be in  Montserrat ?,What will be the climate in Montserrat?,['Montserrat || country'],GetWeather
What will the weather be in  Montserrat ?,What will be the weather for Montserrat?,['Montserrat || country'],GetWeather
When will there be  wind   this year  in  Racine,When is there wind this year in Racine,"['wind || condition_description', 'this year || timeRange', 'Racine || city']",GetWeather
When will there be  wind   this year  in  Racine,When will there be a wind this year in Racine,"['wind || condition_description', 'this year || timeRange', 'Racine || city']",GetWeather
When will there be  wind   this year  in  Racine,When the wind will blow this year in Racine,"['wind || condition_description', 'this year || timeRange', 'Racine || city']",GetWeather
When will there be  wind   this year  in  Racine,When there will be wind this year in Racine,"['wind || condition_description', 'this year || timeRange', 'Racine || city']",GetWeather
When will there be  wind   this year  in  Racine,When will there be wind this year in Racine,"['wind || condition_description', 'this year || timeRange', 'Racine || city']",GetWeather
"Will it be  hot  in  West Union ,  Malaysia","Is it hot in West Union, Malaysia ?","['hot || condition_temperature', 'West Union || city', 'Malaysia || country']",GetWeather
"Will it be  hot  in  West Union ,  Malaysia","Is it hot in West Union, Malaysia.","['hot || condition_temperature', 'West Union || city', 'Malaysia || country']",GetWeather
"Will it be  hot  in  West Union ,  Malaysia","Is it hot in West Union, Malaysia","['hot || condition_temperature', 'West Union || city', 'Malaysia || country']",GetWeather
"Will it be  hot  in  West Union ,  Malaysia","Is it hot in West Union, Malaysia?","['hot || condition_temperature', 'West Union || city', 'Malaysia || country']",GetWeather
"Will it be  hot  in  West Union ,  Malaysia","Is it hot in West Union , Malaysia","['hot || condition_temperature', 'West Union || city', 'Malaysia || country']",GetWeather
Tell me if it will  hail  in  Kyrgyzstan,Tell me whether it will come from Kyrgyzstan.,"['hail || condition_description', 'Kyrgyzstan || country']",GetWeather
Tell me if it will  hail  in  Kyrgyzstan,Tell me whether it will come from Kyrgyzstan,"['hail || condition_description', 'Kyrgyzstan || country']",GetWeather
Tell me if it will  hail  in  Kyrgyzstan,Tell me whether it will harvest from Kyrgyzstan,"['hail || condition_description', 'Kyrgyzstan || country']",GetWeather
Tell me if it will  hail  in  Kyrgyzstan,Tell me whether it will spawn in Kyrgyzstan,"['hail || condition_description', 'Kyrgyzstan || country']",GetWeather
Tell me if it will  hail  in  Kyrgyzstan,Tell me whether it will harvest in Kyrgyzstan,"['hail || condition_description', 'Kyrgyzstan || country']",GetWeather
weather on  september 14  in  Crofton   Ukraine,Weather on September 14 in Kroft Ukraine,"['september 14 || timeRange', 'Crofton || city', 'Ukraine || country']",GetWeather
weather on  september 14  in  Crofton   Ukraine,Weather on September 14 in Croft Ukraine,"['september 14 || timeRange', 'Crofton || city', 'Ukraine || country']",GetWeather
weather on  september 14  in  Crofton   Ukraine,Weather on September 14th in Croft Ukraine,"['september 14 || timeRange', 'Crofton || city', 'Ukraine || country']",GetWeather
weather on  september 14  in  Crofton   Ukraine,Weather on 14 September in Croft Ukraine,"['september 14 || timeRange', 'Crofton || city', 'Ukraine || country']",GetWeather
weather on  september 14  in  Crofton   Ukraine,Weather on the 14th of September in Croft Ukraine,"['september 14 || timeRange', 'Crofton || city', 'Ukraine || country']",GetWeather
Will it be  windy  in  NM ?,Will there be wind in NM.,"['windy || condition_description', 'NM || state']",GetWeather
Will it be  windy  in  NM ?,Will there be wind in NM?,"['windy || condition_description', 'NM || state']",GetWeather
Will it be  windy  in  NM ?,Will there be wind in the NM?,"['windy || condition_description', 'NM || state']",GetWeather
Will it be  windy  in  NM ?,Will the wind blow in NM?,"['windy || condition_description', 'NM || state']",GetWeather
Will it be  windy  in  NM ?,Will it wind in NM?,"['windy || condition_description', 'NM || state']",GetWeather
Will it be  humid  in  Weippe   DC ?,Will it'll be moist in Weippe?,"['humid || condition_description', 'Weippe || city', 'DC || state']",GetWeather
Will it be  humid  in  Weippe   DC ?,Will it be wet in Weippe DC?,"['humid || condition_description', 'Weippe || city', 'DC || state']",GetWeather
Will it be  humid  in  Weippe   DC ?,Will there be moisture in Weippe DC?,"['humid || condition_description', 'Weippe || city', 'DC || state']",GetWeather
Will it be  humid  in  Weippe   DC ?,Would it be moist in Weippe DC?,"['humid || condition_description', 'Weippe || city', 'DC || state']",GetWeather
Will it be  humid  in  Weippe   DC ?,Will it be moist in Weippe DC?,"['humid || condition_description', 'Weippe || city', 'DC || state']",GetWeather
Tell me the weather forecast for  here   in seven years,Tell me weather forecast here in seven years.,"['here || current_location', 'in seven years  || timeRange']",GetWeather
Tell me the weather forecast for  here   in seven years,Tell me weather forecast here in seven years,"['here || current_location', 'in seven years  || timeRange']",GetWeather
Tell me the weather forecast for  here   in seven years,Tell me a weather forecast here in seven years,"['here || current_location', 'in seven years  || timeRange']",GetWeather
Tell me the weather forecast for  here   in seven years,Tell me weather forecast for here in seven years,"['here || current_location', 'in seven years  || timeRange']",GetWeather
Tell me the weather forecast for  here   in seven years,Tell me the weather forecast here in seven years,"['here || current_location', 'in seven years  || timeRange']",GetWeather
what is the forecast starting  next week  in  Guam,What is the prediction beginning next week in Guam,"['next week || timeRange', 'Guam || country']",GetWeather
what is the forecast starting  next week  in  Guam,what is the forecast starting next week in Guam,"['next week || timeRange', 'Guam || country']",GetWeather
what is the forecast starting  next week  in  Guam,What is the forecast starting next week in Guam,"['next week || timeRange', 'Guam || country']",GetWeather
what is the forecast starting  next week  in  Guam,which is the forecast starting next week in Guam,"['next week || timeRange', 'Guam || country']",GetWeather
what is the forecast starting  next week  in  Guam,What is the prediction starting next week in Guam,"['next week || timeRange', 'Guam || country']",GetWeather
Tell me if it will be  foggy  in  Maxwell,Tell me whether it'll be dim in Maxwell.,"['foggy || condition_description', 'Maxwell || city']",GetWeather
Tell me if it will be  foggy  in  Maxwell,Tell me whether it'll be dim in Maxwell,"['foggy || condition_description', 'Maxwell || city']",GetWeather
Tell me if it will be  foggy  in  Maxwell,Tell me whether it's going to be foggy in Maxwell,"['foggy || condition_description', 'Maxwell || city']",GetWeather
Tell me if it will be  foggy  in  Maxwell,Tell me whether it's going to be fog in Maxwell,"['foggy || condition_description', 'Maxwell || city']",GetWeather
Tell me if it will be  foggy  in  Maxwell,Tell me whether it's going to be dim in Maxwell,"['foggy || condition_description', 'Maxwell || city']",GetWeather
Will there be  rain   next year  in  New Hampshire ?,Will It Rain Next Year in New Hampshire??,"['rain || condition_description', 'next year || timeRange', 'New Hampshire || state']",GetWeather
Will there be  rain   next year  in  New Hampshire ?,Will we have rain next year in New Hampshire?,"['rain || condition_description', 'next year || timeRange', 'New Hampshire || state']",GetWeather
Will there be  rain   next year  in  New Hampshire ?,Will it rain next year in New Hampshire?,"['rain || condition_description', 'next year || timeRange', 'New Hampshire || state']",GetWeather
Will there be  rain   next year  in  New Hampshire ?,Will It Rain Next Year in New Hampshire?,"['rain || condition_description', 'next year || timeRange', 'New Hampshire || state']",GetWeather
Will there be  rain   next year  in  New Hampshire ?,Will there be rain next year in New Hampshire?,"['rain || condition_description', 'next year || timeRange', 'New Hampshire || state']",GetWeather
What's the weather in  Almota ?,What is the climate in Almota,['Almota || city'],GetWeather
What's the weather in  Almota ?,What is the climate in Almota?,['Almota || city'],GetWeather
What's the weather in  Almota ?,What Is the Weather in Almota,['Almota || city'],GetWeather
What's the weather in  Almota ?,What Is the Weather in Almota?,['Almota || city'],GetWeather
What's the weather in  Almota ?,What Is the Weather in Almaty?,['Almota || city'],GetWeather
Will the weather be good at  breakfast  in  Bay Harbor Islands,Is the weather good for breakfast in the Bay Harbor,"['breakfast || timeRange', 'Bay Harbor Islands || city']",GetWeather
Will the weather be good at  breakfast  in  Bay Harbor Islands,Is the weather good for breakfast in the Bay Port Islands?,"['breakfast || timeRange', 'Bay Harbor Islands || city']",GetWeather
Will the weather be good at  breakfast  in  Bay Harbor Islands,Is the weather good for breakfast in the Bay Puerto Islands?,"['breakfast || timeRange', 'Bay Harbor Islands || city']",GetWeather
Will the weather be good at  breakfast  in  Bay Harbor Islands,Is the weather good for breakfast in the Bay Harbour Islands?,"['breakfast || timeRange', 'Bay Harbor Islands || city']",GetWeather
Will the weather be good at  breakfast  in  Bay Harbor Islands,Is the weather good for breakfast in the Bay Harbor Islands?,"['breakfast || timeRange', 'Bay Harbor Islands || city']",GetWeather
Please check the weather forecast  near   supper  time  here .,Check out the weather prognosis near dinner time here.,"['near || spatial_relation', 'supper || timeRange', 'here || current_location']",GetWeather
Please check the weather forecast  near   supper  time  here .,Check out the weather prognosis near lunch hour here .,"['near || spatial_relation', 'supper || timeRange', 'here || current_location']",GetWeather
Please check the weather forecast  near   supper  time  here .,Check out the weather prognosis near lunchtime here,"['near || spatial_relation', 'supper || timeRange', 'here || current_location']",GetWeather
Please check the weather forecast  near   supper  time  here .,Check out the weather prognosis near lunchtime here.,"['near || spatial_relation', 'supper || timeRange', 'here || current_location']",GetWeather
Please check the weather forecast  near   supper  time  here .,Check out the weather prognosis near lunchtime here .,"['near || spatial_relation', 'supper || timeRange', 'here || current_location']",GetWeather
What's the weather in  Humarock ?,What is the weather at Humarock,['Humarock || city'],GetWeather
What's the weather in  Humarock ?,What is the weather at Humarock.,['Humarock || city'],GetWeather
What's the weather in  Humarock ?,What is the weather at Humarock?,['Humarock || city'],GetWeather
What's the weather in  Humarock ?,What's the weather at Humarock?,['Humarock || city'],GetWeather
What's the weather in  Humarock ?,What Is the Weather in Humarock?,['Humarock || city'],GetWeather
What's the weather  next september  in the  current location ?,What is the climate next September at the present location?.,"['next september || timeRange', 'current location || current_location']",GetWeather
What's the weather  next september  in the  current location ?,What is the climate next September at the present location??,"['next september || timeRange', 'current location || current_location']",GetWeather
What's the weather  next september  in the  current location ?,What is the climate next September at the present location?,"['next september || timeRange', 'current location || current_location']",GetWeather
What's the weather  next september  in the  current location ?,What is the climate next September at the current site?,"['next september || timeRange', 'current location || current_location']",GetWeather
What's the weather  next september  in the  current location ?,What is the climate next September at the current location?,"['next september || timeRange', 'current location || current_location']",GetWeather
What will the weather be  in a week    near   Unionville Center ?,What's the weather going to be a week away from Unionville Centre?,"['in a week  || timeRange', 'near || spatial_relation', 'Unionville Center || city']",GetWeather
What will the weather be  in a week    near   Unionville Center ?,What's the weather going to be in one week near Unionville Center?,"['in a week  || timeRange', 'near || spatial_relation', 'Unionville Center || city']",GetWeather
What will the weather be  in a week    near   Unionville Center ?,What's the weather going to be in one week near the Unionville Center?,"['in a week  || timeRange', 'near || spatial_relation', 'Unionville Center || city']",GetWeather
What will the weather be  in a week    near   Unionville Center ?,What's the weather going to be for a week around Unionville Center?,"['in a week  || timeRange', 'near || spatial_relation', 'Unionville Center || city']",GetWeather
What will the weather be  in a week    near   Unionville Center ?,What's the weather going to be a week away from Unionville Center?,"['in a week  || timeRange', 'near || spatial_relation', 'Unionville Center || city']",GetWeather
What will the weather be in  Pipe   Venezuela   in 10 years  ?,What will be the weather in Pipeline Venezuela in 10 years?,"['Pipe || city', 'Venezuela || country', 'in 10 years  || timeRange']",GetWeather
What will the weather be in  Pipe   Venezuela   in 10 years  ?,What will be the weather in Pipeline Venezuela in ten years?,"['Pipe || city', 'Venezuela || country', 'in 10 years  || timeRange']",GetWeather
What will the weather be in  Pipe   Venezuela   in 10 years  ?,What will be the weather in Pipeline Venezuela over 10 years?,"['Pipe || city', 'Venezuela || country', 'in 10 years  || timeRange']",GetWeather
What will the weather be in  Pipe   Venezuela   in 10 years  ?,What will be the weather in Pipeline Venezuela within 10 years?,"['Pipe || city', 'Venezuela || country', 'in 10 years  || timeRange']",GetWeather
What will the weather be in  Pipe   Venezuela   in 10 years  ?,What will be the weather in Pipeline Venezuela 10 years from now?,"['Pipe || city', 'Venezuela || country', 'in 10 years  || timeRange']",GetWeather
"What is the weather  now  in  Grand Detour ,  UT",What's the weather right now at Grand Detour,"['now || timeRange', 'Grand Detour || city', 'UT || state']",GetWeather
"What is the weather  now  in  Grand Detour ,  UT","What’s the weather right now in the Grand Detour, UT","['now || timeRange', 'Grand Detour || city', 'UT || state']",GetWeather
"What is the weather  now  in  Grand Detour ,  UT","What's the weather right now in the Grand Detour, UT","['now || timeRange', 'Grand Detour || city', 'UT || state']",GetWeather
"What is the weather  now  in  Grand Detour ,  UT","What's the weather right now at Grand Detour , UT","['now || timeRange', 'Grand Detour || city', 'UT || state']",GetWeather
"What is the weather  now  in  Grand Detour ,  UT","What's the weather right now at Grand Detour, UT","['now || timeRange', 'Grand Detour || city', 'UT || state']",GetWeather
When will it be  temperate  in  Lansford,When it will be temperate at Lansford,"['temperate || condition_temperature', 'Lansford || city']",GetWeather
When will it be  temperate  in  Lansford,When it will be moderate in Lansford,"['temperate || condition_temperature', 'Lansford || city']",GetWeather
When will it be  temperate  in  Lansford,When it will be temperate in Lansford,"['temperate || condition_temperature', 'Lansford || city']",GetWeather
When will it be  temperate  in  Lansford,When it'll be temperate in Lansford,"['temperate || condition_temperature', 'Lansford || city']",GetWeather
When will it be  temperate  in  Lansford,When it will be mild in Lansford,"['temperate || condition_temperature', 'Lansford || city']",GetWeather
Will the weather be  hot  in  Netherlands Antilles ?,Will it be hot in the Netherlands Antilles?,"['hot || condition_temperature', 'Netherlands Antilles || country']",GetWeather
Will the weather be  hot  in  Netherlands Antilles ?,Will it be warm in the Netherlands Antilles?,"['hot || condition_temperature', 'Netherlands Antilles || country']",GetWeather
Will the weather be  hot  in  Netherlands Antilles ?,Will it be hot weather in the Netherlands Antilles?,"['hot || condition_temperature', 'Netherlands Antilles || country']",GetWeather
Will the weather be  hot  in  Netherlands Antilles ?,Will there be warm weather in the Netherlands Antilles?,"['hot || condition_temperature', 'Netherlands Antilles || country']",GetWeather
Will the weather be  hot  in  Netherlands Antilles ?,Will there be hot weather in the Netherlands Antilles?,"['hot || condition_temperature', 'Netherlands Antilles || country']",GetWeather
Is it going to be  colder  in  Bonnie,Will it get colder in Bonnie?,"['colder || condition_temperature', 'Bonnie || city']",GetWeather
Is it going to be  colder  in  Bonnie,Would it be colder in Bonnie?,"['colder || condition_temperature', 'Bonnie || city']",GetWeather
Is it going to be  colder  in  Bonnie,Will it be more cold in Bonnie?,"['colder || condition_temperature', 'Bonnie || city']",GetWeather
Is it going to be  colder  in  Bonnie,Will it be cooler in Bonnie?,"['colder || condition_temperature', 'Bonnie || city']",GetWeather
Is it going to be  colder  in  Bonnie,Will it be colder in Bonnie?,"['colder || condition_temperature', 'Bonnie || city']",GetWeather
What's the weather in the  current place ?,What's the weather at the current location?,['current place || current_location'],GetWeather
What's the weather in the  current place ?,What is the weather at the present location?,['current place || current_location'],GetWeather
What's the weather in the  current place ?,What’s the weather at the current location?,['current place || current_location'],GetWeather
What's the weather in the  current place ?,What is the weather at the present place?,['current place || current_location'],GetWeather
What's the weather in the  current place ?,What is the weather at the current location?,['current place || current_location'],GetWeather
I need the weather  close-by  in  MS,I need weather close by in MS:,"['close-by || spatial_relation', 'MS || state']",GetWeather
I need the weather  close-by  in  MS,I need weather close by in MS.,"['close-by || spatial_relation', 'MS || state']",GetWeather
I need the weather  close-by  in  MS,I need weather close by in MS,"['close-by || spatial_relation', 'MS || state']",GetWeather
I need the weather  close-by  in  MS,I need the near-time in MS,"['close-by || spatial_relation', 'MS || state']",GetWeather
I need the weather  close-by  in  MS,I need the near-by weather in MS,"['close-by || spatial_relation', 'MS || state']",GetWeather
Will it be  temperate  in the  current place ?,Would it be mild in its present place?,"['temperate || condition_temperature', 'current place || current_location']",GetWeather
Will it be  temperate  in the  current place ?,Will it become temperate in its present location?,"['temperate || condition_temperature', 'current place || current_location']",GetWeather
Will it be  temperate  in the  current place ?,Would it be mild in its current location?,"['temperate || condition_temperature', 'current place || current_location']",GetWeather
Will it be  temperate  in the  current place ?,Will it become temperate at its current location?,"['temperate || condition_temperature', 'current place || current_location']",GetWeather
Will it be  temperate  in the  current place ?,Will it become temperate in its current location?,"['temperate || condition_temperature', 'current place || current_location']",GetWeather
what is the forecast for  Sweden  in  Westmoreland,which is the forecast for Sweden in Westmoreland?,"['Sweden || country', 'Westmoreland || city']",GetWeather
what is the forecast for  Sweden  in  Westmoreland,which is the forecast for Sweden in Westmoreland,"['Sweden || country', 'Westmoreland || city']",GetWeather
what is the forecast for  Sweden  in  Westmoreland,What is the forecast for Sweden in Westmoreland?,"['Sweden || country', 'Westmoreland || city']",GetWeather
what is the forecast for  Sweden  in  Westmoreland,what is the forecast for Sweden in Westmoreland,"['Sweden || country', 'Westmoreland || city']",GetWeather
what is the forecast for  Sweden  in  Westmoreland,What is the forecast for Sweden in Westmoreland,"['Sweden || country', 'Westmoreland || city']",GetWeather
What will the weather be in  Tontitown ?,What will be the weather in Tontitown,['Tontitown || city'],GetWeather
What will the weather be in  Tontitown ?,What will be the weather in Tontitown?.,['Tontitown || city'],GetWeather
What will the weather be in  Tontitown ?,What will be the weather in Tontitown??,['Tontitown || city'],GetWeather
What will the weather be in  Tontitown ?,What will be the weather in Tontitown?,['Tontitown || city'],GetWeather
What will the weather be in  Tontitown ?,What will be the weather in Tontitown?,['Tontitown || city'],GetWeather
What is the  humidity  at my  current position,What is humidity in my current position,"['humidity || condition_description', 'current position || current_location']",GetWeather
What is the  humidity  at my  current position,What’s the humidity in my current position,"['humidity || condition_description', 'current position || current_location']",GetWeather
What is the  humidity  at my  current position,What's the humidity in my current position,"['humidity || condition_description', 'current position || current_location']",GetWeather
What is the  humidity  at my  current position,What’s the humidity in my present position,"['humidity || condition_description', 'current position || current_location']",GetWeather
What is the  humidity  at my  current position,What's the humidity in my present position,"['humidity || condition_description', 'current position || current_location']",GetWeather
What will the weather be in  Deer River ?,What will be the weather in Deer River,['Deer River || city'],GetWeather
What will the weather be in  Deer River ?,What will be the weather in Deer River?,['Deer River || city'],GetWeather
What will the weather be in  Deer River ?,What will be the weather in Deer River?!,['Deer River || city'],GetWeather
What will the weather be in  Deer River ?,What will be the weather in Deer River??,['Deer River || city'],GetWeather
What will the weather be in  Deer River ?,What will be the weather in the Deer River?,['Deer River || city'],GetWeather
What kind of  temperate  will be in  Slade ?,What sort of temperate will Slade be?.,"['temperate || condition_temperature', 'Slade || city']",GetWeather
What kind of  temperate  will be in  Slade ?,What sort of temperate will Slade be??,"['temperate || condition_temperature', 'Slade || city']",GetWeather
What kind of  temperate  will be in  Slade ?,What sort of temperate will Slade be?,"['temperate || condition_temperature', 'Slade || city']",GetWeather
What kind of  temperate  will be in  Slade ?,What sort of temperate will be at Slade?,"['temperate || condition_temperature', 'Slade || city']",GetWeather
