utterance,paraphrase,list_of_slots,intent
Book a reservation at a  restaurant   nearby   their airbnb,"Complete arrangements concerning allocation, placement, or any other details necessary ensure availability of seating and meals prior to arrival. Such services must be provided by restaurants situated within short distances from residencies rented through online marketplace like AirBnb.","['restaurant || restaurant_type', 'nearby || spatial_relation', 'their airbnb || poi']",BookRestaurant
Book me a reservation for a party of  three   next year,Can you reserve a spot for three people at a party next year?,"['three || party_size_number', 'next year || timeRange']",BookRestaurant
Book me a reservation for a party of  three   next year,I would like to book a reservation for three people at a party in the upcoming year.,"['three || party_size_number', 'next year || timeRange']",BookRestaurant
Book me a reservation for a party of  three   next year,Could you arrange for three guests to attend the party next year?,"['three || party_size_number', 'next year || timeRange']",BookRestaurant
Book me a reservation for a party of  three   next year,Please secure me a reservation for a group of three attending the event next year.,"['three || party_size_number', 'next year || timeRange']",BookRestaurant
Book me a reservation for a party of  three   next year,I need you to make a booking for three individuals joining the party in the coming year.,"['three || party_size_number', 'next year || timeRange']",BookRestaurant
Book me a reservation for a party of  three   next year,"Next year, can you book me and two other people into the party?","['three || party_size_number', 'next year || timeRange']",BookRestaurant
Book me a reservation for a party of  three   next year,"Reserve space at an event scheduled next year, accommodating three individuals.","['three || party_size_number', 'next year || timeRange']",BookRestaurant
Book me a reservation for a party of  three   next year,I'd like to request that you reserve seats at an upcoming party for my group of three.,"['three || party_size_number', 'next year || timeRange']",BookRestaurant
Book me a reservation for a party of  three   next year,Is it possible to schedule me and two others into the gathering happening next year?,"['three || party_size_number', 'next year || timeRange']",BookRestaurant
Book me a reservation for a party of  three   next year,"I am interested in reserving spots at your event next year, specifically seating arrangements suitable for parties with up to 3 attendees.","['three || party_size_number', 'next year || timeRange']",BookRestaurant
Book me a reservation for  The Brazen Head   close by  to  my university,Can you make a reservation for me at The Brazen Head which is nearby my university?,"['The Brazen Head || restaurant_name', 'close by || spatial_relation', 'my university || poi']",BookRestaurant
Book me a reservation for  The Brazen Head   close by  to  my university,I need you to book a table for me at The Brazen Head that is close to my university.,"['The Brazen Head || restaurant_name', 'close by || spatial_relation', 'my university || poi']",BookRestaurant
Book me a reservation for  The Brazen Head   close by  to  my university,Please make a reservation at The Brazen Head near my university.,"['The Brazen Head || restaurant_name', 'close by || spatial_relation', 'my university || poi']",BookRestaurant
Book me a reservation for  The Brazen Head   close by  to  my university,Could you arrange a booking for me at The Brazen Head within proximity of my university?,"['The Brazen Head || restaurant_name', 'close by || spatial_relation', 'my university || poi']",BookRestaurant
Book me a reservation for  The Brazen Head   close by  to  my university,I would like to reserve a table at The Brazen Head that is close to where I study.,"['The Brazen Head || restaurant_name', 'close by || spatial_relation', 'my university || poi']",BookRestaurant
Book me a reservation for  The Brazen Head   close by  to  my university,"Book me a reservation near my university, specifically at The Brazen Head please.","['The Brazen Head || restaurant_name', 'close by || spatial_relation', 'my university || poi']",BookRestaurant
Book me a reservation for  The Brazen Head   close by  to  my university,"Can you help me secure a booking nearby the location of my university, specifically at  The Brazenhead ?","['The Brazen Head || restaurant_name', 'close by || spatial_relation', 'my university || poi']",BookRestaurant
Book me a reservation for  The Brazen Head   close by  to  my university,I want to reserve a table close by  the University. Can you get one booked in the name of available tables from The braze head restaurant?,"['The Brazen Head || restaurant_name', 'close by || spatial_relation', 'my university || poi']",BookRestaurant
Book me a reservation for  The Brazen Head   close by  to  my university,Make sure I have reserved seating available in no other than The braze-head pub which stands somewhere really closer and accessible from University. ,"['The Brazen Head || restaurant_name', 'close by || spatial_relation', 'my university || poi']",BookRestaurant
Book me a reservation for  The Brazen Head   close by  to  my university,Ensure I have made an appointment in       charge      confirmation with Irish drinking/restaurant place/named braze-head standing next door corner street/university.,"['The Brazen Head || restaurant_name', 'close by || spatial_relation', 'my university || poi']",BookRestaurant
Book sot for  four  at  Fowlkes,Book a table for four at Fowlkes.,"['four || party_size_number', 'Fowlkes || city']",BookRestaurant
Book sot for  four  at  Fowlkes,Make a reservation for four people at Fowlkes.,"['four || party_size_number', 'Fowlkes || city']",BookRestaurant
Book sot for  four  at  Fowlkes,Reserve a table for four individuals at Fowlkes.,"['four || party_size_number', 'Fowlkes || city']",BookRestaurant
Book sot for  four  at  Fowlkes,Arrange seating for a party of four at Fowlkes.,"['four || party_size_number', 'Fowlkes || city']",BookRestaurant
Book sot for  four  at  Fowlkes,Secure bookings for four persons at Fowlkes.,"['four || party_size_number', 'Fowlkes || city']",BookRestaurant
Book sot for  four  at  Fowlkes,Schedule seats for a group of four individuals at Fowlkes.,"['four || party_size_number', 'Fowlkes || city']",BookRestaurant
Book sot for  four  at  Fowlkes,Request reservations for a party of four people at Fowlkes.,"['four || party_size_number', 'Fowlkes || city']",BookRestaurant
Book sot for  four  at  Fowlkes,Get seats reserved for four guests at Fowlkses. ,"['four || party_size_number', 'Fowlkes || city']",BookRestaurant
Book sot for  four  at  Fowlkes,Place an order to reserve seats and accommodate up to four guests. ,"['four || party_size_number', 'Fowlkes || city']",BookRestaurant
Book sot for  four  at  Fowlkes,Confirm the booking with space available to accommodate up to 4 people.,"['four || party_size_number', 'Fowlkes || city']",BookRestaurant
I want to book  Jacob Wirth Restaurant  in  West Virginia  for  me and my baby .,I would like to make a reservation for me and my child at Jacob Wirth Restaurant in West Virginia.,"['Jacob Wirth Restaurant || restaurant_name', 'West Virginia || state', 'me and my baby || party_size_description']",BookRestaurant
I want to book  Jacob Wirth Restaurant  in  West Virginia  for  me and my baby .,I am interested in reserving a table for myself and my baby at Jacob Wirth Restaurant in West Virginia.,"['Jacob Wirth Restaurant || restaurant_name', 'West Virginia || state', 'me and my baby || party_size_description']",BookRestaurant
I want to book  Jacob Wirth Restaurant  in  West Virginia  for  me and my baby .,Booking Jacob Wirth Restaurant in West Virginia is what I desire for me and my little one.,"['Jacob Wirth Restaurant || restaurant_name', 'West Virginia || state', 'me and my baby || party_size_description']",BookRestaurant
I want to book  Jacob Wirth Restaurant  in  West Virginia  for  me and my baby .,It is my wish to book a table at Jacob Wirth Restaurant in West Virginia for both me and my baby.,"['Jacob Wirth Restaurant || restaurant_name', 'West Virginia || state', 'me and my baby || party_size_description']",BookRestaurant
I want to book  Jacob Wirth Restaurant  in  West Virginia  for  me and my baby .,I intend to reserve seating at Jacob Wirth Restaurant in West Virginia for myself as well as my child.,"['Jacob Wirth Restaurant || restaurant_name', 'West Virginia || state', 'me and my baby || party_size_description']",BookRestaurant
I want to book  Jacob Wirth Restaurant  in  West Virginia  for  me and my baby .,"Securing a reservation at Jacob Wirth Restaurant in West Virginia is what I want, especially with the presence of my baby as well.","['Jacob Wirth Restaurant || restaurant_name', 'West Virginia || state', 'me and my baby || party_size_description']",BookRestaurant
I want to book  Jacob Wirth Restaurant  in  West Virginia  for  me and my baby .,"My objective is to book the services of Jacob Wirth restaurant located within the state of West Virgina, where both myself along with young offspring will be present","['Jacob Wirth Restaurant || restaurant_name', 'West Virginia || state', 'me and my baby || party_size_description']",BookRestaurant
I want to book  Jacob Wirth Restaurant  in  West Virginia  for  me and my baby .,The plan involves making reservations specifically at the highly recommended establishment known as The Jazz Kitchen which can be found within scenic landscapes of Vermont,"['Jacob Wirth Restaurant || restaurant_name', 'West Virginia || state', 'me and my baby || party_size_description']",BookRestaurant
I want to book  Jacob Wirth Restaurant  in  West Virginia  for  me and my baby .,"For feeding purposes, it becomes necessary that I schedule an appointment with catering company such Swift Caterers that are especially proficient when it comes offer meal preps suitable all age brackets","['Jacob Wirth Restaurant || restaurant_name', 'West Virginia || state', 'me and my baby || party_size_description']",BookRestaurant
I want to book  Jacob Wirth Restaurant  in  West Virginia  for  me and my baby .,"To accommodate our hunger pangs,I have made up mind about fixing dining plans somewhere closeby say Smith's Steakhouse  however this time accompanied by mommie's sweet little heart","['Jacob Wirth Restaurant || restaurant_name', 'West Virginia || state', 'me and my baby || party_size_description']",BookRestaurant
I want to book a  restaurant   far  from  Rollins  for  four  people  in eighteen seconds  .,"In just eighteen seconds, I would like to reserve a restaurant that is far away from Rollins for four people.","['restaurant || restaurant_type', 'far || spatial_relation', 'Rollins || city', 'four || party_size_number', 'in eighteen seconds || timeRange']",BookRestaurant
I want to book a  restaurant   far  from  Rollins  for  four  people  in eighteen seconds  .,I am interested in making a reservation at a restaurant that is located far from Rollins for four individuals in only eighteen seconds.,"['restaurant || restaurant_type', 'far || spatial_relation', 'Rollins || city', 'four || party_size_number', 'in eighteen seconds || timeRange']",BookRestaurant
I want to book a  restaurant   far  from  Rollins  for  four  people  in eighteen seconds  .,Can you help me book a table for four at a restaurant that's far from Rollins within the next eighteen seconds?,"['restaurant || restaurant_type', 'far || spatial_relation', 'Rollins || city', 'four || party_size_number', 'in eighteen seconds || timeRange']",BookRestaurant
I want to book a  restaurant   far  from  Rollins  for  four  people  in eighteen seconds  .,"I need assistance finding and securing a reservation at a distant restaurant for four people, and I have only eighteen seconds to do so.","['restaurant || restaurant_type', 'far || spatial_relation', 'Rollins || city', 'four || party_size_number', 'in eighteen seconds || timeRange']",BookRestaurant
I want to book a  restaurant   far  from  Rollins  for  four  people  in eighteen seconds  .,"Within the next eighteen seconds, could you please assist me in booking dinner reservations at any distant eatery which isn't near Rollins? We will be needing seats for four individuals.","['restaurant || restaurant_type', 'far || spatial_relation', 'Rollins || city', 'four || party_size_number', 'in eighteen seconds || timeRange']",BookRestaurant
I want to book a  restaurant   far  from  Rollins  for  four  people  in eighteen seconds  .,Is it possible to make reservations at any restaurants located far away from Rollins? We are looking for seating options to accommodate four people within the time frame of just eighteen seconds.,"['restaurant || restaurant_type', 'far || spatial_relation', 'Rollins || city', 'four || party_size_number', 'in eighteen seconds || timeRange']",BookRestaurant
I want to book a  restaurant   far  from  Rollins  for  four  people  in eighteen seconds  .,The objective is simple: find an available table for exactly fours guests before my allotted time of only 18seconds expires. The chosen venue should be situated considerably outside of the vicinity surrounding Rollins.,"['restaurant || restaurant_type', 'far || spatial_relation', 'Rollins || city', 'four || party_size_number', 'in eighteen seconds || timeRange']",BookRestaurant
I want to book a  restaurant   far  from  Rollins  for  four  people  in eighteen seconds  .,Looking forward to going somewhere different tonight. Any chance you can quickly find us seats by reserving tables perfect enough to fit our group size (four)? Also preferable that these tables aren't closeby- especially not anywhere nearRolling - whie keeping into account we need all this done under 18seconds,"['restaurant || restaurant_type', 'far || spatial_relation', 'Rollins || city', 'four || party_size_number', 'in eighteen seconds || timeRange']",BookRestaurant
I want to book a  restaurant   far  from  Rollins  for  four  people  in eighteen seconds  .,I need your help urgently! Can you manage booking us dinner tonight? The requirements are as follows; it needs tobefor-under-fourreservations and furtherafield-notinRollol Area.I-only-gotsixteenpointedonsesecondstofindaveritableavailabilitybeforetimehangsup,"['restaurant || restaurant_type', 'far || spatial_relation', 'Rollins || city', 'four || party_size_number', 'in eighteen seconds || timeRange']",BookRestaurant
I want to book a  restaurant   far  from  Rollins  for  four  people  in eighteen seconds  .,'Reserve' is on my checklist today but with so little time left (eighteen ticks) things don't look promising. Tonight I'm treating some VIPs: Four esteemed guests who've expressed interest in enjoying dinner.  They prefer though that the eatery be supercenveniently situated miles away from Rollins.,"['restaurant || restaurant_type', 'far || spatial_relation', 'Rollins || city', 'four || party_size_number', 'in eighteen seconds || timeRange']",BookRestaurant
book  me and my grandparents  a  restaurant  in  Saint Helens   South Dakota,"Can you reserve a table at a restaurant in Saint Helens, South Dakota for me and my grandparents?","['me and my grandparents || party_size_description', 'restaurant || restaurant_type', 'Saint Helens || city', 'South Dakota || state']",BookRestaurant
book  me and my grandparents  a  restaurant  in  Saint Helens   South Dakota,"I would like to book a restaurant in Saint Helens, South Dakota for me and my grandparents.","['me and my grandparents || party_size_description', 'restaurant || restaurant_type', 'Saint Helens || city', 'South Dakota || state']",BookRestaurant
book  me and my grandparents  a  restaurant  in  Saint Helens   South Dakota,"Could you please make a reservation for me and my grandparents at a restaurant in Saint Helens, South Dakota?","['me and my grandparents || party_size_description', 'restaurant || restaurant_type', 'Saint Helens || city', 'South Dakota || state']",BookRestaurant
book  me and my grandparents  a  restaurant  in  Saint Helens   South Dakota,"Is it possible to find us a restaurant in Saint Helens, South Dakota where I can dine with my grandparents?","['me and my grandparents || party_size_description', 'restaurant || restaurant_type', 'Saint Helens || city', 'South Dakota || state']",BookRestaurant
book  me and my grandparents  a  restaurant  in  Saint Helens   South Dakota,"I need help finding a restaurant in Saint Helens, South Dakota that can accommodate me and my grandparents.","['me and my grandparents || party_size_description', 'restaurant || restaurant_type', 'Saint Helens || city', 'South Dakota || state']",BookRestaurant
book  me and my grandparents  a  restaurant  in  Saint Helens   South Dakota,"Can you assist us in reserving seats at a restaurant in Saint Helens, South Dakota? It's for me and my grandparents.","['me and my grandparents || party_size_description', 'restaurant || restaurant_type', 'Saint Helens || city', 'South Dakota || state']",BookRestaurant
book  me and my grandparents  a  restaurant  in  Saint Helens   South Dakota,"Could you arrange for us to have dinner at a restaurant of your choice located in Saint Helen’s city,South Dakotawith myself along withmy grand motherand grandfather","['me and my grandparents || party_size_description', 'restaurant || restaurant_type', 'Saint Helens || city', 'South Dakota || state']",BookRestaurant
book  me and my grandparents  a  restaurant  in  Saint Helens   South Dakota,I want reservations made by yourself on our behalf. The venue should be one of the restaurants availableinSaint Helen’scitylocatesinSouthDakota. Myselfalongsidemy grand motherand Grandfather will be attending this event,"['me and my grandparents || party_size_description', 'restaurant || restaurant_type', 'Saint Helens || city', 'South Dakota || state']",BookRestaurant
book  me and my grandparents  a  restaurant  in  Saint Helens   South Dakota,We'd like someone to take care of booking us into one of the many dining establishments found within St. Helen’s citylocated onfocusinSouthDakota.we’re intendingon attending alongside family includeseresWalliswhoisgrand maas we aspapas grampy ,"['me and my grandparents || party_size_description', 'restaurant || restaurant_type', 'Saint Helens || city', 'South Dakota || state']",BookRestaurant
book  me and my grandparents  a  restaurant  in  Saint Helens   South Dakota,"If this is possible we’dlikesomeone tokindlyarrangebookingsforus,reservingaproperplaceintownatst.helencityestablishmenthavingexcellent cuisine choicesaroundviz[properties]it’s mendatoryyouchoosetheonehassuitabilityconsideringourmainmembres includeshort descriptionofmadesirerestaurentplacesushalitaritoncreateinterestforourfamilyfoodbinge","['me and my grandparents || party_size_description', 'restaurant || restaurant_type', 'Saint Helens || city', 'South Dakota || state']",BookRestaurant
Book a restaurant reservation for  me and my child  for  2 Pm  in  Faysville,Reserve a restaurant table for me and my child at 2 Pm in Faysville.,"['me and my child || party_size_description', '2 Pm || timeRange', 'Faysville || city']",BookRestaurant
Book a restaurant reservation for  me and my child  for  2 Pm  in  Faysville,Make a reservation for me and my child at a restaurant in Faysville for 2 Pm.,"['me and my child || party_size_description', '2 Pm || timeRange', 'Faysville || city']",BookRestaurant
Book a restaurant reservation for  me and my child  for  2 Pm  in  Faysville,I would like to book a restaurant reservation for me and my child at 2 Pm in Faysville.,"['me and my child || party_size_description', '2 Pm || timeRange', 'Faysville || city']",BookRestaurant
Book a restaurant reservation for  me and my child  for  2 Pm  in  Faysville,Can you reserve a table for me and my child at a restaurant in Faysville around 2 Pm?,"['me and my child || party_size_description', '2 Pm || timeRange', 'Faysville || city']",BookRestaurant
Book a restaurant reservation for  me and my child  for  2 Pm  in  Faysville,Please arrange a reservation at the restaurant in Faysville for me and my child by 2 Pm.,"['me and my child || party_size_description', '2 Pm || timeRange', 'Faysville || city']",BookRestaurant
Book a restaurant reservation for  me and my child  for  2 Pm  in  Faysville,"Is it possible to book us a table, with me and my kid, at the restaurant in Faysville by 2 Pm?","['me and my child || party_size_description', '2 Pm || timeRange', 'Faysville || city']",BookRestaurant
Book a restaurant reservation for  me and my child  for  2 Pm  in  Faysville,"Could you please reserve dinner seating, including myself and one more person who is younger than an adult, near or exactly around two afternoons on Fayesvillle's restaurants?","['me and my child || party_size_description', '2 Pm || timeRange', 'Faysville || city']",BookRestaurant
Book a restaurant reservation for  me and my child  for  2 Pm  in  Faysville,I would appreciate it if we could secure reservations under our names (including both mine as well as that of someone underage) sometime by or before two o'clock mid-day on any establishment found within the confines of Fayesvillle. Thank you!,"['me and my child || party_size_description', '2 Pm || timeRange', 'Faysville || city']",BookRestaurant
Book a restaurant reservation for  me and my child  for  2 Pm  in  Faysville,Can I reserve dining space inclusive of myself along with another individual below legal age but not quite an adult near about two o' clock post meridiem within restaurants present inside of Fayesvillle? ,"['me and my child || party_size_description', '2 Pm || timeRange', 'Faysville || city']",BookRestaurant
Book a restaurant reservation for  me and my child  for  2 Pm  in  Faysville,I request making arrangements allowing both mine own self along with one more individual who happens to be not legally considered adult-aged closer to approximately fourteen hundred hours located somewhere other than apparently present city called Faysevilla.,"['me and my child || party_size_description', '2 Pm || timeRange', 'Faysville || city']",BookRestaurant
I need a table for  seven  in  Honduras   within walking distance,I want a table for seven people in Honduras that I can reach by foot.,"['seven || party_size_number', 'Honduras || country', 'within walking distance || spatial_relation']",BookRestaurant
I need a table for  seven  in  Honduras   within walking distance,I require a table for seven individuals located within walking distance in Honduras.,"['seven || party_size_number', 'Honduras || country', 'within walking distance || spatial_relation']",BookRestaurant
I need a table for  seven  in  Honduras   within walking distance,"In Honduras, I am looking for a table that is within walking distance and can accommodate seven people.","['seven || party_size_number', 'Honduras || country', 'within walking distance || spatial_relation']",BookRestaurant
I need a table for  seven  in  Honduras   within walking distance,"For my group of seven, I am seeking a table in Honduras that is nearby and easily accessible by foot.","['seven || party_size_number', 'Honduras || country', 'within walking distance || spatial_relation']",BookRestaurant
I need a table for  seven  in  Honduras   within walking distance,I'm searching for a table in Honduras where seven people can sit comfortably and it should be within walking distance.,"['seven || party_size_number', 'Honduras || country', 'within walking distance || spatial_relation']",BookRestaurant
I need a table for  seven  in  Honduras   within walking distance,"In Honduras, I am interested in finding a nearby table capable of seating me along with six others, all easily reachable on foot. ","['seven || party_size_number', 'Honduras || country', 'within walking distance || spatial_relation']",BookRestaurant
I need a table for  seven  in  Honduras   within walking distance,Honduras - seeking out an easily accessible dining spot where my group of 7 could grab some food together while being on our feet. ,"['seven || party_size_number', 'Honduras || country', 'within walking distance || spatial_relation']",BookRestaurant
I need a table for  seven  in  Honduras   within walking distance,Looking to find an available dining space near me suitable enough to dine with the company of 6 others who could walk down to the place too? The answer seems clear: Check out options at different places across Houndouras!,"['seven || party_size_number', 'Honduras || country', 'within walking distance || spatial_relation']",BookRestaurant
I need a table for  seven  in  Honduras   within walking distance,"As we are planning to be mobile throughout our visit to Houndouras , checking up some spacious waiting spaces close-by us will ensure hassle free process as well! So what are you waiting for?","['seven || party_size_number', 'Honduras || country', 'within walking distance || spatial_relation']",BookRestaurant
I need a table for  seven  in  Honduras   within walking distance,"&nbsp;When traveling around Houndouras , our guide suggested exploring some popular local restaurants offering cozy yet quena tables flexible enough withstand movements from up-to-seven guests.","['seven || party_size_number', 'Honduras || country', 'within walking distance || spatial_relation']",BookRestaurant
I want book a  french   fast food restaurant  for  2  people.,I would like to reserve a fast food restaurant in France for two individuals.,"['french || cuisine', 'fast food restaurant || restaurant_type', '2 || party_size_number']",BookRestaurant
I want book a  french   fast food restaurant  for  2  people.,I am interested in booking a French fast food restaurant for a party of two.,"['french || cuisine', 'fast food restaurant || restaurant_type', '2 || party_size_number']",BookRestaurant
I want book a  french   fast food restaurant  for  2  people.,"For two people, I want to make a reservation at a fast food place that serves French cuisine.","['french || cuisine', 'fast food restaurant || restaurant_type', '2 || party_size_number']",BookRestaurant
I want book a  french   fast food restaurant  for  2  people.,My intention is to find and reserve a French fast food restaurant for only two people.,"['french || cuisine', 'fast food restaurant || restaurant_type', '2 || party_size_number']",BookRestaurant
I want book a  french   fast food restaurant  for  2  people.,I'm looking to book a quick-service restaurant in France specifically catering to two diners.,"['french || cuisine', 'fast food restaurant || restaurant_type', '2 || party_size_number']",BookRestaurant
I want book a  french   fast food restaurant  for  2  people.,I am searching for an available French fast-food eatery where I can make reservations for two individuals.,"['french || cuisine', 'fast food restaurant || restaurant_type', '2 || party_size_number']",BookRestaurant
I want book a  french   fast food restaurant  for  2  people.,I'd like to make reservations at a French-inspired fast-food restaurant just for the both of us.,"['french || cuisine', 'fast food restaurant || restaurant_type', '2 || party_size_number']",BookRestaurant
I want book a  french   fast food restaurant  for  2  people.,I'm looking forward to reserving seats at an authentic french-style junk-fooderie meant solely only me and my companion.,"['french || cuisine', 'fast food restaurant || restaurant_type', '2 || party_size_number']",BookRestaurant
I want book a  french   fast food restaurant  for  2  people.,My intent entails securing bookings-only on premises offering typical swifty victuals such as croque monsieur but exactly serving no more than moi and tres-bon compagnon.,"['french || cuisine', 'fast food restaurant || restaurant_type', '2 || party_size_number']",BookRestaurant
I want book a  french   fast food restaurant  for  2  people.,"Planning ahead, with respect anticipated eventuality keeping availability seeking booking-at nearby true almost made-in-france contemporary take signature dishes specific purpose dining solely deux-moi-toi-a-table.","['french || cuisine', 'fast food restaurant || restaurant_type', '2 || party_size_number']",BookRestaurant
Need a table for  the day after tomorrow  in  Clarenceville  at the  Black Rapids Roadhouse,I require a table at the Black Rapids Roadhouse in Clarenceville for the day after tomorrow.,"['the day after tomorrow || timeRange', 'Clarenceville || city', 'Black Rapids Roadhouse || restaurant_name']",BookRestaurant
Need a table for  the day after tomorrow  in  Clarenceville  at the  Black Rapids Roadhouse,Looking for a table reservation at the Black Rapids Roadhouse in Clarenceville on the day after tomorrow.,"['the day after tomorrow || timeRange', 'Clarenceville || city', 'Black Rapids Roadhouse || restaurant_name']",BookRestaurant
Need a table for  the day after tomorrow  in  Clarenceville  at the  Black Rapids Roadhouse,Can I get a table booked at the Black Rapids Roadhouse in Clarenceville for two days from now?,"['the day after tomorrow || timeRange', 'Clarenceville || city', 'Black Rapids Roadhouse || restaurant_name']",BookRestaurant
Need a table for  the day after tomorrow  in  Clarenceville  at the  Black Rapids Roadhouse,"In need of reserving a table at the Black Rapids Roadhouse in Clarenceville, available on the day after tomorrow.","['the day after tomorrow || timeRange', 'Clarenceville || city', 'Black Rapids Roadhouse || restaurant_name']",BookRestaurant
Need a table for  the day after tomorrow  in  Clarenceville  at the  Black Rapids Roadhouse,"Would it be possible to reserve a table for me at the Black Rapids Roadhouse in Clarenceville, but not until two days from now?","['the day after tomorrow || timeRange', 'Clarenceville || city', 'Black Rapids Roadhouse || restaurant_name']",BookRestaurant
Need a table for  the day after tomorrow  in  Clarenceville  at the  Black Rapids Roadhouse,Seeking to make a reservation for a table on Friday's evening at The road-house near black rapids road.,"['the day after tomorrow || timeRange', 'Clarenceville || city', 'Black Rapids Roadhouse || restaurant_name']",BookRestaurant
Need a table for  the day after tomorrow  in  Clarenceville  at the  Black Rapids Roadhouse,Can you help me secure seating arrangements at The road-house next week's Friday evening?,"['the day after tomorrow || timeRange', 'Clarenceville || city', 'Black Rapids Roadhouse || restaurant_name']",BookRestaurant
Need a table for  the day after tomorrow  in  Clarenceville  at the  Black Rapids Roadhouse,I'm interested in booking space for dining-in purposes around sunset time two days later from today. Can that be arranged?,"['the day after tomorrow || timeRange', 'Clarenceville || city', 'Black Rapids Roadhouse || restaurant_name']",BookRestaurant
Need a table for  the day after tomorrow  in  Clarenceville  at the  Black Rapids Roadhouse,I'd like assistance with finding and booking dinner seating locations during sunset hours	one inter-day subsequent to current-date between each sunset hour’s Midnight-to-Midnight period,"['the day after tomorrow || timeRange', 'Clarenceville || city', 'Black Rapids Roadhouse || restaurant_name']",BookRestaurant
Need a table for  the day after tomorrow  in  Clarenceville  at the  Black Rapids Roadhouse,On what terms would seating availability within 'Black Rapid’'s junction with roading prefix called an “alley” have openings located post-24-hours-timeframe following upon-today NOTED by current-position-with given-radius classic-walking-distance here-at GoogleMaps? Thankyou.,"['the day after tomorrow || timeRange', 'Clarenceville || city', 'Black Rapids Roadhouse || restaurant_name']",BookRestaurant
"book a table  1 year from now  for  corinne, tisha and I  at a  restaurant  in  Guernsey  that is  top-rated","Reserve a table in Guernsey's highest-rated restaurant for Corinne, Tisha, and me exactly one year from now.","['1 year from now || timeRange', 'corinne, tisha and I || party_size_description', 'restaurant || restaurant_type', 'Guernsey || country', 'top-rated || sort']",BookRestaurant
"book a table  1 year from now  for  corinne, tisha and I  at a  restaurant  in  Guernsey  that is  top-rated","Book a table at a top-notch Guernsey restaurant for Corinne, Tisha and myself on the same date next year.","['1 year from now || timeRange', 'corinne, tisha and I || party_size_description', 'restaurant || restaurant_type', 'Guernsey || country', 'top-rated || sort']",BookRestaurant
"book a table  1 year from now  for  corinne, tisha and I  at a  restaurant  in  Guernsey  that is  top-rated","Make a reservation for Corinne, Tisha, and I at an acclaimed restaurant in Guernsey precisely one year hence.","['1 year from now || timeRange', 'corinne, tisha and I || party_size_description', 'restaurant || restaurant_type', 'Guernsey || country', 'top-rated || sort']",BookRestaurant
"book a table  1 year from now  for  corinne, tisha and I  at a  restaurant  in  Guernsey  that is  top-rated","Secure a booking for Corinne, Tisha and me at an excellent eatery in Guernsey that is highly regarded one year from today.","['1 year from now || timeRange', 'corinne, tisha and I || party_size_description', 'restaurant || restaurant_type', 'Guernsey || country', 'top-rated || sort']",BookRestaurant
"book a table  1 year from now  for  corinne, tisha and I  at a  restaurant  in  Guernsey  that is  top-rated","Arrange to dine out at an esteemed restaurant in Guernsey alongside Corinne, myself and Tisha on this day next year.","['1 year from now || timeRange', 'corinne, tisha and I || party_size_description', 'restaurant || restaurant_type', 'Guernsey || country', 'top-rated || sort']",BookRestaurant
"book a table  1 year from now  for  corinne, tisha and I  at a  restaurant  in  Guernsey  that is  top-rated","Reserve seats for the three of us (Corrine, Tisha and I) at the finest dining establishment in Guernsey twelve months down the line.","['1 year from now || timeRange', 'corinne, tisha and I || party_size_description', 'restaurant || restaurant_type', 'Guernsey || country', 'top-rated || sort']",BookRestaurant
"book a table  1 year from now  for  corinne, tisha and I  at a  restaurant  in  Guernsey  that is  top-rated","Book us a table this time next calendar year to enjoy our meal together with Corrine (a friend), myself &amp; another friend called L","['1 year from now || timeRange', 'corinne, tisha and I || party_size_description', 'restaurant || restaurant_type', 'Guernsey || country', 'top-rated || sort']",BookRestaurant
"book a table  1 year from now  for  corinne, tisha and I  at a  restaurant  in  Guernsey  that is  top-rated",Schedule two places seated besides each other with my companions named 34 or Tiffany & ccc,"['1 year from now || timeRange', 'corinne, tisha and I || party_size_description', 'restaurant || restaurant_type', 'Guernsey || country', 'top-rated || sort']",BookRestaurant
"book a table  1 year from now  for  corinne, tisha and I  at a  restaurant  in  Guernsey  that is  top-rated",Arrange dinner reservations twelve months ahead of time for our party consisting of friends: Karyn-Mariee &amp; Camilo-Esmet,"['1 year from now || timeRange', 'corinne, tisha and I || party_size_description', 'restaurant || restaurant_type', 'Guernsey || country', 'top-rated || sort']",BookRestaurant
"book a table  1 year from now  for  corinne, tisha and I  at a  restaurant  in  Guernsey  that is  top-rated",I would like to reserve seating accommodations via long-distance planning approximately 365 days into future ; Courteney-Felipe-Liliana,"['1 year from now || timeRange', 'corinne, tisha and I || party_size_description', 'restaurant || restaurant_type', 'Guernsey || country', 'top-rated || sort']",BookRestaurant
Book spot at  Fried chicken restaurant  in  Mauritania,Reserve a table at the fried chicken eatery in Mauritania.,"['Fried chicken restaurant || restaurant_name', 'Mauritania || country']",BookRestaurant
Book spot at  Fried chicken restaurant  in  Mauritania,Make a reservation at the Mauritania fried chicken restaurant.,"['Fried chicken restaurant || restaurant_name', 'Mauritania || country']",BookRestaurant
Book spot at  Fried chicken restaurant  in  Mauritania,Secure your spot at the Fried Chicken Restaurant in Mauritania.,"['Fried chicken restaurant || restaurant_name', 'Mauritania || country']",BookRestaurant
Book spot at  Fried chicken restaurant  in  Mauritania,Book a table at the Fried Chicken Restaurant located in Mauritania.,"['Fried chicken restaurant || restaurant_name', 'Mauritania || country']",BookRestaurant
