utterance,paraphrase,list_of_slots,intent
book spot for  2  at a  restaurant  that serves  pastas,2 book spots in a restaurant serving pastas,"['2 || party_size_number', 'restaurant || restaurant_type', 'pastas || served_dish']",BookRestaurant
book spot for  2  at a  restaurant  that serves  pastas,2 book spots in a restaurant serving pasta,"['2 || party_size_number', 'restaurant || restaurant_type', 'pastas || served_dish']",BookRestaurant
book spot for  2  at a  restaurant  that serves  pastas,2 book spots at a pasta restaurant,"['2 || party_size_number', 'restaurant || restaurant_type', 'pastas || served_dish']",BookRestaurant
book spot for  2  at a  restaurant  that serves  pastas,Book spot for two at a pasta restaurant,"['2 || party_size_number', 'restaurant || restaurant_type', 'pastas || served_dish']",BookRestaurant
Book a reservation for  The Windmill  in  Northern Mariana Islands,Book reserve for The Windmill in Northern Mariana Islands,"['The Windmill || restaurant_name', 'Northern Mariana Islands || country']",BookRestaurant
Book a reservation for  The Windmill  in  Northern Mariana Islands,Book reserve for The Windmill in Southern Mariana Islands,"['The Windmill || restaurant_name', 'Northern Mariana Islands || country']",BookRestaurant
Book a reservation for  The Windmill  in  Northern Mariana Islands,Book reserve for The Windmill in the Northern Mariana.,"['The Windmill || restaurant_name', 'Northern Mariana Islands || country']",BookRestaurant
Book a reservation for  The Windmill  in  Northern Mariana Islands,Book reservation for The Windmill in the Northern Mariana Islands,"['The Windmill || restaurant_name', 'Northern Mariana Islands || country']",BookRestaurant
Book a reservation for  The Windmill  in  Northern Mariana Islands,Book reserve for The Windmill in the Northern Mariana Islands,"['The Windmill || restaurant_name', 'Northern Mariana Islands || country']",BookRestaurant
"book a table at a  pub  on  jun. 17, 2023","book a table in a pub June 17, 2023.","['pub || restaurant_type', 'jun. 17, 2023 || timeRange']",BookRestaurant
"book a table at a  pub  on  jun. 17, 2023","book a table in a pub June 17, 2023","['pub || restaurant_type', 'jun. 17, 2023 || timeRange']",BookRestaurant
"book a table at a  pub  on  jun. 17, 2023","book up a table in a pub June 17, 2023","['pub || restaurant_type', 'jun. 17, 2023 || timeRange']",BookRestaurant
"book a table at a  pub  on  jun. 17, 2023","booking a table in a bar on June 17, 2023","['pub || restaurant_type', 'jun. 17, 2023 || timeRange']",BookRestaurant
"book a table at a  pub  on  jun. 17, 2023","booking a table in a pub June 17, 2023","['pub || restaurant_type', 'jun. 17, 2023 || timeRange']",BookRestaurant
Book a reservation for a  restaurant  in  Palau   in six years,Book a booking for a diner in Palau within six years,"['restaurant || restaurant_type', 'Palau || state', 'in six years || timeRange']",BookRestaurant
Book a reservation for a  restaurant  in  Palau   in six years,Book a booking for a diner in Palau within six years.,"['restaurant || restaurant_type', 'Palau || state', 'in six years || timeRange']",BookRestaurant
Book a reservation for a  restaurant  in  Palau   in six years,Book a booking for a diner in Palau in 6 years,"['restaurant || restaurant_type', 'Palau || state', 'in six years || timeRange']",BookRestaurant
Book a reservation for a  restaurant  in  Palau   in six years,Book a booking for a diner in Palau in six years,"['restaurant || restaurant_type', 'Palau || state', 'in six years || timeRange']",BookRestaurant
Book a reservation for a  restaurant  in  Palau   in six years,Book a booking for a diner in Palau in six years.,"['restaurant || restaurant_type', 'Palau || state', 'in six years || timeRange']",BookRestaurant
Book me a reservation in  Kenya  for a party of  six,Book me a reservation in Kenya for the party of six,"['Kenya || country', 'six || party_size_number']",BookRestaurant
Book me a reservation in  Kenya  for a party of  six,I book a reservation in Kenya for a party of six,"['Kenya || country', 'six || party_size_number']",BookRestaurant
Book me a reservation in  Kenya  for a party of  six,Book me a reservation in Kenya for a party of six.,"['Kenya || country', 'six || party_size_number']",BookRestaurant
Book me a reservation in  Kenya  for a party of  six,Book me a reservation in Kenya for a party of six,"['Kenya || country', 'six || party_size_number']",BookRestaurant
Book me a reservation in  Kenya  for a party of  six,Buy me a reservation in Kenya for a party of six,"['Kenya || country', 'six || party_size_number']",BookRestaurant
I want to book a  latin   restaurant  for  five  people.,I want to reserve a Latin restaurant for five people.,"['latin || cuisine', 'restaurant || restaurant_type', 'five || party_size_number']",BookRestaurant
I want to book a  latin   restaurant  for  five  people.,I wanted to book a Latin restaurant for five people.,"['latin || cuisine', 'restaurant || restaurant_type', 'five || party_size_number']",BookRestaurant
I want to book a  latin   restaurant  for  five  people.,I wants to book a Latin restaurant for five people.,"['latin || cuisine', 'restaurant || restaurant_type', 'five || party_size_number']",BookRestaurant
I want to book a  latin   restaurant  for  five  people.,I want to book a Latino restaurant for five people.,"['latin || cuisine', 'restaurant || restaurant_type', 'five || party_size_number']",BookRestaurant
I want to book a  latin   restaurant  for  five  people.,I want to book a Latin restaurant for five people.,"['latin || cuisine', 'restaurant || restaurant_type', 'five || party_size_number']",BookRestaurant
I want book a  french   fast food restaurant  for  2  people.,I want to book a French fast-food restaurant for two people,"['french || cuisine', 'fast food restaurant || restaurant_type', '2 || party_size_number']",BookRestaurant
I want book a  french   fast food restaurant  for  2  people.,"I want to book a French fast-food restaurant for two people.""","['french || cuisine', 'fast food restaurant || restaurant_type', '2 || party_size_number']",BookRestaurant
I want book a  french   fast food restaurant  for  2  people.,I want to book a French fast-food restaurant for two people.,"['french || cuisine', 'fast food restaurant || restaurant_type', '2 || party_size_number']",BookRestaurant
I want book a  french   fast food restaurant  for  2  people.,I want to book up a French fast-food restaurant for 2.,"['french || cuisine', 'fast food restaurant || restaurant_type', '2 || party_size_number']",BookRestaurant
I want book a  french   fast food restaurant  for  2  people.,I want to book a French fast-food restaurant for 2.,"['french || cuisine', 'fast food restaurant || restaurant_type', '2 || party_size_number']",BookRestaurant
I want to book a  bar  in  NM .,I wants to book one bar in the NM.,"['bar || restaurant_type', 'NM || state']",BookRestaurant
I want to book a  bar  in  NM .,I wanted to book one bar in NM .,"['bar || restaurant_type', 'NM || state']",BookRestaurant
I want to book a  bar  in  NM .,I wanted to book one bar in the NM .,"['bar || restaurant_type', 'NM || state']",BookRestaurant
I want to book a  bar  in  NM .,I wants to book the bar in NM .,"['bar || restaurant_type', 'NM || state']",BookRestaurant
I want to book a  bar  in  NM .,I wants to book one bar in NM .,"['bar || restaurant_type', 'NM || state']",BookRestaurant
I want to book a  restaurant  in  Gray Horse .,I wants to book a restaurant in Gray Horse .,"['restaurant || restaurant_type', 'Gray Horse || city']",BookRestaurant
I want to book a  restaurant  in  Gray Horse .,I want to book a restaurant in Gray Horse.,"['restaurant || restaurant_type', 'Gray Horse || city']",BookRestaurant
I want to book a  restaurant  in  Gray Horse .,I want to book a restaurant in Gray Horse .,"['restaurant || restaurant_type', 'Gray Horse || city']",BookRestaurant
I want to book a  restaurant  in  Gray Horse .,I want to book a restaurant in Grey Horse .,"['restaurant || restaurant_type', 'Gray Horse || city']",BookRestaurant
Get me a table for  7  people at  Villa Bethania .,Give me a seven-person table in Villa Bethania.,"['7 || party_size_number', 'Villa Bethania || restaurant_name']",BookRestaurant
Get me a table for  7  people at  Villa Bethania .,Give me a seven-person table in Villa Bethania .,"['7 || party_size_number', 'Villa Bethania || restaurant_name']",BookRestaurant
Get me a table for  7  people at  Villa Bethania .,Give me a seven-person table at the Villa Bethania.,"['7 || party_size_number', 'Villa Bethania || restaurant_name']",BookRestaurant
Get me a table for  7  people at  Villa Bethania .,Give me a seven-person table at Villa Bethania .,"['7 || party_size_number', 'Villa Bethania || restaurant_name']",BookRestaurant
Get me a table for  7  people at  Villa Bethania .,Give me a seven-person table at Villa Béthania .,"['7 || party_size_number', 'Villa Bethania || restaurant_name']",BookRestaurant
I want to book a  restaurant  in  Ayer  for  2  people.,I would like to book one restaurant in Yesterday for two people,"['restaurant || restaurant_type', 'Ayer || city', '2 || party_size_number']",BookRestaurant
I want to book a  restaurant  in  Ayer  for  2  people.,I would like to book one restaurant in Yesterday for two people.,"['restaurant || restaurant_type', 'Ayer || city', '2 || party_size_number']",BookRestaurant
I want to book a  restaurant  in  Ayer  for  2  people.,I would like to book one restaurant in Yesterday for two.,"['restaurant || restaurant_type', 'Ayer || city', '2 || party_size_number']",BookRestaurant
I want to book a  restaurant  in  Ayer  for  2  people.,I would like to book one restaurant in Yesterday for 2.,"['restaurant || restaurant_type', 'Ayer || city', '2 || party_size_number']",BookRestaurant
I want to book a  restaurant  in  Ayer  for  2  people.,I would like to book one restaurant in Ayer for two people.,"['restaurant || restaurant_type', 'Ayer || city', '2 || party_size_number']",BookRestaurant
I want to book a  restaurant  in  Gray Horse .,I want to book a restaurant at Gray Horse .,"['restaurant || restaurant_type', 'Gray Horse || city']",BookRestaurant
Book a reservation for a  pub  serving  burritos,Keep a reservation to a bar serving burritos,"['pub || restaurant_type', 'burritos || served_dish']",BookRestaurant
Book a reservation for a  pub  serving  burritos,Keep a reservation to a pub serving burritos.,"['pub || restaurant_type', 'burritos || served_dish']",BookRestaurant
Book a reservation for a  pub  serving  burritos,Preserve a reservation in a pub serving burritos,"['pub || restaurant_type', 'burritos || served_dish']",BookRestaurant
Book a reservation for a  pub  serving  burritos,Preserve a reservation to a pub serving burritos,"['pub || restaurant_type', 'burritos || served_dish']",BookRestaurant
Book a reservation for a  pub  serving  burritos,Keep a reservation to a pub serving burritos,"['pub || restaurant_type', 'burritos || served_dish']",BookRestaurant
Book a spot for  me and kathrine  at  Smithville,Buy a place for me & kathrin at Smithville,"['me and kathrine || party_size_description', 'Smithville || city']",BookRestaurant
Book a spot for  me and kathrine  at  Smithville,Buy a place for me & kathrin in Smithville,"['me and kathrine || party_size_description', 'Smithville || city']",BookRestaurant
Book a spot for  me and kathrine  at  Smithville,Buy a place for myself and Kathryn at Smithville,"['me and kathrine || party_size_description', 'Smithville || city']",BookRestaurant
Book a spot for  me and kathrine  at  Smithville,Buy a place for myself and kathrin in Smithville,"['me and kathrine || party_size_description', 'Smithville || city']",BookRestaurant
Book a spot for  me and kathrine  at  Smithville,Buy a place for myself and Kathryn in Smithville,"['me and kathrine || party_size_description', 'Smithville || city']",BookRestaurant
I want to book a  pizzeria  in  Afghanistan .,I wants to book up a pizzeria in Afghanistan...,"['pizzeria || restaurant_type', 'Afghanistan || country']",BookRestaurant
I want to book a  pizzeria  in  Afghanistan .,I wants to book up a pizzeria in Afghanistan.,"['pizzeria || restaurant_type', 'Afghanistan || country']",BookRestaurant
I want to book a  pizzeria  in  Afghanistan .,I wants to book an Afghanistan pizzeria .,"['pizzeria || restaurant_type', 'Afghanistan || country']",BookRestaurant
I want to book a  pizzeria  in  Afghanistan .,I wants to book one pizzeria in Afghanistan.,"['pizzeria || restaurant_type', 'Afghanistan || country']",BookRestaurant
I want to book a  pizzeria  in  Afghanistan .,I wants to book the pizzeria in Afghanistan.,"['pizzeria || restaurant_type', 'Afghanistan || country']",BookRestaurant
I want to book a  restaurant  in  NM  for  two  people.,I wanted to book one restaurant in NM for two.,"['restaurant || restaurant_type', 'NM || state', 'two || party_size_number']",BookRestaurant
I want to book a  restaurant  in  NM  for  two  people.,I wants to book one restaurant in NM for two.,"['restaurant || restaurant_type', 'NM || state', 'two || party_size_number']",BookRestaurant
I want to book a  restaurant  in  NM  for  two  people.,I wanted to book one restaurant in NM with two people.,"['restaurant || restaurant_type', 'NM || state', 'two || party_size_number']",BookRestaurant
I want to book a  restaurant  in  NM  for  two  people.,I wanted to book one restaurant in NM for two people.,"['restaurant || restaurant_type', 'NM || state', 'two || party_size_number']",BookRestaurant
I want to book a  restaurant  in  NM  for  two  people.,I wants to book one restaurant in NM for two people.,"['restaurant || restaurant_type', 'NM || state', 'two || party_size_number']",BookRestaurant
I want to book a  restaurant   not far  from  our college .,I want to book a restaurant not far from our college.,"['restaurant || restaurant_type', 'not far || spatial_relation', 'our college || poi']",BookRestaurant
I want to book a  restaurant   not far  from  our college .,I want to book a restaurant not far from our college .',"['restaurant || restaurant_type', 'not far || spatial_relation', 'our college || poi']",BookRestaurant
I want to book a  restaurant   not far  from  our college .,I want to book a restaurant not far from our college .,"['restaurant || restaurant_type', 'not far || spatial_relation', 'our college || poi']",BookRestaurant
I want to book a  restaurant   not far  from  our college .,I wants to book a restaurant not far from our college .,"['restaurant || restaurant_type', 'not far || spatial_relation', 'our college || poi']",BookRestaurant
I want to book a  restaurant   not far  from  our college .,I want to book a restaurant not far from our university .,"['restaurant || restaurant_type', 'not far || spatial_relation', 'our college || poi']",BookRestaurant
book a  restaurant  that serves  rolled oyster  in  Merkel,booking a restaurant serving rolled ostrich in Merkel.,"['restaurant || restaurant_type', 'rolled oyster || served_dish', 'Merkel || city']",BookRestaurant
book a  restaurant  that serves  rolled oyster  in  Merkel,booking a restaurant serving rolled ostrich in Merkel,"['restaurant || restaurant_type', 'rolled oyster || served_dish', 'Merkel || city']",BookRestaurant
book a  restaurant  that serves  rolled oyster  in  Merkel,booking a restaurant serving rolled ostriche in Merkel,"['restaurant || restaurant_type', 'rolled oyster || served_dish', 'Merkel || city']",BookRestaurant
book a  restaurant  that serves  rolled oyster  in  Merkel,booked a restaurant serving rolled ostrich in Merkel,"['restaurant || restaurant_type', 'rolled oyster || served_dish', 'Merkel || city']",BookRestaurant
book a  restaurant  that serves  rolled oyster  in  Merkel,book up a restaurant serving rolled ostrich in Merkel,"['restaurant || restaurant_type', 'rolled oyster || served_dish', 'Merkel || city']",BookRestaurant
I want to book a  restaurant  for  3  people in  Ohio .,I want to book a restaurant for 3 people in Ohio,"['restaurant || restaurant_type', '3 || party_size_number', 'Ohio || state']",BookRestaurant
I want to book a  restaurant  for  3  people in  Ohio .,I want to book a restaurant for 3 people in Ohio ).,"['restaurant || restaurant_type', '3 || party_size_number', 'Ohio || state']",BookRestaurant
I want to book a  restaurant  for  3  people in  Ohio .,I want to book a restaurant for 3 people in Ohio.,"['restaurant || restaurant_type', '3 || party_size_number', 'Ohio || state']",BookRestaurant
I want to book a  restaurant  for  3  people in  Ohio .,I want to book a restaurant for 3 people in Ohio .,"['restaurant || restaurant_type', '3 || party_size_number', 'Ohio || state']",BookRestaurant
I want to book a  restaurant  for  3  people in  Ohio .,I want to book a restaurant for three people in Ohio .,"['restaurant || restaurant_type', '3 || party_size_number', 'Ohio || state']",BookRestaurant
book a party of  4  for a  cafe   rated best,booking a 4 party for the best-rated café,"['4 || party_size_number', 'cafe || restaurant_type', 'rated best || sort']",BookRestaurant
book a party of  4  for a  cafe   rated best,booking a 4 party for a best rated café,"['4 || party_size_number', 'cafe || restaurant_type', 'rated best || sort']",BookRestaurant
book a party of  4  for a  cafe   rated best,booking a 4 party for a rated cafe,"['4 || party_size_number', 'cafe || restaurant_type', 'rated best || sort']",BookRestaurant
book a party of  4  for a  cafe   rated best,booking a 4 party for the best rated cafe,"['4 || party_size_number', 'cafe || restaurant_type', 'rated best || sort']",BookRestaurant
book a party of  4  for a  cafe   rated best,booking a 4 party for a best rated cafe,"['4 || party_size_number', 'cafe || restaurant_type', 'rated best || sort']",BookRestaurant
Book me a reservation for  six  for  Crown Burgers  in  Lebanon,Buy me for six Crown Burgers in Lebanon.,"['six || party_size_number', 'Crown Burgers || restaurant_name', 'Lebanon || country']",BookRestaurant
Book me a reservation for  six  for  Crown Burgers  in  Lebanon,Buy me for six Crown Burgers in Lebanon,"['six || party_size_number', 'Crown Burgers || restaurant_name', 'Lebanon || country']",BookRestaurant
Book me a reservation for  six  for  Crown Burgers  in  Lebanon,Keep me booked for 6 Crown Burgers in Lebanon,"['six || party_size_number', 'Crown Burgers || restaurant_name', 'Lebanon || country']",BookRestaurant
Book me a reservation for  six  for  Crown Burgers  in  Lebanon,Keep me booking for six Crown Burgers in Lebanon,"['six || party_size_number', 'Crown Burgers || restaurant_name', 'Lebanon || country']",BookRestaurant
Book me a reservation for  six  for  Crown Burgers  in  Lebanon,Keep me booked for six Crown Burgers in Lebanon,"['six || party_size_number', 'Crown Burgers || restaurant_name', 'Lebanon || country']",BookRestaurant
book a table in  CA  for  2  people  in 3 hours,booking a table in Central Asia for 2 people in 3 hours,"['CA || state', '2 || party_size_number', 'in 3 hours || timeRange']",BookRestaurant
book a table in  CA  for  2  people  in 3 hours,booking a table in Central Africa for 2 people in 3 hours,"['CA || state', '2 || party_size_number', 'in 3 hours || timeRange']",BookRestaurant
book a table in  CA  for  2  people  in 3 hours,book a table in Central Asia for 2 people in 3 hours,"['CA || state', '2 || party_size_number', 'in 3 hours || timeRange']",BookRestaurant
book a table in  CA  for  2  people  in 3 hours,booking a table in AC for 2 people in 3 hours,"['CA || state', '2 || party_size_number', 'in 3 hours || timeRange']",BookRestaurant
book a table in  CA  for  2  people  in 3 hours,book a table in Central Africa for 2 people in 3 hours,"['CA || state', '2 || party_size_number', 'in 3 hours || timeRange']",BookRestaurant
Book spot in  Fults  in  Federated States Of Micronesia,Book spot at Fults in the Federated Federal States of Micronesia,"['Fults || city', 'Federated States Of Micronesia || state']",BookRestaurant
Book spot in  Fults  in  Federated States Of Micronesia,Book spot at Fults in the Federated Countries of Micronesia,"['Fults || city', 'Federated States Of Micronesia || state']",BookRestaurant
Book spot in  Fults  in  Federated States Of Micronesia,Book spot at Fults in the Federated Nations of Micronesia,"['Fults || city', 'Federated States Of Micronesia || state']",BookRestaurant
Book spot in  Fults  in  Federated States Of Micronesia,Book spot at Fults in the Federated United States of Micronesia,"['Fults || city', 'Federated States Of Micronesia || state']",BookRestaurant
Book spot in  Fults  in  Federated States Of Micronesia,Book spot at Fults in the Federated States of Micronesia,"['Fults || city', 'Federated States Of Micronesia || state']",BookRestaurant
Book me a reservation at a  goan   restaurant  for  5  people,"Buy me a booking at a five-person goo restaurant,","['goan || cuisine', 'restaurant || restaurant_type', '5 || party_size_number']",BookRestaurant
Book me a reservation at a  goan   restaurant  for  5  people,Buy me a booking at a five-person goo restaurant:,"['goan || cuisine', 'restaurant || restaurant_type', '5 || party_size_number']",BookRestaurant
Book me a reservation at a  goan   restaurant  for  5  people,Buy me a booking at a five-person goo restaurant.,"['goan || cuisine', 'restaurant || restaurant_type', '5 || party_size_number']",BookRestaurant
Book me a reservation at a  goan   restaurant  for  5  people,Buy me a booking at a five-person goo restaurant,"['goan || cuisine', 'restaurant || restaurant_type', '5 || party_size_number']",BookRestaurant
Book me a reservation at a  goan   restaurant  for  5  people,Buy me a booking at a five-person go-go restaurant,"['goan || cuisine', 'restaurant || restaurant_type', '5 || party_size_number']",BookRestaurant
Book a reservation for  9  people at the  best   osteria  restaurant,Buy a 9-person reservation at the finest restaurant,"['9 || party_size_number', 'best || sort', 'osteria || restaurant_type']",BookRestaurant
Book a reservation for  9  people at the  best   osteria  restaurant,Buy a 9-person reservation at the finest osteria,"['9 || party_size_number', 'best || sort', 'osteria || restaurant_type']",BookRestaurant
Book a reservation for  9  people at the  best   osteria  restaurant,Buy a 9-person reservation at the finest osteria.,"['9 || party_size_number', 'best || sort', 'osteria || restaurant_type']",BookRestaurant
Book a reservation for  9  people at the  best   osteria  restaurant,Buy a 9-person reservation at the top osteria restaurant,"['9 || party_size_number', 'best || sort', 'osteria || restaurant_type']",BookRestaurant
Book a reservation for  9  people at the  best   osteria  restaurant,Buy a 9-person reservation at the finest osteria restaurant,"['9 || party_size_number', 'best || sort', 'osteria || restaurant_type']",BookRestaurant
I want to book a  bar   neighboring   our apartment .,I wants to book a bar next door to our apartment.,"['bar || restaurant_type', 'neighboring || spatial_relation', 'our apartment || poi']",BookRestaurant
I want to book a  bar   neighboring   our apartment .,I’m going to book the bar next door to our apartment.,"['bar || restaurant_type', 'neighboring || spatial_relation', 'our apartment || poi']",BookRestaurant
I want to book a  bar   neighboring   our apartment .,I wants to book one bar next door to our apartment.,"['bar || restaurant_type', 'neighboring || spatial_relation', 'our apartment || poi']",BookRestaurant
I want to book a  bar   neighboring   our apartment .,I wants to book the bar next door to our apartment.,"['bar || restaurant_type', 'neighboring || spatial_relation', 'our apartment || poi']",BookRestaurant
I want to book a  bar   neighboring   our apartment .,I wants to book one bar next door to our flat .,"['bar || restaurant_type', 'neighboring || spatial_relation', 'our apartment || poi']",BookRestaurant
Book a reservation for a  pub  serving  croquembouche,Keep a book for a bar serving croquembouche,"['pub || restaurant_type', 'croquembouche || served_dish']",BookRestaurant
Book a reservation for a  pub  serving  croquembouche,Preserve a booking for a bar serving croquembouche,"['pub || restaurant_type', 'croquembouche || served_dish']",BookRestaurant
Book a reservation for a  pub  serving  croquembouche,Keep a booking for a bar serving croquembouche,"['pub || restaurant_type', 'croquembouche || served_dish']",BookRestaurant
Book a reservation for a  pub  serving  croquembouche,Keep a booking for a pub serving croquembouche,"['pub || restaurant_type', 'croquembouche || served_dish']",BookRestaurant
Book a reservation for a  pub  serving  croquembouche,Keep a booking for a brothel serving croquembouche,"['pub || restaurant_type', 'croquembouche || served_dish']",BookRestaurant
Book a reservation for an  indonesian   brasserie  on  9/13/2017,Booking a reservation to an Indonesian brewery on 9/13/2017 :,"['indonesian || cuisine', 'brasserie || restaurant_type', '9/13/2017 || timeRange']",BookRestaurant
Book a reservation for an  indonesian   brasserie  on  9/13/2017,Booking a reservation to an Indonesian brewery on 9/13/2017;,"['indonesian || cuisine', 'brasserie || restaurant_type', '9/13/2017 || timeRange']",BookRestaurant
Book a reservation for an  indonesian   brasserie  on  9/13/2017,Booking a reservation to an Indonesian brewery on 9/13/2017:,"['indonesian || cuisine', 'brasserie || restaurant_type', '9/13/2017 || timeRange']",BookRestaurant
Book a reservation for an  indonesian   brasserie  on  9/13/2017,Booking a reservation to an Indonesian brewery on 9/13/2017.,"['indonesian || cuisine', 'brasserie || restaurant_type', '9/13/2017 || timeRange']",BookRestaurant
Book a reservation for an  indonesian   brasserie  on  9/13/2017,Booking a reservation to an Indonesian brewery on 9/13/2017,"['indonesian || cuisine', 'brasserie || restaurant_type', '9/13/2017 || timeRange']",BookRestaurant
I want to book a  restaurant   near   Oaktown .,I’m going to book an Oaktown restaurant..,"['restaurant || restaurant_type', 'near || spatial_relation', 'Oaktown || city']",BookRestaurant
I want to book a  restaurant   near   Oaktown .,I’m going to book an Oaktown restaurant .,"['restaurant || restaurant_type', 'near || spatial_relation', 'Oaktown || city']",BookRestaurant
I want to book a  restaurant   near   Oaktown .,I’m going to book an Oaktown restaurant.,"['restaurant || restaurant_type', 'near || spatial_relation', 'Oaktown || city']",BookRestaurant
I want to book a  restaurant   near   Oaktown .,I’m going to be booking a cafe near Oaktown.,"['restaurant || restaurant_type', 'near || spatial_relation', 'Oaktown || city']",BookRestaurant
I want to book a  restaurant   near   Oaktown .,I’m going to be booking a restaurant close to Oaktown.,"['restaurant || restaurant_type', 'near || spatial_relation', 'Oaktown || city']",BookRestaurant
I want to book a  bar  in  Bonaparte   Palau .,I wants to book the bar at Bonaparte Palau.,"['bar || restaurant_type', 'Bonaparte || city', 'Palau || state']",BookRestaurant
I want to book a  bar  in  Bonaparte   Palau .,I wants to book the bar at Bonaparte Palau .,"['bar || restaurant_type', 'Bonaparte || city', 'Palau || state']",BookRestaurant
I want to book a  bar  in  Bonaparte   Palau .,I wanted to book one bar in Palau Bonaparte .,"['bar || restaurant_type', 'Bonaparte || city', 'Palau || state']",BookRestaurant
I want to book a  bar  in  Bonaparte   Palau .,I wants to book the bar in Palau Bonaparte .,"['bar || restaurant_type', 'Bonaparte || city', 'Palau || state']",BookRestaurant
I want to book a  bar  in  Bonaparte   Palau .,I wants to book one bar in Palau Bonaparte .,"['bar || restaurant_type', 'Bonaparte || city', 'Palau || state']",BookRestaurant
Book me a reservation for  8  at  fourteen  in  South Carolina,Keep me booked for 8 out of 14 in South California,"['8 || party_size_number', 'fourteen || timeRange', 'South Carolina || state']",BookRestaurant
Book me a reservation for  8  at  fourteen  in  South Carolina,Keep me booked for 8 out of 14 in North Carolina,"['8 || party_size_number', 'fourteen || timeRange', 'South Carolina || state']",BookRestaurant
Book me a reservation for  8  at  fourteen  in  South Carolina,Keep me booked for 8 out of 14 in South Carolina,"['8 || party_size_number', 'fourteen || timeRange', 'South Carolina || state']",BookRestaurant
Book me a reservation for  8  at  fourteen  in  South Carolina,Keep me booked for 8 out of 14 in South Carolina.,"['8 || party_size_number', 'fourteen || timeRange', 'South Carolina || state']",BookRestaurant
Book me a reservation for  8  at  fourteen  in  South Carolina,Keep me booked for 8 out of 14 in South Karolina,"['8 || party_size_number', 'fourteen || timeRange', 'South Carolina || state']",BookRestaurant
I need a table for  seven  in  Honduras   within walking distance,I need one table for 7 in Honduras in walk distance,"['seven || party_size_number', 'Honduras || country', 'within walking distance || spatial_relation']",BookRestaurant
I need a table for  seven  in  Honduras   within walking distance,I need one table for nine in Honduras in walking distance,"['seven || party_size_number', 'Honduras || country', 'within walking distance || spatial_relation']",BookRestaurant
I need a table for  seven  in  Honduras   within walking distance,I need one table for 7 in Honduras in walking distance,"['seven || party_size_number', 'Honduras || country', 'within walking distance || spatial_relation']",BookRestaurant
I need a table for  seven  in  Honduras   within walking distance,I need one table for nine in Honduras within walking distance,"['seven || party_size_number', 'Honduras || country', 'within walking distance || spatial_relation']",BookRestaurant
I need a table for  seven  in  Honduras   within walking distance,I need one table for 7 in Honduras within walking distance,"['seven || party_size_number', 'Honduras || country', 'within walking distance || spatial_relation']",BookRestaurant
book a table for  midnight  for  6  in  Nesco,booking a desk for midnight for 6 at Nesco,"['midnight || timeRange', '6 || party_size_number', 'Nesco || city']",BookRestaurant
book a table for  midnight  for  6  in  Nesco,booking a table at midnight for 6 hours in Nesco,"['midnight || timeRange', '6 || party_size_number', 'Nesco || city']",BookRestaurant
book a table for  midnight  for  6  in  Nesco,booking a table by midnight for 6 at Nesco,"['midnight || timeRange', '6 || party_size_number', 'Nesco || city']",BookRestaurant
book a table for  midnight  for  6  in  Nesco,booking a table at midnight for 6 at Nesco,"['midnight || timeRange', '6 || party_size_number', 'Nesco || city']",BookRestaurant
book a table for  midnight  for  6  in  Nesco,booking a table to midnight for 6 at Nesco,"['midnight || timeRange', '6 || party_size_number', 'Nesco || city']",BookRestaurant
I want to book the  best   pub  for  one  person.,I'm going to book one of the best pubs for one person.,"['best || sort', 'pub || restaurant_type', 'one || party_size_number']",BookRestaurant
I want to book the  best   pub  for  one  person.,I'm going to book out the finest pub for someone.,"['best || sort', 'pub || restaurant_type', 'one || party_size_number']",BookRestaurant
I want to book the  best   pub  for  one  person.,I'm going to book one of the best pubs for a person.,"['best || sort', 'pub || restaurant_type', 'one || party_size_number']",BookRestaurant
I want to book the  best   pub  for  one  person.,I'm going to book out the finest pub for one person.,"['best || sort', 'pub || restaurant_type', 'one || party_size_number']",BookRestaurant
I want to book the  best   pub  for  one  person.,I'm going to book out the finest pub for just one person.,"['best || sort', 'pub || restaurant_type', 'one || party_size_number']",BookRestaurant
book a party of  four  at a  highly rated   pub,booking a four-person party at a heavily rated bar,"['four || party_size_number', 'highly rated || sort', 'pub || restaurant_type']",BookRestaurant
book a party of  four  at a  highly rated   pub,booking a four-person party at a top-rated bar,"['four || party_size_number', 'highly rated || sort', 'pub || restaurant_type']",BookRestaurant
book a party of  four  at a  highly rated   pub,booking a four-person party at a popular pub,"['four || party_size_number', 'highly rated || sort', 'pub || restaurant_type']",BookRestaurant
book a party of  four  at a  highly rated   pub,booking a four-person party at a heavily rated pub,"['four || party_size_number', 'highly rated || sort', 'pub || restaurant_type']",BookRestaurant
book a party of  four  at a  highly rated   pub,booking a four-person party at a top-rated pub,"['four || party_size_number', 'highly rated || sort', 'pub || restaurant_type']",BookRestaurant
Book me a reservation for a  ligurian   bar  in  Belgium,Buy Me a Reservation for a League Bar in Belgium,"['ligurian || cuisine', 'bar || restaurant_type', 'Belgium || country']",BookRestaurant
Book me a reservation for a  ligurian   bar  in  Belgium,Buy Me a Reservation for a Ligure Bar in Belgium,"['ligurian || cuisine', 'bar || restaurant_type', 'Belgium || country']",BookRestaurant
Book me a reservation for a  ligurian   bar  in  Belgium,Buy Me a Reservation for a Ligurian Bar in Brussels,"['ligurian || cuisine', 'bar || restaurant_type', 'Belgium || country']",BookRestaurant
