utterance,paraphrase,list_of_slots,intent
I need to find a table for  4  at a  brasserie  that has  fondue,I need to find a table for 4 at a brasserie that has fondue.,"['4 || party_size_number', 'brasserie || restaurant_type', 'fondue || served_dish']",BookRestaurant
I need to find a table for  4  at a  brasserie  that has  fondue,I need a table for 4 at a brasserie that has fondue.,"['4 || party_size_number', 'brasserie || restaurant_type', 'fondue || served_dish']",BookRestaurant
I need to find a table for  4  at a  brasserie  that has  fondue,I need a table for 4 at a brasserie that has fondue.,"['4 || party_size_number', 'brasserie || restaurant_type', 'fondue || served_dish']",BookRestaurant
"Book a reservation for  eight  people at a  top-rated   restaurant  in  Busby ,  GU  on  may second, 2024","Book a reservation for eight people at a top-rated restaurant in Busby, GU on May second, 2024","['eight || party_size_number', 'top-rated || sort', 'restaurant || restaurant_type', 'Busby || city', 'GU || state', 'may second, 2024 || timeRange']",BookRestaurant
"Book a reservation for  eight  people at a  top-rated   restaurant  in  Busby ,  GU  on  may second, 2024","Book a reservation for eight people at a top-rated restaurant in Busby, GU on May second, 2024","['eight || party_size_number', 'top-rated || sort', 'restaurant || restaurant_type', 'Busby || city', 'GU || state', 'may second, 2024 || timeRange']",BookRestaurant
"Book a reservation for  eight  people at a  top-rated   restaurant  in  Busby ,  GU  on  may second, 2024","Book a reservation for eight people at a top-rated restaurant in Busby, GU on May second, 2024","['eight || party_size_number', 'top-rated || sort', 'restaurant || restaurant_type', 'Busby || city', 'GU || state', 'may second, 2024 || timeRange']",BookRestaurant
"Book a reservation for  eight  people at a  top-rated   restaurant  in  Busby ,  GU  on  may second, 2024","Book a reservation for eight people at a top-rated restaurant in Busby, GU on May second, 2024","['eight || party_size_number', 'top-rated || sort', 'restaurant || restaurant_type', 'Busby || city', 'GU || state', 'may second, 2024 || timeRange']",BookRestaurant
"Book a reservation for  eight  people at a  top-rated   restaurant  in  Busby ,  GU  on  may second, 2024","Book a reservation for eight people at a top-rated restaurant in Busby, GU on may second, 2024","['eight || party_size_number', 'top-rated || sort', 'restaurant || restaurant_type', 'Busby || city', 'GU || state', 'may second, 2024 || timeRange']",BookRestaurant
"Book a reservation for  eight  people at a  top-rated   restaurant  in  Busby ,  GU  on  may second, 2024","Book a reservation for eight people at a top-rated restaurant in Busby, GU on may second, 2024","['eight || party_size_number', 'top-rated || sort', 'restaurant || restaurant_type', 'Busby || city', 'GU || state', 'may second, 2024 || timeRange']",BookRestaurant
"Book a reservation for  eight  people at a  top-rated   restaurant  in  Busby ,  GU  on  may second, 2024","Book a reservation for eight people at a top-rated restaurant in Busby, GU on may second, 2024","['eight || party_size_number', 'top-rated || sort', 'restaurant || restaurant_type', 'Busby || city', 'GU || state', 'may second, 2024 || timeRange']",BookRestaurant
"Book a reservation for  eight  people at a  top-rated   restaurant  in  Busby ,  GU  on  may second, 2024","Book a reservation for eight people at a top-rated restaurant in Busby, GU on may second, 2024","['eight || party_size_number', 'top-rated || sort', 'restaurant || restaurant_type', 'Busby || city', 'GU || state', 'may second, 2024 || timeRange']",BookRestaurant
"Book a reservation for  eight  people at a  top-rated   restaurant  in  Busby ,  GU  on  may second, 2024","Book a reservation for eight people at a top-rated restaurant in Busby, GU on May second, 2024.","['eight || party_size_number', 'top-rated || sort', 'restaurant || restaurant_type', 'Busby || city', 'GU || state', 'may second, 2024 || timeRange']",BookRestaurant
"Book a reservation for  eight  people at a  top-rated   restaurant  in  Busby ,  GU  on  may second, 2024","Book a reservation for eight people at a top-rated restaurant in Busby, GU on May second, 2024.","['eight || party_size_number', 'top-rated || sort', 'restaurant || restaurant_type', 'Busby || city', 'GU || state', 'may second, 2024 || timeRange']",BookRestaurant
I want to book  Moishes Steakhouse  in  Lucky .,I want to book Moishes Steakhouse in Lucky.,"['Moishes Steakhouse || restaurant_name', 'Lucky || city']",BookRestaurant
I want to book  Moishes Steakhouse  in  Lucky .,I want to book Moishes Steakhouse in Lucky.,"['Moishes Steakhouse || restaurant_name', 'Lucky || city']",BookRestaurant
I want to book  Moishes Steakhouse  in  Lucky .,I want to book Moishes Steakhouse in Lucky.,"['Moishes Steakhouse || restaurant_name', 'Lucky || city']",BookRestaurant
I want to book  Moishes Steakhouse  in  Lucky .,I want to book Moishes Steakhouse in Lucky.,"['Moishes Steakhouse || restaurant_name', 'Lucky || city']",BookRestaurant
I want to book  Moishes Steakhouse  in  Lucky .,I want to read Moishes Steakhouse in Lucky.,"['Moishes Steakhouse || restaurant_name', 'Lucky || city']",BookRestaurant
I want to book  Moishes Steakhouse  in  Lucky .,I want to read Moishes Steakhouse in Lucky.,"['Moishes Steakhouse || restaurant_name', 'Lucky || city']",BookRestaurant
I want to book  Moishes Steakhouse  in  Lucky .,I want to read Moishes Steakhouse in Lucky.,"['Moishes Steakhouse || restaurant_name', 'Lucky || city']",BookRestaurant
I want to book  Moishes Steakhouse  in  Lucky .,I want to read Moishes Steakhouse in Lucky.,"['Moishes Steakhouse || restaurant_name', 'Lucky || city']",BookRestaurant
I want to book  Moishes Steakhouse  in  Lucky .,I want to buy Moishes Steakhouse in Lucky.,"['Moishes Steakhouse || restaurant_name', 'Lucky || city']",BookRestaurant
I want to book  Moishes Steakhouse  in  Lucky .,I want to buy Moishes Steakhouse in Lucky.,"['Moishes Steakhouse || restaurant_name', 'Lucky || city']",BookRestaurant
book  restaurant  at  ten  that has  internet,Book restaurant at ten that has internet...,"['restaurant || restaurant_type', 'ten || party_size_number', 'internet || facility']",BookRestaurant
book  restaurant  at  ten  that has  internet,Book restaurant at ten that has internet...,"['restaurant || restaurant_type', 'ten || party_size_number', 'internet || facility']",BookRestaurant
book  restaurant  at  ten  that has  internet,Book restaurant at ten that has internet...,"['restaurant || restaurant_type', 'ten || party_size_number', 'internet || facility']",BookRestaurant
book  restaurant  at  ten  that has  internet,Book restaurant at ten that has internet...,"['restaurant || restaurant_type', 'ten || party_size_number', 'internet || facility']",BookRestaurant
book  restaurant  at  ten  that has  internet,book restaurant at ten that has internet...,"['restaurant || restaurant_type', 'ten || party_size_number', 'internet || facility']",BookRestaurant
book  restaurant  at  ten  that has  internet,book restaurant at ten that has internet...,"['restaurant || restaurant_type', 'ten || party_size_number', 'internet || facility']",BookRestaurant
book  restaurant  at  ten  that has  internet,book restaurant at ten that has internet...,"['restaurant || restaurant_type', 'ten || party_size_number', 'internet || facility']",BookRestaurant
book  restaurant  at  ten  that has  internet,book restaurant at ten that has internet...,"['restaurant || restaurant_type', 'ten || party_size_number', 'internet || facility']",BookRestaurant
book  restaurant  at  ten  that has  internet,Book restaurant at ten that has internet. How can I get there?,"['restaurant || restaurant_type', 'ten || party_size_number', 'internet || facility']",BookRestaurant
book  restaurant  at  ten  that has  internet,Book restaurant at ten that has internet. How can I get there?,"['restaurant || restaurant_type', 'ten || party_size_number', 'internet || facility']",BookRestaurant
Book a reservation for  seven  people at a  highly rated   restaurant   this month  in  Hawaii,Book a reservation for seven people at a highly rated restaurant in Hawaii this month.,"['seven || party_size_number', 'highly rated || sort', 'restaurant || restaurant_type', 'this month || timeRange', 'Hawaii || state']",BookRestaurant
Book a reservation for  seven  people at a  highly rated   restaurant   this month  in  Hawaii,Book a reservation for seven people at a highly rated restaurant in Hawaii this month.,"['seven || party_size_number', 'highly rated || sort', 'restaurant || restaurant_type', 'this month || timeRange', 'Hawaii || state']",BookRestaurant
Book a reservation for  seven  people at a  highly rated   restaurant   this month  in  Hawaii,Book a reservation for seven people at a highly rated restaurant in Hawaii this month.,"['seven || party_size_number', 'highly rated || sort', 'restaurant || restaurant_type', 'this month || timeRange', 'Hawaii || state']",BookRestaurant
Book a reservation for  seven  people at a  highly rated   restaurant   this month  in  Hawaii,Book a reservation for seven people at a highly rated restaurant in Hawaii this month.,"['seven || party_size_number', 'highly rated || sort', 'restaurant || restaurant_type', 'this month || timeRange', 'Hawaii || state']",BookRestaurant
Book a reservation for  seven  people at a  highly rated   restaurant   this month  in  Hawaii,Book a reservation for seven people at a highly rated restaurant in Hawaii this month.,"['seven || party_size_number', 'highly rated || sort', 'restaurant || restaurant_type', 'this month || timeRange', 'Hawaii || state']",BookRestaurant
Book a reservation for  seven  people at a  highly rated   restaurant   this month  in  Hawaii,Book a reservation for seven people at a highly rated restaurant in Hawaii this month.,"['seven || party_size_number', 'highly rated || sort', 'restaurant || restaurant_type', 'this month || timeRange', 'Hawaii || state']",BookRestaurant
Book a reservation for  seven  people at a  highly rated   restaurant   this month  in  Hawaii,Book a reservation for seven people at a highly rated restaurant in Hawaii this month.,"['seven || party_size_number', 'highly rated || sort', 'restaurant || restaurant_type', 'this month || timeRange', 'Hawaii || state']",BookRestaurant
Book a reservation for  seven  people at a  highly rated   restaurant   this month  in  Hawaii,Book a reservation for seven people at a highly rated restaurant in Hawaii this month.,"['seven || party_size_number', 'highly rated || sort', 'restaurant || restaurant_type', 'this month || timeRange', 'Hawaii || state']",BookRestaurant
Book a reservation for  seven  people at a  highly rated   restaurant   this month  in  Hawaii,Book a reservation for seven people at a highly rated restaurant this month in Hawaii.,"['seven || party_size_number', 'highly rated || sort', 'restaurant || restaurant_type', 'this month || timeRange', 'Hawaii || state']",BookRestaurant
Book a reservation for  seven  people at a  highly rated   restaurant   this month  in  Hawaii,Book a reservation for seven people at a highly rated restaurant this month in Hawaii.,"['seven || party_size_number', 'highly rated || sort', 'restaurant || restaurant_type', 'this month || timeRange', 'Hawaii || state']",BookRestaurant
"I want to book a  restaurant  for  me, carissa and lynn ramirez  in  Colorado .","I want to book a restaurant for me, carissa, and lynn ramirez in Colorado.","['restaurant || restaurant_type', 'me, carissa and lynn ramirez || party_size_description', 'Colorado || state']",BookRestaurant
"I want to book a  restaurant  for  me, carissa and lynn ramirez  in  Colorado .","I want to book a restaurant for me, carissa, and lynn ramirez in Colorado.","['restaurant || restaurant_type', 'me, carissa and lynn ramirez || party_size_description', 'Colorado || state']",BookRestaurant
"I want to book a  restaurant  for  me, carissa and lynn ramirez  in  Colorado .","I want to book a restaurant for me, carissa, and lynn ramirez in Colorado.","['restaurant || restaurant_type', 'me, carissa and lynn ramirez || party_size_description', 'Colorado || state']",BookRestaurant
"I want to book a  restaurant  for  me, carissa and lynn ramirez  in  Colorado .","I want to book a restaurant for me, carissa, and lynn ramirez in Colorado.","['restaurant || restaurant_type', 'me, carissa and lynn ramirez || party_size_description', 'Colorado || state']",BookRestaurant
"I want to book a  restaurant  for  me, carissa and lynn ramirez  in  Colorado .","I want to book a restaurant for me, carissa and lynn ramirez in Colorado.","['restaurant || restaurant_type', 'me, carissa and lynn ramirez || party_size_description', 'Colorado || state']",BookRestaurant
"I want to book a  restaurant  for  me, carissa and lynn ramirez  in  Colorado .","I want to book a restaurant for me, carissa and lynn ramirez in Colorado.","['restaurant || restaurant_type', 'me, carissa and lynn ramirez || party_size_description', 'Colorado || state']",BookRestaurant
"I want to book a  restaurant  for  me, carissa and lynn ramirez  in  Colorado .","I want to book a restaurant for me, carissa and lynn ramirez in Colorado.","['restaurant || restaurant_type', 'me, carissa and lynn ramirez || party_size_description', 'Colorado || state']",BookRestaurant
"I want to book a  restaurant  for  me, carissa and lynn ramirez  in  Colorado .","I want to book a restaurant for me, carissa and lynn ramirez in Colorado.","['restaurant || restaurant_type', 'me, carissa and lynn ramirez || party_size_description', 'Colorado || state']",BookRestaurant
"I want to book a  restaurant  for  me, carissa and lynn ramirez  in  Colorado .","I want to book a restaurant for me, carissa and lynn ramirez in Colorado.","['restaurant || restaurant_type', 'me, carissa and lynn ramirez || party_size_description', 'Colorado || state']",BookRestaurant
"I want to book a  restaurant  for  me, carissa and lynn ramirez  in  Colorado .","I want to book a restaurant for me, carissa and lynn ramirez in Colorado.","['restaurant || restaurant_type', 'me, carissa and lynn ramirez || party_size_description', 'Colorado || state']",BookRestaurant
Book me a  lunch  at  Boreas  for a party of  8,Book me a lunch at Boreas for a party of 8,"['lunch || timeRange', 'Boreas || restaurant_name', '8 || party_size_number']",BookRestaurant
Book me a  lunch  at  Boreas  for a party of  8,Book me a lunch at Boreas for a party of 8,"['lunch || timeRange', 'Boreas || restaurant_name', '8 || party_size_number']",BookRestaurant
Book me a  lunch  at  Boreas  for a party of  8,Book me a lunch at Boreas for a party of 8,"['lunch || timeRange', 'Boreas || restaurant_name', '8 || party_size_number']",BookRestaurant
Book me a  lunch  at  Boreas  for a party of  8,Book me a lunch at Boreas for a party of 8,"['lunch || timeRange', 'Boreas || restaurant_name', '8 || party_size_number']",BookRestaurant
Book me a  lunch  at  Boreas  for a party of  8,Book me a lunch at Boreas for a party of 8.,"['lunch || timeRange', 'Boreas || restaurant_name', '8 || party_size_number']",BookRestaurant
Book me a  lunch  at  Boreas  for a party of  8,Book me a lunch at Boreas for a party of 8.,"['lunch || timeRange', 'Boreas || restaurant_name', '8 || party_size_number']",BookRestaurant
Book me a  lunch  at  Boreas  for a party of  8,Book me a lunch at Boreas for a party of 8.,"['lunch || timeRange', 'Boreas || restaurant_name', '8 || party_size_number']",BookRestaurant
Book me a  lunch  at  Boreas  for a party of  8,Book me a lunch at Boreas for a party of 8.,"['lunch || timeRange', 'Boreas || restaurant_name', '8 || party_size_number']",BookRestaurant
Book me a  lunch  at  Boreas  for a party of  8,Book me a lunch at Boreas for a party of 8.,"['lunch || timeRange', 'Boreas || restaurant_name', '8 || party_size_number']",BookRestaurant
Book me a  lunch  at  Boreas  for a party of  8,Book me a lunch at Boreas for a party of 8.,"['lunch || timeRange', 'Boreas || restaurant_name', '8 || party_size_number']",BookRestaurant
Lets eat in  Little Eagle  on  May nineteenth  for  7  people,Lets eat in Little Eagle on May nineteenth for 7 people.,"['Little Eagle || city', 'May nineteenth || timeRange', '7 || party_size_number']",BookRestaurant
Lets eat in  Little Eagle  on  May nineteenth  for  7  people,Lets eat in Little Eagle on May nineteenth for 7 people.,"['Little Eagle || city', 'May nineteenth || timeRange', '7 || party_size_number']",BookRestaurant
Lets eat in  Little Eagle  on  May nineteenth  for  7  people,Lets eat in Little Eagle on May nineteenth for 7 people.,"['Little Eagle || city', 'May nineteenth || timeRange', '7 || party_size_number']",BookRestaurant
Lets eat in  Little Eagle  on  May nineteenth  for  7  people,Lets eat in Little Eagle on May nineteenth for 7 people,"['Little Eagle || city', 'May nineteenth || timeRange', '7 || party_size_number']",BookRestaurant
Lets eat in  Little Eagle  on  May nineteenth  for  7  people,Lets eat in Little Eagle on May nineteenth for 7 people,"['Little Eagle || city', 'May nineteenth || timeRange', '7 || party_size_number']",BookRestaurant
Lets eat in  Little Eagle  on  May nineteenth  for  7  people,Lets eat in Little Eagle on May nineteenth for 7 people,"['Little Eagle || city', 'May nineteenth || timeRange', '7 || party_size_number']",BookRestaurant
Lets eat in  Little Eagle  on  May nineteenth  for  7  people,Lets eat in Little Eagle on May nineteenth for 7 people,"['Little Eagle || city', 'May nineteenth || timeRange', '7 || party_size_number']",BookRestaurant
Lets eat in  Little Eagle  on  May nineteenth  for  7  people,Lets eat in Little Eagle on May nineteenth for 7 people.,"['Little Eagle || city', 'May nineteenth || timeRange', '7 || party_size_number']",BookRestaurant
Lets eat in  Little Eagle  on  May nineteenth  for  7  people,Lets eat in Little Eagle on May nineteenth for 7 people.,"['Little Eagle || city', 'May nineteenth || timeRange', '7 || party_size_number']",BookRestaurant
Lets eat in  Little Eagle  on  May nineteenth  for  7  people,Lets eat in Little Eagle on May nineteenth for 7 people.,"['Little Eagle || city', 'May nineteenth || timeRange', '7 || party_size_number']",BookRestaurant
"I want to book a  restaurant  in  New Mexico  for  kenya, lilia and ingrid .","I want to book a restaurant in New Mexico for kenya, lilia, and ingrid.","['restaurant || restaurant_type', 'New Mexico || state', 'kenya, lilia and ingrid || party_size_description']",BookRestaurant
"I want to book a  restaurant  in  New Mexico  for  kenya, lilia and ingrid .","I want to book a restaurant in New Mexico for kenya, lilia, and ingrid.","['restaurant || restaurant_type', 'New Mexico || state', 'kenya, lilia and ingrid || party_size_description']",BookRestaurant
"I want to book a  restaurant  in  New Mexico  for  kenya, lilia and ingrid .","I want to book a restaurant in New Mexico for kenya, lilia, and ingrid.","['restaurant || restaurant_type', 'New Mexico || state', 'kenya, lilia and ingrid || party_size_description']",BookRestaurant
"I want to book a  restaurant  in  New Mexico  for  kenya, lilia and ingrid .","I want to book a restaurant in New Mexico for kenya, lilia, and ingrid.","['restaurant || restaurant_type', 'New Mexico || state', 'kenya, lilia and ingrid || party_size_description']",BookRestaurant
"I want to book a  restaurant  in  New Mexico  for  kenya, lilia and ingrid .","I want to book a restaurant in New Mexico for kenya, lilia, and ingrid.","['restaurant || restaurant_type', 'New Mexico || state', 'kenya, lilia and ingrid || party_size_description']",BookRestaurant
"I want to book a  restaurant  in  New Mexico  for  kenya, lilia and ingrid .","I want to book a restaurant in New Mexico for kenya, lilia, and ingrid.","['restaurant || restaurant_type', 'New Mexico || state', 'kenya, lilia and ingrid || party_size_description']",BookRestaurant
"I want to book a  restaurant  in  New Mexico  for  kenya, lilia and ingrid .","I want to book a restaurant in New Mexico for kenya, lilia, and ingrid.","['restaurant || restaurant_type', 'New Mexico || state', 'kenya, lilia and ingrid || party_size_description']",BookRestaurant
"I want to book a  restaurant  in  New Mexico  for  kenya, lilia and ingrid .","I want to book a restaurant in New Mexico for kenya, lilia, and ingrid.","['restaurant || restaurant_type', 'New Mexico || state', 'kenya, lilia and ingrid || party_size_description']",BookRestaurant
"I want to book a  restaurant  in  New Mexico  for  kenya, lilia and ingrid .","I want to book a restaurant in New Mexico for kenya, lilia and ingrid.","['restaurant || restaurant_type', 'New Mexico || state', 'kenya, lilia and ingrid || party_size_description']",BookRestaurant
"I want to book a  restaurant  in  New Mexico  for  kenya, lilia and ingrid .","I want to book a restaurant in New Mexico for kenya, lilia and ingrid.","['restaurant || restaurant_type', 'New Mexico || state', 'kenya, lilia and ingrid || party_size_description']",BookRestaurant
I want to book  Baker's Keyboard Lounge  for  clare and yvonne ramirez .,I want to book Baker's Keyboard Lounge for clare and yvonne ramirez.,"[""Baker's Keyboard Lounge || restaurant_name"", 'clare and yvonne ramirez || party_size_description']",BookRestaurant
I want to book  Baker's Keyboard Lounge  for  clare and yvonne ramirez .,I want to book Baker's Keyboard Lounge for clare and yvonne ramirez.,"[""Baker's Keyboard Lounge || restaurant_name"", 'clare and yvonne ramirez || party_size_description']",BookRestaurant
I want to book  Baker's Keyboard Lounge  for  clare and yvonne ramirez .,I want to book Baker's Keyboard Lounge for clare and yvonne ramirez.,"[""Baker's Keyboard Lounge || restaurant_name"", 'clare and yvonne ramirez || party_size_description']",BookRestaurant
I want to book  Baker's Keyboard Lounge  for  clare and yvonne ramirez .,I want to book Baker's Keyboard Lounge for clare and yvonne ramirez.,"[""Baker's Keyboard Lounge || restaurant_name"", 'clare and yvonne ramirez || party_size_description']",BookRestaurant
I want to book  Baker's Keyboard Lounge  for  clare and yvonne ramirez .,I want to book Baker's keyboard Lounge for clare and yvonne ramirez.,"[""Baker's Keyboard Lounge || restaurant_name"", 'clare and yvonne ramirez || party_size_description']",BookRestaurant
I want to book  Baker's Keyboard Lounge  for  clare and yvonne ramirez .,I want to book Baker's keyboard Lounge for clare and yvonne ramirez.,"[""Baker's Keyboard Lounge || restaurant_name"", 'clare and yvonne ramirez || party_size_description']",BookRestaurant
I want to book  Baker's Keyboard Lounge  for  clare and yvonne ramirez .,I want to book Baker's keyboard Lounge for clare and yvonne ramirez.,"[""Baker's Keyboard Lounge || restaurant_name"", 'clare and yvonne ramirez || party_size_description']",BookRestaurant
I want to book  Baker's Keyboard Lounge  for  clare and yvonne ramirez .,I want to book Baker's keyboard Lounge for clare and yvonne ramirez.,"[""Baker's Keyboard Lounge || restaurant_name"", 'clare and yvonne ramirez || party_size_description']",BookRestaurant
I want to book  Baker's Keyboard Lounge  for  clare and yvonne ramirez .,I want to book the Baker's Keyboard Lounge for clare and yvonne ramirez.,"[""Baker's Keyboard Lounge || restaurant_name"", 'clare and yvonne ramirez || party_size_description']",BookRestaurant
I want to book  Baker's Keyboard Lounge  for  clare and yvonne ramirez .,I want to book the Baker's Keyboard Lounge for clare and yvonne ramirez.,"[""Baker's Keyboard Lounge || restaurant_name"", 'clare and yvonne ramirez || party_size_description']",BookRestaurant
I want to book a  bar  in  Bonaparte   Palau .,I want to book a bar in Bonaparte Palau.,"['bar || restaurant_type', 'Bonaparte || city', 'Palau || state']",BookRestaurant
I want to book a  bar  in  Bonaparte   Palau .,I want to book a bar in Bonaparte Palau.,"['bar || restaurant_type', 'Bonaparte || city', 'Palau || state']",BookRestaurant
I want to book a  bar  in  Bonaparte   Palau .,I want to book a bar in Bonaparte Palau.,"['bar || restaurant_type', 'Bonaparte || city', 'Palau || state']",BookRestaurant
I want to book a  bar  in  Bonaparte   Palau .,I want to book a bar at Bonaparte Palau.,"['bar || restaurant_type', 'Bonaparte || city', 'Palau || state']",BookRestaurant
I want to book a  bar  in  Bonaparte   Palau .,I want to book a bar at Bonaparte Palau.,"['bar || restaurant_type', 'Bonaparte || city', 'Palau || state']",BookRestaurant
I want to book a  bar  in  Bonaparte   Palau .,I want to book a bar at Bonaparte Palau.,"['bar || restaurant_type', 'Bonaparte || city', 'Palau || state']",BookRestaurant
I want to book a  bar  in  Bonaparte   Palau .,I want to book bar in Bonaparte Palau.,"['bar || restaurant_type', 'Bonaparte || city', 'Palau || state']",BookRestaurant
I want to book a  bar  in  Bonaparte   Palau .,I want to book bar in Bonaparte Palau.,"['bar || restaurant_type', 'Bonaparte || city', 'Palau || state']",BookRestaurant
I want to book a  bar  in  Bonaparte   Palau .,I want to book bar in Bonaparte Palau.,"['bar || restaurant_type', 'Bonaparte || city', 'Palau || state']",BookRestaurant
I want to book a  bar  in  Bonaparte   Palau .,I want to book bar in Bonaparte Palau.,"['bar || restaurant_type', 'Bonaparte || city', 'Palau || state']",BookRestaurant
need a table  eighteen seconds from now  at a  restaurant  serving  muffuletta,need a table eighteen seconds from now at a restaurant serving muffuletta.,"['eighteen seconds from now || timeRange', 'restaurant || restaurant_type', 'muffuletta || served_dish']",BookRestaurant
need a table  eighteen seconds from now  at a  restaurant  serving  muffuletta,need a table eighteen seconds from now at a restaurant serving muffuletta.,"['eighteen seconds from now || timeRange', 'restaurant || restaurant_type', 'muffuletta || served_dish']",BookRestaurant
need a table  eighteen seconds from now  at a  restaurant  serving  muffuletta,need a table eighteen seconds from now at a restaurant serving muffuletta.,"['eighteen seconds from now || timeRange', 'restaurant || restaurant_type', 'muffuletta || served_dish']",BookRestaurant
need a table  eighteen seconds from now  at a  restaurant  serving  muffuletta,need a table eighteen seconds from now at a restaurant serving muffuletta.,"['eighteen seconds from now || timeRange', 'restaurant || restaurant_type', 'muffuletta || served_dish']",BookRestaurant
need a table  eighteen seconds from now  at a  restaurant  serving  muffuletta,Need a table eighteen seconds from now at a restaurant serving muffuletta.,"['eighteen seconds from now || timeRange', 'restaurant || restaurant_type', 'muffuletta || served_dish']",BookRestaurant
need a table  eighteen seconds from now  at a  restaurant  serving  muffuletta,Need a table eighteen seconds from now at a restaurant serving muffuletta.,"['eighteen seconds from now || timeRange', 'restaurant || restaurant_type', 'muffuletta || served_dish']",BookRestaurant
need a table  eighteen seconds from now  at a  restaurant  serving  muffuletta,Need a table eighteen seconds from now at a restaurant serving muffuletta.,"['eighteen seconds from now || timeRange', 'restaurant || restaurant_type', 'muffuletta || served_dish']",BookRestaurant
need a table  eighteen seconds from now  at a  restaurant  serving  muffuletta,Need a table eighteen seconds from now at a restaurant serving muffuletta.,"['eighteen seconds from now || timeRange', 'restaurant || restaurant_type', 'muffuletta || served_dish']",BookRestaurant
need a table  eighteen seconds from now  at a  restaurant  serving  muffuletta,need a table eighteen seconds from now at a restaurant serving muffuletta.,"['eighteen seconds from now || timeRange', 'restaurant || restaurant_type', 'muffuletta || served_dish']",BookRestaurant
need a table  eighteen seconds from now  at a  restaurant  serving  muffuletta,need a table eighteen seconds from now at a restaurant serving muffuletta.,"['eighteen seconds from now || timeRange', 'restaurant || restaurant_type', 'muffuletta || served_dish']",BookRestaurant
I want to book a  highly rated   oyster bar  for  this week   close  by in  FL .,I want to book a highly rated oyster bar for this week close by in FL.,"['highly rated || sort', 'oyster bar || restaurant_type', 'this week || timeRange', 'close || spatial_relation', 'FL || state']",BookRestaurant
I want to book a  highly rated   oyster bar  for  this week   close  by in  FL .,I want to book a highly rated oyster bar for this week close by in FL.,"['highly rated || sort', 'oyster bar || restaurant_type', 'this week || timeRange', 'close || spatial_relation', 'FL || state']",BookRestaurant
I want to book a  highly rated   oyster bar  for  this week   close  by in  FL .,I want to book a highly rated oyster bar for this week close by in FL.,"['highly rated || sort', 'oyster bar || restaurant_type', 'this week || timeRange', 'close || spatial_relation', 'FL || state']",BookRestaurant
I want to book a  highly rated   oyster bar  for  this week   close  by in  FL .,I want to book a highly rated oyster bar this week close by in FL.,"['highly rated || sort', 'oyster bar || restaurant_type', 'this week || timeRange', 'close || spatial_relation', 'FL || state']",BookRestaurant
I want to book a  highly rated   oyster bar  for  this week   close  by in  FL .,I want to book a highly rated oyster bar this week close by in FL.,"['highly rated || sort', 'oyster bar || restaurant_type', 'this week || timeRange', 'close || spatial_relation', 'FL || state']",BookRestaurant
I want to book a  highly rated   oyster bar  for  this week   close  by in  FL .,I want to book a highly rated oyster bar this week close by in FL.,"['highly rated || sort', 'oyster bar || restaurant_type', 'this week || timeRange', 'close || spatial_relation', 'FL || state']",BookRestaurant
I want to book a  highly rated   oyster bar  for  this week   close  by in  FL .,I want to book a highly rated oyster bar this week close by in FL.,"['highly rated || sort', 'oyster bar || restaurant_type', 'this week || timeRange', 'close || spatial_relation', 'FL || state']",BookRestaurant
I want to book a  highly rated   oyster bar  for  this week   close  by in  FL .,I want to book a highly rated oyster bar close by in FL this week.,"['highly rated || sort', 'oyster bar || restaurant_type', 'this week || timeRange', 'close || spatial_relation', 'FL || state']",BookRestaurant
I want to book a  highly rated   oyster bar  for  this week   close  by in  FL .,I want to book a highly rated oyster bar close by in FL this week.,"['highly rated || sort', 'oyster bar || restaurant_type', 'this week || timeRange', 'close || spatial_relation', 'FL || state']",BookRestaurant
I want to book a  highly rated   oyster bar  for  this week   close  by in  FL .,I want to book a highly rated oyster bar close by in FL this week.,"['highly rated || sort', 'oyster bar || restaurant_type', 'this week || timeRange', 'close || spatial_relation', 'FL || state']",BookRestaurant
book spot for  seven  that is  distant  from  your gf's current location  at a  bar  that serves  middle eastern  for  Midnight,Book spot for seven that is distant from your gf's current location at a bar that serves middle eastern for Midnight.,"['seven || party_size_number', 'distant || spatial_relation', ""your gf's current location || poi"", 'bar || restaurant_type', 'middle eastern || cuisine', 'Midnight || timeRange']",BookRestaurant
book spot for  seven  that is  distant  from  your gf's current location  at a  bar  that serves  middle eastern  for  Midnight,Book spot for seven that is distant from your gf's current location at a bar that serves middle eastern for Midnight.,"['seven || party_size_number', 'distant || spatial_relation', ""your gf's current location || poi"", 'bar || restaurant_type', 'middle eastern || cuisine', 'Midnight || timeRange']",BookRestaurant
book spot for  seven  that is  distant  from  your gf's current location  at a  bar  that serves  middle eastern  for  Midnight,Book spot for seven that is distant from your gf's current location at a bar that serves middle eastern for Midnight.,"['seven || party_size_number', 'distant || spatial_relation', ""your gf's current location || poi"", 'bar || restaurant_type', 'middle eastern || cuisine', 'Midnight || timeRange']",BookRestaurant
book spot for  seven  that is  distant  from  your gf's current location  at a  bar  that serves  middle eastern  for  Midnight,Book spot for seven that is distant from your gf's current location at a bar that serves middle eastern for Midnight.,"['seven || party_size_number', 'distant || spatial_relation', ""your gf's current location || poi"", 'bar || restaurant_type', 'middle eastern || cuisine', 'Midnight || timeRange']",BookRestaurant
